

2014年12月24日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10661.3,+,100.02,0.95
發行量加權股價指數,9186.18,+,88.47,0.97
臺灣50指數,6647.72,+,67.7,1.03
臺灣中型100指數,7380.91,+,61.41,0.84
臺灣資訊科技指數,8032.34,+,59.43,0.75
臺灣發達指數,7782.81,+,105.44,1.37
臺灣高股息指數,5739.26,+,27.03,0.47
臺灣就業99指數,5466.48,+,35.92,0.66
臺灣高薪100指數,5027.37,+,46.83,0.94
臺灣企業經營101指數,5845.74,+,61.51,1.06
臺灣低波動高股息指數,1397.38,+,11.82,0.85
未含金融保險股指數,7744.21,+,78.27,1.02
未含電子股指數,13164.14,+,158.27,1.22
未含金融電子股指數,11322.12,+,161.36,1.45
水泥窯製類指數,570.21,+,3.92,0.69
塑膠化工類指數,784.54,+,21.25,2.78
機電類指數,2053.85,+,15.58,0.76
水泥類指數,144.88,+,0.73,0.51
食品類指數,1196.39,+,24.12,2.06
塑膠類指數,213.6,+,7.65,3.71
紡織纖維類指數,528.45,+,12.29,2.38
電機機械類指數,159.73,+,1.34,0.85
電器電纜類指數,37.53,+,0.39,1.05
化學生技醫療類指數,104.03,+,1.58,1.54
化學類指數,100.92,+,2.5,2.54
生技醫療類指數,76.2,+,0.23,0.3
玻璃陶瓷類指數,57.2,+,0.91,1.62
造紙類指數,174.03,+,0.78,0.45
鋼鐵類指數,101.01,+,1.4,1.41
橡膠類指數,377.16,+,3.11,0.83
汽車類指數,341.15,+,4.49,1.33
電子類指數,364.7,+,2.75,0.76
半導體類指數,120.06,+,0.64,0.54
電腦及週邊設備類指數,103.06,+,0.59,0.58
光電類指數,39.53,+,0.81,2.09
通信網路類指數,115.03,+,0.59,0.52
電子零組件類指數,87.91,+,1.4,1.62
電子通路類指數,112.99,+,0.51,0.45
資訊服務類指數,102.69,+,0.4,0.39
其他電子類指數,80.57,+,0.43,0.54
建材營造類指數,288.28,+,1.13,0.39
航運類指數,89.08,-,0.32,-0.36
觀光類指數,121.33,+,0.34,0.28
金融保險類指數,1074.74,+,7.11,0.67
貿易百貨類指數,244,+,0.54,0.22
油電燃氣類指數,88.24,+,1.12,1.29
其他類指數,242.34,+,0.99,0.41
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10983.16,+,103.04,0.95
發行量加權股價報酬指數,13988.02,+,134.71,0.97
臺灣50報酬指數,10238.46,+,104.26,1.03
臺灣中型100報酬指數,10564.53,+,87.91,0.84
臺灣資訊科技報酬指數,11716.42,+,86.7,0.75
臺灣發達報酬指數,10853.92,+,147.05,1.37
臺灣高股息報酬指數,9457.07,+,44.53,0.47
臺灣就業99報酬指數,6205.37,+,40.78,0.66
臺灣高薪100報酬指數,5068.29,+,47.2,0.94
臺灣企業經營101報酬指數,6244.58,+,65.71,1.06
臺灣低波動高股息報酬指數,2743.75,+,23.21,0.85
未含金融電子股報酬指數,17404.19,+,248.04,1.45
水泥類報酬指數,191.71,+,0.95,0.5
食品類報酬指數,1384.13,+,27.9,2.06
塑膠類報酬指數,265.71,+,9.51,3.71
紡織纖維類報酬指數,647.19,+,15.05,2.38
電機機械類報酬指數,191.74,+,1.61,0.85
電器電纜類報酬指數,42,+,0.44,1.06
化學生技醫療類報酬指數,126.2,+,1.92,1.54
化學類報酬指數,124.99,+,3.09,2.53
生技醫療類報酬指數,88.36,+,0.26,0.3
玻璃陶瓷類報酬指數,60.98,+,0.98,1.63
造紙類報酬指數,201.81,+,0.9,0.45
鋼鐵類報酬指數,124.71,+,1.73,1.41
橡膠類報酬指數,447.05,+,3.69,0.83
汽車類報酬指數,397.1,+,5.23,1.33
電子類報酬指數,508.22,+,3.83,0.76
半導體類報酬指數,160.73,+,0.86,0.54
電腦及週邊設備類報酬指數,147.68,+,0.85,0.58
光電類報酬指數,46.67,+,0.96,2.1
通信網路類報酬指數,176.16,+,0.9,0.51
電子零組件類報酬指數,120.43,+,1.92,1.62
電子通路類報酬指數,165.55,+,0.75,0.46
資訊服務類報酬指數,155.07,+,0.6,0.39
其他電子類報酬指數,93.48,+,0.5,0.54
建材營造類報酬指數,373.98,+,1.46,0.39
航運類報酬指數,104.65,-,0.37,-0.35
觀光類報酬指數,134.06,+,0.38,0.28
金融保險類報酬指數,1338.67,+,8.85,0.67
貿易百貨類報酬指數,284.08,+,0.63,0.22
油電燃氣類報酬指數,104.7,+,1.33,1.29
其他類報酬指數,309.75,+,1.26,0.41
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","75593847488","2644291402","755278"
"2.台灣存託憑證","89421963","10394966","1779"
"3.受益憑證","0","0","0"
"4.ETF","5438040835","208336888","40199"
"5.受益證券","54621890","3175000","188"
"6.變更交易股票","16060303","5560987","719"
"7.認購(售)權證","3178600250","3071312000","73690"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","75609907791","2649852389","755997"
"總計(1~12)","84370592729","5943071243","871853"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3376(30),613(23)
"下跌(跌停)",2399(26),142(0)
"持平",625,87
"未成交",3879,4
"無比價",1077,5
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年12月24日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","6957429","1629","460453478","65.9","66.4","65.85","66.3","+","0.5","66.3","3","66.35","72","0.00"
="0051  ","中100 ","21000","16","617070","29.34","29.5","29.32","29.32","+","0.05","29.31","7","29.42","1","0.00"
="0052  ","FB科技","26000","4","1071350","41.22","41.23","41.17","41.17","+","0.03","41.17","27","41.28","2","0.00"
="0053  ","寶電子","30000","19","857520","28.64","28.64","28.57","28.57","+","0.07","28.53","5","28.68","2","0.00"
="0054  ","台商50","37000","11","826260","22.14","22.38","22.14","22.38","+","0.27","21.72","3","22.34","2","0.00"
="0055  ","寶金融","346000","83","5019040","14.48","14.53","14.48","14.52","+","0.04","14.52","279","14.53","3","0.00"
="0056  ","高股息","757495","284","18102024","23.9","23.92","23.85","23.9","+","0.08","23.89","27","23.9","1","0.00"
="0057  ","FB摩台","9000","2","365160","40.57","40.6","40.57","40.6","+","0.07","40.68","50","40.7","58","0.00"
="0058  ","FB發達","13000","2","482560","37.12","37.12","37.12","37.12","-","0.01","36.31","1","37.55","10","0.00"
="0059  ","FB金融","15000","3","488910","32.59","32.65","32.57","32.65","+","0.16","32.65","36","32.83","37","0.00"
="0060  ","新台灣","4000","4","124300","31","31.15","31","31.15","+","0.3","31","109","31.2","1","0.00"
="0061  ","寶滬深","57215081","10118","942415503","16.38","16.65","16.33","16.4","-","0.48","16.4","159","16.41","149","0.00"
="006203","寶摩臺","1000","1","31730","31.73","31.73","31.73","31.73","+","0.05","31.29","2","31.82","1","0.00"
="006204","豐臺灣","25000","10","1138780","45.52","45.67","45.49","45.67","+","0.38","45.71","15","45.78","2","0.00"
="006205","FB上証","39740595","7154","1191068497","30.1","30.3","29.57","29.61","-","1.21","29.61","202","29.62","15","0.00"
="006206","元上證","32893320","6695","934500490","28.8","28.98","27.75","27.8","-","1.65","27.8","18","27.82","9","0.00"
="006207","FH滬深","10344225","2184","221358705","21.57","21.67","21.05","21.16","-","0.89","21.16","75","21.17","1","0.00"
="006208","FB台50","11000","2","410260","37.16","37.31","37.16","37.31","+","0.28","37.26","40","37.47","31","0.00"
="00631L","T50正2","2737198","448","57188367","20.72","21.03","20.72","21","+","0.28","21","269","21.02","53","0.00"
="00632R","T50反1","5571000","851","107511210","19.38","19.38","19.24","19.27","-","0.11","19.26","80","19.27","1,095","0.00"
="00633L","上証2X","32239733","8105","1212997761","38.8","38.99","36.45","36.5","-","4.41","36.5","52","36.55","58","0.00"
="00634R","上証反","19281000","2438","275625160","14.1","14.68","13.99","14.61","+","1.07","14.61","2","14.62","99","0.00"
="0080  ","恒中國","1200","6","451990","371","382","371","379.95","+","5.45","372.15","1","379.95","1","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","777","1","850","1","0.00"
="008201","上證50","60612","130","4934710","81.5","82","80.6","80.6","-","1.8","80.6","37","80.9","2","0.00"
="01001T","富邦R1","78000","9","1243960","15.91","15.99","15.91","15.99","+","0.08","15.91","41","15.98","6","0.00"
="01002T","國泰R1","532000","66","9577820","17.98","18.18","17.97","18.18","+","0.18","18.03","12","18.14","10","0.00"
="01003T","新光R1","210000","21","2702590","12.85","12.89","12.84","12.87"," ","0","12.87","10","12.89","45","0.00"
="01004T","富邦R2","281000","32","3619820","12.84","12.9","12.84","12.9","+","0.04","12.89","20","12.9","232","0.00"
="01007T","國泰R2","483000","34","7455370","15.42","15.45","15.42","15.45","+","0.02","15.45","1","15.49","10","0.00"
="01008T","駿馬R1","1591000","26","30022330","18.88","18.89","18.86","18.86","-","0.01","18.86","19","18.87","100","0.00"
"1101  ","台泥  ","6636330","3176","285157499","43","43.1","42.7","42.95","+","0.05","42.95","10","43","141","14.86"
"1102  ","亞泥  ","3829000","1964","145584736","37.8","38.3","37.75","38.25","+","0.4","38.2","1","38.25","11","13.91"
"1103  ","嘉泥  ","243917","126","3433575","14","14.15","14","14.15","+","0.15","14.1","25","14.15","52","7.69"
"1104  ","環泥  ","389660","217","10028542","25.8","25.8","25.65","25.8"," ","0","25.75","29","25.8","17","11.32"
"1108  ","幸福  ","226500","103","2312547","10.15","10.3","10.15","10.2"," ","0","10.2","56","10.25","5","13.08"
"1109  ","信大  ","22056","8","298056","13.5","13.55","13.5","13.55","+","0.05","13.5","4","13.55","2","15.06"
"1110  ","東泥  ","34399","18","569723","16.75","16.75","16.5","16.7"," ","0","16.45","5","16.65","2","75.91"
"1201  ","味全  ","1876192","874","45792097","24","24.7","24","24.5","-","0.2","24.5","3","24.55","2","29.88"
