

2014年10月13日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10110.89,-,311.28,-2.99
發行量加權股價指數,8711.39,-,255.05,-2.84
臺灣50指數,6253.12,-,174.2,-2.71
臺灣中型100指數,6936.25,-,244.94,-3.41
臺灣資訊科技指數,7056.87,-,283.79,-3.87
臺灣發達指數,7642.83,-,164.77,-2.11
臺灣高股息指數,5427.97,-,185.86,-3.31
臺灣就業99指數,5225.48,-,148.41,-2.76
臺灣高薪100指數,4823.29,-,129.16,-2.61
臺灣企業經營101指數,5562.1,-,140.95,-2.47
臺灣低波動高股息指數,1362.8,-,43.82,-3.12
未含金融保險股指數,7290.91,-,217.95,-2.9
未含電子股指數,12772.78,-,311.24,-2.38
未含金融電子股指數,10885.41,-,259.5,-2.33
水泥窯製類指數,579.59,-,14.74,-2.48
塑膠化工類指數,759.09,-,17.2,-2.22
機電類指數,1910.83,-,65.4,-3.31
水泥類指數,147.79,-,3.24,-2.15
食品類指數,1175.35,-,58.39,-4.73
塑膠類指數,208.5,-,4.31,-2.03
紡織纖維類指數,490.97,-,11.75,-2.34
電機機械類指數,153.38,-,7.47,-4.64
電器電纜類指數,37.5,-,0.8,-2.09
化學生技醫療類指數,101.8,-,3.19,-3.04
化學類指數,96.68,-,2.95,-2.96
生技醫療類指數,76.55,-,2.47,-3.13
玻璃陶瓷類指數,57.11,-,2.46,-4.13
造紙類指數,174.99,-,3.49,-1.96
鋼鐵類指數,98.86,-,1.68,-1.67
橡膠類指數,347.99,-,6.84,-1.93
汽車類指數,311.9,-,5.53,-1.74
電子類指數,338.79,-,11.45,-3.27
半導體類指數,105.27,-,4.54,-4.13
電腦及週邊設備類指數,95.47,-,3.17,-3.21
光電類指數,36.66,-,1.4,-3.68
通信網路類指數,109.74,-,1.06,-0.96
電子零組件類指數,84.74,-,2.91,-3.32
電子通路類指數,109.5,-,3.77,-3.33
資訊服務類指數,94.31,-,3.88,-3.95
其他電子類指數,85.24,-,2.17,-2.48
建材營造類指數,270.81,-,5.88,-2.13
航運類指數,73.75,-,1.81,-2.4
觀光類指數,132.82,-,2.66,-1.96
金融保險類指數,1065.82,-,27.29,-2.5
貿易百貨類指數,233.85,-,3.87,-1.63
油電燃氣類指數,92.23,-,1.01,-1.08
其他類指數,227.97,-,5.6,-2.4
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10415.22,-,320.64,-2.99
發行量加權股價報酬指數,13263.86,-,388.34,-2.84
臺灣50報酬指數,9630.71,-,268.31,-2.71
臺灣中型100報酬指數,9928.07,-,350.59,-3.41
臺灣資訊科技報酬指數,10293.54,-,413.96,-3.87
臺灣發達報酬指數,10658.71,-,229.78,-2.11
臺灣高股息報酬指數,8944.13,-,306.26,-3.31
臺灣就業99報酬指數,5931.79,-,168.47,-2.76
臺灣高薪100報酬指數,4862.56,-,130.21,-2.61
臺灣企業經營101報酬指數,5941.58,-,150.57,-2.47
臺灣低波動高股息報酬指數,2674.38,-,85.99,-3.12
未含金融電子股報酬指數,16731.35,-,398.86,-2.33
水泥類報酬指數,195.58,-,4.28,-2.14
食品類報酬指數,1359.79,-,67.55,-4.73
塑膠類報酬指數,259.33,-,5.37,-2.03
紡織纖維類報酬指數,601.29,-,14.39,-2.34
電機機械類報酬指數,184.11,-,8.96,-4.64
電器電纜類報酬指數,41.97,-,0.89,-2.08
化學生技醫療類報酬指數,123.47,-,3.87,-3.04
化學類報酬指數,119.74,-,3.65,-2.96
生技醫療類報酬指數,88.74,-,2.87,-3.13
玻璃陶瓷類報酬指數,60.88,-,2.63,-4.14
造紙類報酬指數,202.92,-,4.05,-1.96
鋼鐵類報酬指數,122.05,-,2.08,-1.68
橡膠類報酬指數,412.48,-,8.1,-1.93
汽車類報酬指數,363.05,-,6.44,-1.74
電子類報酬指數,472.06,-,15.96,-3.27
半導體類報酬指數,140.93,-,6.07,-4.13
電腦及週邊設備類報酬指數,136.69,-,4.53,-3.21
光電類報酬指數,43.28,-,1.66,-3.69
通信網路類報酬指數,168.06,-,1.63,-0.96
電子零組件類報酬指數,116.09,-,3.99,-3.32
電子通路類報酬指數,160.43,-,5.53,-3.33
資訊服務類報酬指數,142.41,-,5.86,-3.95
其他電子類報酬指數,98.9,-,2.52,-2.48
建材營造類報酬指數,351.25,-,7.64,-2.13
航運類報酬指數,86.56,-,2.13,-2.4
觀光類報酬指數,146.75,-,2.94,-1.96
金融保險類報酬指數,1327.56,-,34,-2.5
貿易百貨類報酬指數,272.26,-,4.51,-1.63
油電燃氣類報酬指數,109.43,-,1.2,-1.08
其他類報酬指數,291.39,-,7.15,-2.39
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","97179353028","2396593253","804658"
"2.台灣存託憑證","185896644","17314056","2845"
"3.受益憑證","0","0","0"
"4.ETF","2522723093","95470822","14626"
"5.受益證券","40375750","2.4E+6","226"
"6.變更交易股票","33206512","4640892","734"
"7.認購(售)權證","2763328880","3210278000","74545"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","97212559540","2401234145","805392"
"總計(1~12)","102724883907","5726697023","897634"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1234(17),38(3)
"下跌(跌停)",4544(231),783(119)
"持平",112,12
"未成交",3643,7
"無比價",978,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年10月13日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","19670686","4439","1262058555","64.15","64.55","63.8","64","-","2","64","1,038","64.05","257","0.00"
="0051  ","中100 ","56756","45","1650404","29.5","29.5","28.9","28.9","-","0.75","28.8","3","28.9","1","0.00"
="0052  ","FB科技","4000","4","146910","36.46","37","36.46","36.99","X","0","36.63","48","36.99","2","0.00"
="0053  ","寶電子","30000","10","828720","28.4","28.4","27.47","27.61","-","0.93","27.62","1","28.49","53","0.00"
="0054  ","台商50","27000","12","606200","22.7","22.7","22.4","22.45","-","0.69","22.26","71","22.46","3","0.00"
="0055  ","寶金融","577030","129","8582182","14.99","14.99","14.75","14.75","-","0.34","14.75","9","14.76","143","0.00"
="0056  ","高股息","3922319","1839","93852680","24.53","24.53","23.74","23.82","-","0.73","23.82","3","23.85","1","0.00"
="0057  ","FB摩台","97000","5","3724270","38.46","38.46","38.31","38.31","-","1.15","38.21","40","38.22","50","0.00"
="0058  ","FB發達","0","0","0","--","--","--","--"," ","0","36.26","3","36.95","50","0.00"
="0059  ","FB金融","9000","9","294840","32.8","32.8","32.7","32.7","-","0.59","32.51","41","32.68","50","0.00"
="0060  ","新台灣","0","0","0","--","--","--","--"," ","0","30.14","60","30.9","2","0.00"
="0061  ","寶滬深","35901783","4967","486947076","13.7","13.72","13.47","13.51","-","0.41","13.51","340","13.52","325","0.00"
="006203","寶摩臺","2000","2","61450","30.8","30.8","30.65","30.65","-","0.73","30.33","1","31.9","3","0.00"
="006204","豐臺灣","14998","18","668049","45.38","45.38","44.36","44.36","-","1.03","44.28","15","44.36","1","0.00"
="006205","FB上証","18780050","1628","391123547","20.97","20.97","20.69","20.85","-","0.41","20.85","46","20.86","3","0.00"
="006206","元上證","6361000","713","119724130","19.03","19.03","18.7","18.81","-","0.4","18.81","87","18.82","10","0.00"
="006207","FH滬深","10004000","795","151599860","15.23","15.28","15.08","15.19","-","0.28","15.18","69","15.19","21","0.00"
="006208","FB台50","12000","5","439120","37.32","37.32","36.5","36.5","-","1","36.43","1","36.63","40","0.00"
="0080  ","恒中國","1200","6","415100","345","350","343.1","343.1","-","6.95","343.05","1","348","1","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","771.2","1","988","1","0.00"
="008201","上證50","0","0","0","--","--","--","--"," ","0","55.55","2","56.95","43","0.00"
="01001T","富邦R1","506000","51","7789820","15.15","15.42","15.15","15.42","+","0.07","15.4","110","15.42","3","0.00"
="01002T","國泰R1","1059000","59","19069260","18.18","18.18","17.99","18.01","+","0.01","18","4","18.01","90","0.00"
="01003T","新光R1","143000","23","1807160","12.64","12.65","12.63","12.65"," ","0","12.62","24","12.65","2","0.00"
="01004T","富邦R2","118000","27","1493740","12.6","12.77","12.6","12.74","-","0.06","12.7","20","12.74","1","0.00"
