

2014年11月26日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10550.37,+,9.69,0.09
發行量加權股價指數,9122.39,+,6.15,0.07
臺灣50指數,6702.18,+,9.51,0.14
臺灣中型100指數,7172.16,-,9.34,-0.13
臺灣資訊科技指數,7927.19,+,3.74,0.05
臺灣發達指數,7859.64,+,16.11,0.21
臺灣高股息指數,5559.17,-,5.06,-0.09
臺灣就業99指數,5424.22,-,0.56,-0.01
臺灣高薪100指數,5041.99,+,6.02,0.12
臺灣企業經營101指數,5850.96,+,4.17,0.07
臺灣低波動高股息指數,1377.29,-,2.46,-0.18
未含金融保險股指數,7661.47,+,7.61,0.1
未含電子股指數,13060.91,-,12.19,-0.09
未含金融電子股指數,11118.19,-,8.71,-0.08
水泥窯製類指數,589.75,-,4.5,-0.76
塑膠化工類指數,767.9,+,0.46,0.06
機電類指數,2040.9,+,4.4,0.22
水泥類指數,150.46,-,0.96,-0.63
食品類指數,1202.64,+,3.83,0.32
塑膠類指數,211.13,+,0.79,0.38
紡織纖維類指數,507.13,-,1.68,-0.33
電機機械類指數,158.03,+,0.86,0.55
電器電纜類指數,37.3,-,0.14,-0.37
化學生技醫療類指數,99.98,+,0.05,0.05
化學類指數,95.22,-,0.1,-0.1
生技醫療類指數,74.92,+,0.17,0.23
玻璃陶瓷類指數,57.97,-,0.8,-1.36
造紙類指數,169.84,-,0.48,-0.28
鋼鐵類指數,98.87,+,0.39,0.4
橡膠類指數,363.39,-,4.08,-1.11
汽車類指數,348.28,-,0.99,-0.28
電子類指數,362.45,+,0.76,0.21
半導體類指數,118.94,+,0.04,0.03
電腦及週邊設備類指數,100.51,+,0.52,0.52
光電類指數,38.19,-,0.13,-0.34
通信網路類指數,112.17,-,0.28,-0.25
電子零組件類指數,84.46,+,0.49,0.58
電子通路類指數,111.42,-,0.41,-0.37
資訊服務類指數,96.04,+,0.43,0.45
其他電子類指數,87.19,+,0.89,1.03
建材營造類指數,272.99,+,0.87,0.32
航運類指數,80.29,-,0.36,-0.45
觀光類指數,121.53,-,0.52,-0.43
金融保險類指數,1092.78,-,1.41,-0.13
貿易百貨類指數,237.67,-,2.75,-1.14
油電燃氣類指數,90.39,-,0.03,-0.03
其他類指數,237,-,0.34,-0.14
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10868.86,+,9.98,0.09
發行量加權股價報酬指數,13890.9,+,9.37,0.07
臺灣50報酬指數,10322.33,+,14.64,0.14
臺灣中型100報酬指數,10265.74,-,13.36,-0.13
臺灣資訊科技報酬指數,11563.04,+,5.45,0.05
臺灣發達報酬指數,10961.07,+,22.47,0.21
臺灣高股息報酬指數,9160.32,-,8.35,-0.09
臺灣就業99報酬指數,6157.39,-,0.64,-0.01
臺灣高薪100報酬指數,5083.03,+,6.06,0.12
臺灣企業經營101報酬指數,6250.15,+,4.46,0.07
臺灣低波動高股息報酬指數,2704.29,-,4.84,-0.18
未含金融電子股報酬指數,17090.7,-,13.4,-0.08
水泥類報酬指數,199.1,-,1.27,-0.63
食品類報酬指數,1391.36,+,4.43,0.32
塑膠類報酬指數,262.64,+,0.98,0.37
紡織纖維類報酬指數,621.08,-,2.05,-0.33
電機機械類報酬指數,189.69,+,1.02,0.54
電器電纜類報酬指數,41.75,-,0.15,-0.36
化學生技醫療類報酬指數,121.28,+,0.05,0.04
化學類報酬指數,117.94,-,0.12,-0.1
生技醫療類報酬指數,86.88,+,0.2,0.23
玻璃陶瓷類報酬指數,61.8,-,0.86,-1.37
造紙類報酬指數,196.95,-,0.55,-0.28
鋼鐵類報酬指數,122.07,+,0.48,0.39
橡膠類報酬指數,430.73,-,4.84,-1.11
汽車類報酬指數,405.41,-,1.14,-0.28
電子類報酬指數,505.09,+,1.05,0.21
半導體類報酬指數,159.23,+,0.05,0.03
電腦及週邊設備類報酬指數,144.02,+,0.74,0.52
光電類報酬指數,45.08,-,0.16,-0.35
通信網路類報酬指數,171.79,-,0.42,-0.24
電子零組件類報酬指數,115.71,+,0.68,0.59
電子通路類報酬指數,163.25,-,0.61,-0.37
資訊服務類報酬指數,145.03,+,0.66,0.46
其他電子類報酬指數,101.17,+,1.04,1.04
建材營造類報酬指數,354.15,+,1.13,0.32
航運類報酬指數,94.32,-,0.42,-0.44
觀光類報酬指數,134.28,-,0.58,-0.43
金融保險類報酬指數,1361.15,-,1.74,-0.13
貿易百貨類報酬指數,276.7,-,3.21,-1.15
油電燃氣類報酬指數,107.24,-,0.04,-0.04
其他類報酬指數,302.92,-,0.44,-0.15
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","68835373646","1614883406","572452"
"2.台灣存託憑證","22848004","4277823","917"
"3.受益憑證","0","0","0"
