

2015年04月30日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11381.52,-,34.52,-0.3
發行量加權股價指數,9820.05,-,33.78,-0.34
臺灣50指數,7125.8,-,51.93,-0.72
臺灣中型100指數,7679.94,+,19.44,0.25
臺灣資訊科技指數,8185.94,-,51.75,-0.63
臺灣發達指數,8373,-,40.18,-0.48
臺灣高股息指數,6010.42,+,4.02,0.07
臺灣就業99指數,6020.13,-,22.35,-0.37
臺灣高薪100指數,5422.21,-,30.7,-0.56
臺灣企業經營101指數,6284.35,-,41.58,-0.66
臺灣低波動高股息指數,1492.96,-,7.8,-0.52
未含金融保險股指數,8180.62,-,26.32,-0.32
未含電子股指數,14508.45,-,50.35,-0.35
未含金融電子股指數,12258.55,-,35.73,-0.29
水泥窯製類指數,580.49,-,0.07,-0.01
塑膠化工類指數,857.03,-,9,-1.04
機電類指數,2136.29,-,6.66,-0.31
水泥類指數,149.03,-,0.12,-0.08
食品類指數,1234.8,-,10.88,-0.87
塑膠類指數,241.83,-,3.72,-1.51
紡織纖維類指數,616.04,+,7,1.15
電機機械類指數,167.79,+,0.83,0.5
電器電纜類指數,37.68,+,0.04,0.11
化學生技醫療類指數,109.34,+,0.11,0.1
化學類指數,109.17,+,0.15,0.14
生技醫療類指數,77.1,+,0.04,0.05
玻璃陶瓷類指數,55.25,+,0.18,0.33
造紙類指數,179.11,+,0.23,0.13
鋼鐵類指數,100.28,-,0.55,-0.55
橡膠類指數,374.04,-,1.48,-0.39
汽車類指數,354,+,7.77,2.24
電子類指數,379.28,-,1.3,-0.34
半導體類指數,122.37,-,0.9,-0.73
電腦及週邊設備類指數,108.35,-,0.34,-0.31
光電類指數,41.76,+,0.3,0.72
通信網路類指數,119.1,-,0.18,-0.15
電子零組件類指數,91.68,-,1.01,-1.09
電子通路類指數,117.82,+,0.85,0.73
資訊服務類指數,104.24,+,0.01,0.01
其他電子類指數,87.94,+,0.3,0.34
建材營造類指數,321.87,+,3.46,1.09
航運類指數,95.09,+,0.35,0.37
觀光類指數,125.49,+,0.26,0.21
金融保險類指數,1235.22,-,5.86,-0.47
貿易百貨類指數,240.04,-,0.82,-0.34
油電燃氣類指數,102.43,-,3.39,-3.2
其他類指數,285.19,+,2.23,0.79
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11725.12,-,35.56,-0.3
發行量加權股價報酬指數,14953.23,-,51.45,-0.34
臺灣50報酬指數,10974.77,-,79.99,-0.72
臺灣中型100報酬指數,10992.55,+,27.84,0.25
臺灣資訊科技報酬指數,11940.46,-,75.49,-0.63
臺灣發達報酬指數,11676.99,-,56.05,-0.48
臺灣高股息報酬指數,9903.89,+,6.63,0.07
臺灣就業99報酬指數,6833.85,-,25.37,-0.37
臺灣高薪100報酬指數,5466.36,-,30.95,-0.56
