

2014年08月19日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10712.12,+,119.52,1.13
發行量加權股價指數,9243.78,+,102.47,1.12
臺灣50指數,6614.82,+,76.81,1.17
臺灣中型100指數,7550.77,+,90.31,1.21
臺灣資訊科技指數,7684.82,+,73.65,0.97
臺灣發達指數,8098.65,+,114.83,1.44
臺灣高股息指數,5967.53,+,61.94,1.05
臺灣就業99指數,5484.04,+,52.54,0.97
臺灣企業經營101指數,5881.72,+,60.66,1.04
臺灣低波動高股息指數,1481.76,+,12.85,0.87
未含金融保險股指數,7791.29,+,88.64,1.15
未含電子股指數,13332.41,+,155.15,1.18
未含金融電子股指數,11490.66,+,145.02,1.28
水泥窯製類指數,617.52,+,10.49,1.73
塑膠化工類指數,821.18,+,12.68,1.57
機電類指數,2060.52,+,22.43,1.1
水泥類指數,157.07,+,2.63,1.7
食品類指數,1272.55,+,12.93,1.03
塑膠類指數,229.66,+,3.69,1.63
紡織纖維類指數,507.89,+,9.32,1.87
電機機械類指數,171.29,+,3.32,1.98
電器電纜類指數,40.6,+,0.41,1.02
化學生技醫療類指數,106.67,+,1.7,1.62
化學類指數,104.01,+,0.2,0.19
生技醫療類指數,77.6,+,2.65,3.54
玻璃陶瓷類指數,61.62,+,1.12,1.85
造紙類指數,182.63,+,1.11,0.61
鋼鐵類指數,100.86,+,0.86,0.86
橡膠類指數,363.9,+,4.4,1.22
汽車類指數,316.94,+,7.79,2.52
電子類指數,364.87,+,3.87,1.07
半導體類指數,113.71,+,1.18,1.05
電腦及週邊設備類指數,107.2,+,1.12,1.06
光電類指數,40.86,+,0.56,1.39
通信網路類指數,114.09,+,1.42,1.26
電子零組件類指數,94.18,+,0.66,0.71
電子通路類指數,114.87,+,0.82,0.72
資訊服務類指數,100.1,+,1.17,1.18
其他電子類指數,87.07,+,0.92,1.07
建材營造類指數,283.37,+,0.72,0.25
航運類指數,72.65,+,0.47,0.65
觀光類指數,139.13,-,0.09,-0.06
金融保險類指數,1083.1,+,10.03,0.93
貿易百貨類指數,241.46,+,3.21,1.35
油電燃氣類指數,94.64,+,0.95,1.01
其他類指數,242.68,+,1.49,0.62
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10993.66,+,127.4,1.17
發行量加權股價報酬指數,14021.51,+,161.36,1.16
臺灣50報酬指數,10153.66,+,122.55,1.22
臺灣中型100報酬指數,10769.75,+,134.61,1.27
臺灣資訊科技報酬指數,11196.8,+,107.31,0.97
臺灣發達報酬指數,11229.42,+,161.88,1.46
臺灣高股息報酬指數,9793.38,+,101.66,1.05
臺灣就業99報酬指數,6209.2,+,65.84,1.07
臺灣企業經營101報酬指數,6254.6,+,67.26,1.09
臺灣低波動高股息報酬指數,2895.37,+,26.45,0.92
未含金融電子股報酬指數,17591.36,+,228.11,1.31
水泥類報酬指數,204.53,+,3.42,1.7
食品類報酬指數,1469.41,+,14.93,1.03
塑膠類報酬指數,285.48,+,4.65,1.66
紡織纖維類報酬指數,611.66,+,11.22,1.87
電機機械類報酬指數,204.72,+,3.97,1.98
電器電纜類報酬指數,45.06,+,0.45,1.01
化學生技醫療類報酬指數,129.03,+,2.16,1.7
化學類報酬指數,128.36,+,0.44,0.34
生技醫療類報酬指數,89.83,+,3.08,3.55
玻璃陶瓷類報酬指數,65.59,+,1.2,1.86
造紙類報酬指數,211.78,+,1.29,0.61
鋼鐵類報酬指數,124.38,+,1.06,0.86
橡膠類報酬指數,429.87,+,5.19,1.22
汽車類報酬指數,368.92,+,9.07,2.52
電子類報酬指數,506.25,+,5.37,1.07
半導體類報酬指數,152.11,+,1.59,1.06
電腦及週邊設備類報酬指數,152.41,+,1.59,1.05
光電類報酬指數,48.01,+,0.66,1.39
通信網路類報酬指數,174.59,+,2.17,1.26
電子零組件類報酬指數,128.49,+,0.93,0.73
電子通路類報酬指數,167.91,+,1.21,0.73
資訊服務類報酬指數,150.75,+,1.77,1.19
其他電子類報酬指數,99.57,+,1.05,1.07
建材營造類報酬指數,363.73,+,1.39,0.38
航運類報酬指數,84.84,+,0.55,0.65
觀光類報酬指數,153.37,-,0.1,-0.07
金融保險類報酬指數,1347.06,+,15.34,1.15
貿易百貨類報酬指數,279.12,+,3.7,1.34
油電燃氣類報酬指數,112.26,+,1.12,1.01
其他類報酬指數,309.36,+,2.52,0.82
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","85170231770","2164002695","703346"
"2.台灣存託憑證","35919360","6750213","1275"
"3.受益憑證","0","0","0"
"4.ETF","1469643375","71884148","9754"
"5.受益證券","9594720","593000","76"
"6.變更交易股票","92361962","14961067","2056"
"7.認購(售)權證","3292960180","3258580000","75387"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","85262593732","2178963762","705402"
"總計(1~12)","90070711367","5516771123","791894"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3629(28),595(20)
"下跌(跌停)",1842(57),156(6)
"持平",484,81
"未成交",3316,3
"無比價",1082,9
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年08月19日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","6729759","1666","454465687","67.3","67.75","67","67.75","+","0.85","67.7","24","67.75","502","0.00"
="0051  ","中100 ","20100","15","620910","31","31.25","30.82","30.82","-","0.08","30.82","1","31","5","0.00"
="0052  ","FB科技","72000","57","2883600","39.72","40.35","39.72","40.05","+","0.88","40.05","31","40.38","1","0.00"
="0053  ","寶電子","147700","89","4403420","29.59","30.25","29.4","29.8","+","0.49","29.91","125","30","4","0.00"
="0054  ","台商50","56000","32","1351650","24.02","24.2","24.02","24.2","+","0.49","24.09","3","24.2","3","0.00"
="0055  ","寶金融","256000","88","3842620","14.9","15.05","14.9","14.99","+","0.09","14.99","5","15.03","7","0.00"
="0056  ","高股息","511209","164","13130984","25.55","25.72","25.55","25.7","+","0.15","25.66","250","25.7","6","0.00"
="0057  ","FB摩台","263000","10","10655840","40.37","40.56","40.37","40.56","+","0.61","40.47","50","40.5","50","0.00"
