

2015年01月23日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10975.54,+,109.16,1
發行量加權股價指數,9470.94,+,101.43,1.08
臺灣50指數,6895.69,+,118.86,1.75
臺灣中型100指數,7573.81,+,23.74,0.31
臺灣資訊科技指數,8402.41,+,165.42,2.01
臺灣發達指數,8063.81,+,103.04,1.29
臺灣高股息指數,5961.33,+,32.64,0.55
臺灣就業99指數,5637.62,+,43.04,0.77
臺灣高薪100指數,5157.7,+,52.29,1.02
臺灣企業經營101指數,6025.15,+,63.97,1.07
臺灣低波動高股息指數,1442.91,+,7.91,0.55
未含金融保險股指數,8013.22,+,91.27,1.15
未含電子股指數,13390.55,+,57.2,0.43
未含金融電子股指數,11563.34,+,40.02,0.35
水泥窯製類指數,571.94,+,1.65,0.29
塑膠化工類指數,810.2,+,3.97,0.49
機電類指數,2139.3,+,33.69,1.6
水泥類指數,144.83,+,0.41,0.28
食品類指數,1239.21,+,22.11,1.82
塑膠類指數,222.31,+,1.25,0.57
紡織纖維類指數,539.76,-,0.04,-0.01
電機機械類指數,161.13,+,0.78,0.49
電器電纜類指數,37,+,0.05,0.14
化學生技醫療類指數,105.43,-,0.19,-0.18
化學類指數,103.19,-,0.19,-0.18
生技醫療類指數,76.33,-,0.14,-0.18
玻璃陶瓷類指數,58.32,+,0.19,0.33
造紙類指數,172.01,+,0.72,0.42
鋼鐵類指數,102.31,+,0.06,0.06
橡膠類指數,386.68,+,3.89,1.02
汽車類指數,329.32,+,2.17,0.66
電子類指數,380.39,+,6.15,1.64
半導體類指數,125.82,+,2.79,2.27
電腦及週邊設備類指數,106.51,+,0.48,0.45
光電類指數,42.25,+,0.51,1.22
通信網路類指數,120.73,+,0.02,0.02
電子零組件類指數,91.19,+,1.98,2.22
電子通路類指數,117.8,+,1.01,0.86
資訊服務類指數,105.89,+,0.65,0.62
其他電子類指數,81.9,+,1.82,2.27
建材營造類指數,285.12,-,0.32,-0.11
航運類指數,96.24,-,0.45,-0.47
觀光類指數,124.31,+,0.45,0.36
金融保險類指數,1082.5,+,6.79,0.63
貿易百貨類指數,244.46,+,0.32,0.13
