

2014年08月29日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10947.75,-,39.11,-0.36
發行量加權股價指數,9436.27,-,42.1,-0.44
臺灣50指數,6728.94,-,52.85,-0.78
臺灣中型100指數,7736.81,+,22.26,0.29
臺灣資訊科技指數,7756.56,-,22.43,-0.29
臺灣發達指數,8272,-,52.55,-0.63
臺灣高股息指數,6113.58,+,9.9,0.16
臺灣就業99指數,5604.85,-,32.29,-0.57
臺灣高薪100指數,5174.61,-,31.48,-0.6
臺灣企業經營101指數,6007.15,-,36.99,-0.61
臺灣低波動高股息指數,1510.61,-,3.16,-0.21
未含金融保險股指數,7940.22,-,26.65,-0.33
未含電子股指數,13653.24,-,96.36,-0.7
未含金融電子股指數,11731.71,-,62.02,-0.53
水泥窯製類指數,621.69,-,7.14,-1.14
塑膠化工類指數,830.17,-,10.32,-1.23
機電類指數,2097.32,-,4.32,-0.21
水泥類指數,157.5,-,2.01,-1.26
食品類指數,1326.74,-,1.51,-0.11
塑膠類指數,230.82,-,3.85,-1.64
紡織纖維類指數,511.51,+,0.99,0.19
電機機械類指數,173.67,+,0.13,0.07
電器電纜類指數,41.66,-,0.24,-0.57
化學生技醫療類指數,109.51,-,0.14,-0.13
化學類指數,106.31,-,0.18,-0.17
生技醫療類指數,80.13,-,0.06,-0.07
玻璃陶瓷類指數,63.26,-,0.33,-0.52
造紙類指數,184.8,-,1.48,-0.79
鋼鐵類指數,102.81,-,0.25,-0.24
橡膠類指數,369.8,-,3.28,-0.88
汽車類指數,326.33,-,4.74,-1.43
電子類指數,371.41,-,0.8,-0.21
半導體類指數,113.7,-,0.82,-0.72
電腦及週邊設備類指數,110.82,+,0.92,0.84
光電類指數,42.22, ,--,--
通信網路類指數,115.04,-,0.85,-0.73
電子零組件類指數,96.44,+,0.52,0.54
電子通路類指數,118.25,-,0.03,-0.03
資訊服務類指數,102.22,+,1.37,1.36
其他電子類指數,91.32,-,0.01,-0.01
建材營造類指數,295.58,+,2.98,1.02
航運類指數,76.28,+,0.21,0.28
觀光類指數,139.71,+,0.02,0.01
金融保險類指數,1117.25,-,12.62,-1.12
貿易百貨類指數,245.16,-,0.45,-0.18
油電燃氣類指數,97.63,-,0.84,-0.85
其他類指數,248.94,+,0.13,0.05
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11267.77,-,38.52,-0.34
發行量加權股價報酬指數,14355.86,-,61.76,-0.43
臺灣50報酬指數,10357.23,-,79.42,-0.76
臺灣中型100報酬指數,11065.54,+,32.95,0.3
臺灣資訊科技報酬指數,11306,-,32.1,-0.28
臺灣發達報酬指數,11527.36,-,73.22,-0.63
臺灣高股息報酬指數,10073.87,+,16.31,0.16
臺灣就業99報酬指數,6356.24,-,34.61,-0.54
臺灣高薪100報酬指數,5212.7,-,29.47,-0.56
臺灣企業經營101報酬指數,6410.01,-,38.3,-0.59
臺灣低波動高股息報酬指數,2964.44,-,5.08,-0.17
未含金融電子股報酬指數,18017.74,-,94.42,-0.52
水泥類報酬指數,208.41,-,2.67,-1.26
食品類報酬指數,1534.22,-,1.75,-0.11
塑膠類報酬指數,287.09,-,4.79,-1.64
紡織纖維類報酬指數,625.49,+,1.21,0.19
電機機械類報酬指數,208.34,+,0.15,0.07
電器電纜類報酬指數,46.47,-,0.27,-0.58
化學生技醫療類報酬指數,132.74,-,0.17,-0.13
化學類報酬指數,131.67,-,0.22,-0.17
生技醫療類報酬指數,92.77,-,0.07,-0.08
