

2014年12月12日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10492.04,+,21.83,0.21
發行量加權股價指數,9027.33,+,14.26,0.16
臺灣50指數,6528.74,+,11.45,0.18
臺灣中型100指數,7277.04,+,18.57,0.26
臺灣資訊科技指數,7827.89,+,39.8,0.51
臺灣發達指數,7680.8,-,11.28,-0.15
臺灣高股息指數,5696.41,+,16.79,0.3
臺灣就業99指數,5408.59,+,11.12,0.21
臺灣高薪100指數,4946.01,+,5.5,0.11
臺灣企業經營101指數,5739.65,+,1.27,0.02
臺灣低波動高股息指數,1373.69,+,0.91,0.07
未含金融保險股指數,7600.36,+,10.93,0.14
未含電子股指數,12929.17,-,10.9,-0.08
未含金融電子股指數,11079.45,-,24.68,-0.22
水泥窯製類指數,573.79,-,2.42,-0.42
塑膠化工類指數,752.93,-,2.31,-0.31
機電類指數,2020.33,+,7.38,0.37
水泥類指數,146.59,-,0.69,-0.47
食品類指數,1178.65,-,3.02,-0.26
塑膠類指數,202.86,-,1.58,-0.77
紡織纖維類指數,511.71,+,3.34,0.66
電機機械類指數,159.55,+,0.49,0.31
電器電纜類指數,36.84,+,0.02,0.05
化學生技醫療類指數,101.53,+,0.71,0.7
化學類指數,95.46,+,0.42,0.44
生技醫療類指數,77.27,+,0.77,1.01
玻璃陶瓷類指數,56.01,-,0.09,-0.16
造紙類指數,172.05,+,1.09,0.64
鋼鐵類指數,98.77,+,0.08,0.08
橡膠類指數,368.99,+,0.89,0.24
汽車類指數,341.39,-,3.03,-0.88
電子類指數,358.57,+,1.32,0.37
半導體類指數,116.83,+,0.6,0.52
電腦及週邊設備類指數,102.06,+,0.79,0.78
光電類指數,38.33,+,0.28,0.74
通信網路類指數,113.85,-,0.23,-0.2
電子零組件類指數,85.46,+,0.14,0.16
電子通路類指數,111.88,+,0.17,0.15
資訊服務類指數,101.22,+,1.02,1.02
其他電子類指數,82.17,-,0.06,-0.07
建材營造類指數,288.55,+,1.51,0.53
航運類指數,86.68,-,0.15,-0.17
觀光類指數,121.67,+,0.21,0.17
金融保險類指數,1064.9,+,2.63,0.25
貿易百貨類指數,234.46,+,0.02,0.01
油電燃氣類指數,85.78,-,1.5,-1.72
其他類指數,242.27,+,0.04,0.02
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10808.76,+,22.48,0.21
發行量加權股價報酬指數,13746.14,+,21.71,0.16
臺灣50報酬指數,10055.22,+,17.64,0.18
臺灣中型100報酬指數,10415.85,+,26.58,0.26
臺灣資訊科技報酬指數,11418.19,+,58.05,0.51
臺灣發達報酬指數,10711.65,-,15.73,-0.15
臺灣高股息報酬指數,9386.47,+,27.66,0.3
臺灣就業99報酬指數,6139.65,+,12.63,0.21
臺灣高薪100報酬指數,4986.28,+,5.54,0.11
臺灣企業經營101報酬指數,6131.25,+,1.36,0.02
臺灣低波動高股息報酬指數,2697.24,+,1.8,0.07
未含金融電子股報酬指數,17031.16,-,37.93,-0.22
水泥類報酬指數,193.98,-,0.92,-0.47
食品類報酬指數,1363.61,-,3.49,-0.26
塑膠類報酬指數,252.34,-,1.97,-0.77
紡織纖維類報酬指數,626.69,+,4.1,0.66
電機機械類報酬指數,191.52,+,0.59,0.31
電器電纜類報酬指數,41.22,+,0.02,0.05
化學生技醫療類報酬指數,123.16,+,0.86,0.7
化學類報酬指數,118.23,+,0.53,0.45
生技醫療類報酬指數,89.6,+,0.89,1
玻璃陶瓷類報酬指數,59.7,-,0.1,-0.17
造紙類報酬指數,199.51,+,1.26,0.64
鋼鐵類報酬指數,121.94,+,0.09,0.07
橡膠類報酬指數,437.37,+,1.05,0.24
汽車類報酬指數,397.38,-,3.53,-0.88
電子類報酬指數,499.68,+,1.84,0.37
半導體類報酬指數,156.41,+,0.81,0.52
電腦及週邊設備類報酬指數,146.25,+,1.13,0.78
光電類報酬指數,45.25,+,0.33,0.73
通信網路類報酬指數,174.36,-,0.35,-0.2
電子零組件類報酬指數,117.08,+,0.2,0.17
電子通路類報酬指數,163.92,+,0.25,0.15
資訊服務類報酬指數,152.85,+,1.53,1.01
其他電子類報酬指數,95.34,-,0.07,-0.07
建材營造類報酬指數,374.33,+,1.95,0.52
航運類報酬指數,101.82,-,0.18,-0.18
觀光類報酬指數,134.43,+,0.23,0.17
金融保險類報酬指數,1326.42,+,3.28,0.25
貿易百貨類報酬指數,272.96,+,0.02,0.01
