

2014年05月07日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10407.03,-,17.77,-0.17
發行量加權股價指數,8893.22,-,19.17,-0.22
臺灣50指數,6168.53,-,10.85,-0.18
臺灣中型100指數,7516.88,-,25.96,-0.34
臺灣資訊科技指數,7361.93,+,19.62,0.27
臺灣發達指數,7696.37,-,40.15,-0.52
臺灣高股息指數,5823.57,-,24.45,-0.42
臺灣就業99指數,5217.08,-,24.72,-0.47
臺灣企業經營101指數,5673.06,-,17.18,-0.3
臺灣低波動高股息指數,1458.53,-,11.83,-0.8
未含金融保險股指數,7570.94,-,12.7,-0.17
未含電子股指數,13030.05,-,46.39,-0.35
未含金融電子股指數,11589.09,-,33.5,-0.29
水泥窯製類指數,604.97,-,7.47,-1.22
塑膠化工類指數,844.93,-,1,-0.12
機電類指數,1958.81,-,1.9,-0.1
水泥類指數,150.94,-,2.01,-1.31
食品類指數,1203.83,-,0.39,-0.03
塑膠類指數,225.24,-,0.45,-0.2
紡織纖維類指數,524.13,-,1.86,-0.35
電機機械類指數,171.4,-,0.6,-0.35
電器電纜類指數,40.84,-,0.1,-0.24
化學生技醫療類指數,117.07,+,0.16,0.14
化學類指數,110.99,-,0.38,-0.34
生技醫療類指數,88.25,+,0.66,0.75
玻璃陶瓷類指數,66.04,-,0.54,-0.81
造紙類指數,178.35,+,0.89,0.5
鋼鐵類指數,98.98,-,0.42,-0.42
橡膠類指數,416.7,-,0.6,-0.14
汽車類指數,308.49,-,1.52,-0.49
電子類指數,346.07,-,0.3,-0.09
半導體類指數,108.95,+,0.45,0.41
電腦及週邊設備類指數,99.64,-,0.25,-0.25
光電類指數,38.58,-,0.26,-0.67
通信網路類指數,118.09,-,0.4,-0.34
電子零組件類指數,88.69,-,0.83,-0.93
電子通路類指數,117.73,-,0.08,-0.07
資訊服務類指數,98.38,+,1.35,1.39
其他電子類指數,74.98,-,0.22,-0.29
建材營造類指數,293.59,+,0.26,0.09
航運類指數,73.52,+,0.28,0.38
觀光類指數,142.18,-,0.43,-0.3
金融保險類指數,976.72,-,5.24,-0.53
貿易百貨類指數,241.34,-,0.08,-0.03
油電燃氣類指數,96.71,-,0.52,-0.53
其他類指數,243.49,-,1.78,-0.73
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10407.37,-,17.78,-0.17
發行量加權股價報酬指數,13139.93,-,28.33,-0.22
臺灣50報酬指數,9247.13,-,16.26,-0.18
臺灣中型100報酬指數,10435.56,-,36.04,-0.34
