

2014年06月12日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10782.87,-,27.49,-0.25
發行量加權股價指數,9204.65,-,25.15,-0.27
臺灣50指數,6408.72,-,37.3,-0.58
臺灣中型100指數,7720.51,+,25.71,0.33
臺灣資訊科技指數,7679.04,-,62.31,-0.8
臺灣發達指數,7888.79,-,9.81,-0.12
臺灣高股息指數,6065,-,2.06,-0.03
臺灣就業99指數,5482.35,-,4.47,-0.08
臺灣企業經營101指數,5852.24,-,11.39,-0.19
臺灣低波動高股息指數,1486.85,+,6.04,0.41
未含金融保險股指數,7815.78,-,23.19,-0.3
未含電子股指數,13278.64,-,1.89,-0.01
未含金融電子股指數,11664.63,+,3,0.03
水泥窯製類指數,601.54,+,0.77,0.13
塑膠化工類指數,843.57,-,2.17,-0.26
機電類指數,2054.38,-,9.88,-0.48
水泥類指數,150.91,+,0.1,0.07
食品類指數,1251.7,+,5.3,0.43
塑膠類指數,228.65,-,0.9,-0.39
紡織纖維類指數,526.39,-,0.53,-0.1
電機機械類指數,176.38,-,0.89,-0.5
電器電纜類指數,42.11,+,1.18,2.88
化學生技醫療類指數,115.48,+,0.16,0.14
化學類指數,111.23,+,0.54,0.49
生技醫療類指數,85.32,-,0.27,-0.32
玻璃陶瓷類指數,64.08,+,0.27,0.42
造紙類指數,186.67,+,1.53,0.83
鋼鐵類指數,97.23,-,0.09,-0.09
橡膠類指數,397.04,-,0.93,-0.23
汽車類指數,317.6,+,0.01,--
電子類指數,363.26,-,1.83,-0.5
半導體類指數,114.85,-,1.16,-1
電腦及週邊設備類指數,106.51,-,0.15,-0.14
光電類指數,40.93,+,0.17,0.42
通信網路類指數,119.15,-,0.18,-0.15
電子零組件類指數,93.45,-,0.31,-0.33
電子通路類指數,122.77,+,0.13,0.11
資訊服務類指數,104.18,-,0.15,-0.14
其他電子類指數,78.5,-,0.32,-0.41
建材營造類指數,287.28,-,0.9,-0.31
航運類指數,73.13,+,0.06,0.08
觀光類指數,144.22,-,0.38,-0.26
金融保險類指數,1028.51,-,1.21,-0.12
貿易百貨類指數,247.83,-,1.76,-0.71
油電燃氣類指數,96.61,+,0.84,0.88
其他類指數,249.24,+,1.34,0.54
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10784.53,-,27.39,-0.25
發行量加權股價報酬指數,13601.71,-,37.07,-0.27
臺灣50報酬指數,9607.19,-,55.92,-0.58
臺灣中型100報酬指數,10718.25,+,35.69,0.33
臺灣資訊科技報酬指數,10905.41,-,88.49,-0.8
臺灣發達報酬指數,10702.17,-,13.3,-0.12
臺灣高股息報酬指數,9545.33,-,3.24,-0.03
臺灣就業99報酬指數,6049.8,-,4.93,-0.08
臺灣企業經營101報酬指數,6030.43,-,11.75,-0.19
臺灣低波動高股息報酬指數,2799.2,+,11.36,0.41
未含金融電子股報酬指數,17385.28,+,4.85,0.03
水泥類報酬指數,190.63,+,0.11,0.06
食品類報酬指數,1408.91,+,5.96,0.42
塑膠類報酬指數,276.62,-,1.09,-0.39
紡織纖維類報酬指數,624.76,-,0.63,-0.1
電機機械類報酬指數,206.48,-,1.04,-0.5
電器電纜類報酬指數,46.27,+,1.29,2.87
化學生技醫療類報酬指數,136.29,+,0.18,0.13
化學類報酬指數,133.47,+,0.64,0.48
生技醫療類報酬指數,96.8,-,0.31,-0.32
玻璃陶瓷類報酬指數,67.78,+,0.29,0.43
造紙類報酬指數,211.32,+,1.74,0.83
鋼鐵類報酬指數,116.19,-,0.1,-0.09
橡膠類報酬指數,453.97,-,1.05,-0.23
汽車類報酬指數,358.55,+,0.16,0.04
電子類報酬指數,491.41,-,2.48,-0.5
半導體類報酬指數,149.91,-,1.52,-1
電腦及週邊設備類報酬指數,145.95,-,0.21,-0.14
光電類報酬指數,47.43,+,0.19,0.4
通信網路類報酬指數,174.72,-,0.26,-0.15
電子零組件類報酬指數,124.23,-,0.42,-0.34
電子通路類報酬指數,170.74,+,0.19,0.11
資訊服務類報酬指數,150.88,-,0.21,-0.14
其他電子類報酬指數,89.38,-,0.36,-0.4
建材營造類報酬指數,358.22,-,1.13,-0.31
航運類報酬指數,84.27,+,0.07,0.08
觀光類報酬指數,157.39,-,0.41,-0.26
金融保險類報酬指數,1244.34,-,1.46,-0.12
貿易百貨類報酬指數,278.69,-,1.98,-0.71
油電燃氣類報酬指數,110.88,+,0.96,0.87
其他類報酬指數,307.13,+,1.66,0.54
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","97221820070","2656549460","882263"
"2.台灣存託憑證","68677007","9312768","1947"
"3.受益憑證","0","0","0"
"4.ETF","549565673","20548902","2733"
"5.受益證券","39614720","2761000","180"
"6.變更交易股票","196244845","30913984","3053"
"7.認購(售)權證","2874326910","2602312000","66763"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","97418064915","2687463444","885316"
"總計(1~12)","100950249225","5322398114","956939"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1979(41),340(13)
"下跌(跌停)",2893(21),393(2)
"持平",519,108
"未成交",3516,2
"無比價",832,2
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年06月12日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
