

2014年06月09日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10736.57,+,33.85,0.32
發行量加權股價指數,9162.74,+,28.28,0.31
臺灣50指數,6387.07,+,22.3,0.35
臺灣中型100指數,7636.42,+,2.6,0.03
臺灣資訊科技指數,7652.28,+,17.29,0.23
臺灣發達指數,7847.56,+,31.16,0.4
臺灣高股息指數,6051.12,+,30.77,0.51
臺灣就業99指數,5435.83,+,6.51,0.12
臺灣企業經營101指數,5813.4,+,11.82,0.2
臺灣低波動高股息指數,1476.47,-,0.21,-0.01
未含金融保險股指數,7783.11,+,26.18,0.34
未含電子股指數,13215.12,+,18.18,0.14
未含金融電子股指數,11618.92,+,16.54,0.14
水泥窯製類指數,603.76,+,1.33,0.22
塑膠化工類指數,844.05,+,2.58,0.31
機電類指數,2045.28,+,8.66,0.43
水泥類指數,151.6,+,0.43,0.28
食品類指數,1240.81,+,5.57,0.45
塑膠類指數,228.75,+,0.91,0.4
紡織纖維類指數,522.47,-,0.07,-0.01
電機機械類指數,176.05,-,1.06,-0.6
電器電纜類指數,40.88,+,0.17,0.42
化學生技醫療類指數,114.72,+,0.47,0.41
化學類指數,110.61,+,0.18,0.16
生技醫療類指數,84.65,+,0.61,0.73
玻璃陶瓷類指數,64.06,-,0.04,-0.06
造紙類指數,182.74,+,0.33,0.18
鋼鐵類指數,96.94,-,0.18,-0.19
橡膠類指數,400.96,-,0.68,-0.17
汽車類指數,312.72,+,1.29,0.41
電子類指數,361.68,+,1.67,0.46
半導體類指數,114.94,+,0.54,0.47
電腦及週邊設備類指數,105.2,+,0.14,0.13
光電類指數,40.18,+,0.4,1.01
通信網路類指數,118.52,+,0.51,0.43
電子零組件類指數,92.98,+,0.88,0.96
電子通路類指數,121.98,-,0.84,-0.68
資訊服務類指數,104.75,+,0.39,0.37
其他電子類指數,78.35,+,0.2,0.26
建材營造類指數,289.95,-,2.49,-0.85
航運類指數,72.86,+,0.1,0.14
觀光類指數,142.93,+,0.13,0.09
金融保險類指數,1021.29,+,1.28,0.13
貿易百貨類指數,250.19,+,1.83,0.74
油電燃氣類指數,94.93,+,0.5,0.53
其他類指數,246.95,-,0.18,-0.07
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10737.77,+,33.86,0.32
發行量加權股價報酬指數,13539.2,+,41.79,0.31
臺灣50報酬指數,9574.74,+,33.43,0.35
臺灣中型100報酬指數,10601.51,+,3.6,0.03
臺灣資訊科技報酬指數,10867.41,+,24.55,0.23
臺灣發達報酬指數,10646.24,+,42.28,0.4
臺灣高股息報酬指數,9523.48,+,48.43,0.51
臺灣就業99報酬指數,5998.46,+,7.18,0.12
臺灣企業經營101報酬指數,5990.41,+,12.18,0.2
臺灣低波動高股息報酬指數,2779.66,-,0.4,-0.01
未含金融電子股報酬指數,17316.77,+,24.64,0.14
水泥類報酬指數,191.5,+,0.53,0.28
食品類報酬指數,1396.65,+,6.27,0.45
塑膠類報酬指數,276.75,+,1.11,0.4
紡織纖維類報酬指數,620.11,-,0.08,-0.01
電機機械類報酬指數,206.1,-,1.24,-0.6
電器電纜類報酬指數,44.92,+,0.18,0.4
化學生技醫療類報酬指數,135.4,+,0.55,0.41
化學類報酬指數,132.72,+,0.21,0.16
生技醫療類報酬指數,96.05,+,0.7,0.73
玻璃陶瓷類報酬指數,67.76,-,0.03,-0.04
造紙類報酬指數,206.87,+,0.38,0.18
鋼鐵類報酬指數,115.84,-,0.21,-0.18
橡膠類報酬指數,458.45,-,0.77,-0.17
汽車類報酬指數,352.89,+,1.46,0.42
電子類報酬指數,489.28,+,2.26,0.46
半導體類報酬指數,150.03,+,0.7,0.47
電腦及週邊設備類報酬指數,144.16,+,0.2,0.14
光電類報酬指數,46.56,+,0.46,1
通信網路類報酬指數,173.79,+,0.75,0.43
電子零組件類報酬指數,123.6,+,1.16,0.95
電子通路類報酬指數,169.64,-,1.16,-0.68
資訊服務類報酬指數,151.71,+,0.57,0.38
其他電子類報酬指數,89.21,+,0.23,0.26
建材營造類報酬指數,361.56,-,3.11,-0.85
航運類報酬指數,83.96,+,0.11,0.13
觀光類報酬指數,155.98,+,0.14,0.09
金融保險類報酬指數,1235.27,+,1.55,0.13
貿易百貨類報酬指數,281.34,+,2.06,0.74
油電燃氣類報酬指數,108.95,+,0.58,0.54
其他類報酬指數,304.3,-,0.22,-0.07
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","98060779424","2601681206","811714"
"2.台灣存託憑證","77528211","10022892","1975"
"3.受益憑證","0","0","0"
"4.ETF","570196552","22690501","3392"
"5.受益證券","17653780","1191000","100"
"6.變更交易股票","378589844","52945026","4949"
