

2007年03月05日 查無資料
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2007年03月05日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0015  ","富邦  ","4000","2","36480","9.12","9.12","9.12","9.12","-","0.22","9.11","2","9.31","13","0.00"
="0050  ","台灣50","16348360","2375","883171226","54.75","55","53.05","53.45","-","1.9","53.4","40","53.45","31","0.00"
="0051  ","中100 ","1940000","566","59900990","31.84","31.84","30.2","30.59","-","1.25","30.52","18","30.59","354","0.00"
="0052  ","FB科技","738000","271","26517980","36.85","36.85","35.3","35.8","-","1.15","35.8","1","36.02","1","0.00"
="01001T","富邦R1","233000","45","3053890","13.1","13.19","12.93","13.03","-","0.16","12.93","22","13.02","1","0.00"
="01002T","國泰R1","3795000","184","41081270","10.86","10.86","10.75","10.8","-","0.07","10.79","10","10.8","25","0.00"
="01003T","新光R1","784000","90","9434240","12.1","12.1","11.95","12.06","-","0.06","11.96","25","12.06","38","0.00"
="01004T","富邦R2","199000","33","2593930","13.09","13.1","12.92","12.99","-","0.16","12.92","30","13","82","0.00"
="01005T","三鼎  ","212000","18","2103120","9.93","9.93","9.91","9.93","-","0.01","9.91","15","9.93","15","0.00"
="01007T","國泰R2","1016000","91","12078810","11.85","11.92","11.85","11.9","-","0.05","11.9","252","11.91","20","0.00"
"1101  ","台泥  ","13231020","2460","338271274","26.6","26.6","24.9","25.05","-","1.7","25","82","25.05","223","14.56"
"1102  ","亞泥  ","5924700","1161","183749200","31.3","32.6","29.85","31","-","1.05","31","149","31.2","3","10.84"
"1103  ","嘉泥  ","3025644","864","58449449","19.8","19.8","18.75","19.3","-","0.7","19.3","59","19.35","27","4.66"
"1104  ","環泥  ","1226946","246","14926752","12.35","12.35","11.9","12.05","-","0.35","12","145","12.05","21","11.37"
"1107  ","建台  ","185195","24","334338","1.82","1.82","1.79","1.79","-","0.13","--","0","1.79","446","5.42"
"1108  ","幸福  ","1009337","232","9007525","9.2","9.2","8.66","8.72","-","0.59","8.72","3","8.8","4","10.51"
"1109  ","信大  ","376000","110","4455000","12.05","12.05","11.6","11.7","-","0.4","11.7","6","11.75","1","7.45"
"1110  ","東泥  ","1009500","253","9742354","9.98","9.98","9.3","9.34","-","0.64","9.33","12","9.34","49","20.76"
"1201  ","味全  ","7676446","2254","173526168","23.4","23.4","22.25","22.25","-","1.65","--","0","22.25","4","31.34"
"1203  ","味王  ","205935","83","2885855","14.25","14.45","13.4","13.8","-","0.55","13.7","47","13.85","1","0.00"
"1210  ","大成  ","6166321","1345","134832215","22.85","22.85","21.4","21.55","-","1.45","21.5","1","21.55","38","14.18"
"1213  ","大飲  ","31486","31","435467","13.6","14.75","13.35","14.7","+","0.85","14.3","1","14.7","2","0.00"
"1215  ","卜蜂  ","3535137","543","33901690","10","10","9.44","9.44","-","0.71","9.44","271","9.5","2","17.48"
"1216  ","統一  ","15504052","4674","452538334","30","30.15","28.4","28.4","-","2.1","28.4","866","28.45","218","40"
