

2015年05月08日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11220.81,-,22.65,-0.2
發行量加權股價指數,9692,-,12.11,-0.12
臺灣50指數,7055.96,+,10.59,0.15
臺灣中型100指數,7555.88,-,19.49,-0.26
臺灣資訊科技指數,8072.24,-,16.63,-0.21
臺灣發達指數,8312.25,+,3.56,0.04
臺灣高股息指數,5951.64,-,18.45,-0.31
臺灣就業99指數,5914.79,+,1.14,0.02
臺灣高薪100指數,5365.94,+,9.54,0.18
臺灣企業經營101指數,6239,-,0.05,---
臺灣低波動高股息指數,1479.85,+,1.83,0.12
未含金融保險股指數,8070.18,-,21.87,-0.27
未含電子股指數,14307.89,+,11.82,0.08
未含金融電子股指數,12070.5,-,24.05,-0.2
水泥窯製類指數,568.59,+,0.41,0.07
塑膠化工類指數,843.73,-,0.16,-0.02
機電類指數,2109.66,-,6.97,-0.33
水泥類指數,146.47,+,0.37,0.25
食品類指數,1222.02,-,0.34,-0.03
塑膠類指數,239.02,+,0.58,0.24
紡織纖維類指數,610.64,+,1.45,0.24
電機機械類指數,164.59,-,1.21,-0.73
電器電纜類指數,37.65,-,0.11,-0.29
化學生技醫療類指數,107.04,-,0.97,-0.9
化學類指數,108.24,-,0.07,-0.06
生技醫療類指數,74.22,-,1.51,-1.99
玻璃陶瓷類指數,53.16,-,0.47,-0.88
造紙類指數,176.31,-,0.24,-0.14
鋼鐵類指數,99.37,-,0.08,-0.08
橡膠類指數,364.64,-,0.1,-0.03
汽車類指數,347.96,-,1.33,-0.38
電子類指數,374.62,-,1.18,-0.31
半導體類指數,120.12,-,0.19,-0.16
電腦及週邊設備類指數,106.8,-,0.76,-0.71
光電類指數,42,-,0.35,-0.83
通信網路類指數,118.43,-,0.26,-0.22
電子零組件類指數,90.13,-,0.95,-1.04
電子通路類指數,117.37,+,0.17,0.15
資訊服務類指數,101.53,-,1.02,-0.99
其他電子類指數,87.41,+,0.21,0.24
建材營造類指數,319.14,+,0.24,0.08
航運類指數,90.1,+,0.53,0.59
觀光類指數,127.39,+,1.29,1.02
金融保險類指數,1222.45,+,8.88,0.73
貿易百貨類指數,236.47,-,1.58,-0.66
油電燃氣類指數,102.98,-,1.04,-1
其他類指數,278.12,-,1.95,-0.7
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11559.9,-,23.34,-0.2
發行量加權股價報酬指數,14758.59,-,18.43,-0.12
臺灣50報酬指數,10867.22,+,16.33,0.15
臺灣中型100報酬指數,10816.57,-,27.9,-0.26
臺灣資訊科技報酬指數,11774.61,-,24.27,-0.21
臺灣發達報酬指數,11593.05,+,4.96,0.04
臺灣高股息報酬指數,9807.02,-,30.41,-0.31
臺灣就業99報酬指數,6716.21,+,1.3,0.02
臺灣高薪100報酬指數,5409.63,+,9.63,0.18
臺灣企業經營101報酬指數,6664.67,-,0.05,---
臺灣低波動高股息報酬指數,2905.68,+,3.59,0.12
未含金融電子股報酬指數,18555.8,-,36.97,-0.2
水泥類報酬指數,193.82,+,0.48,0.25
食品類報酬指數,1413.79,-,0.38,-0.03
塑膠類報酬指數,297.33,+,0.72,0.24
紡織纖維類報酬指數,747.84,+,1.78,0.24
電機機械類報酬指數,197.56,-,1.46,-0.73
電器電纜類報酬指數,42.14,-,0.12,-0.28
化學生技醫療類報酬指數,129.85,-,1.17,-0.89
