

2014年07月30日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10984.18,+,62.59,0.57
發行量加權股價指數,9447.02,+,55.14,0.59
臺灣50指數,6678.54,+,34.81,0.52
臺灣中型100指數,7798,+,69.39,0.9
臺灣資訊科技指數,7777.17,+,54.25,0.7
臺灣發達指數,8173.32,+,31.1,0.38
臺灣高股息指數,6022.03,+,21.54,0.36
臺灣就業99指數,5618.7,+,39.94,0.72
臺灣企業經營101指數,6015.34,+,32.13,0.54
臺灣低波動高股息指數,1503.53,+,15.35,1.03
未含金融保險股指數,7946.45,+,41.65,0.53
未含電子股指數,13899.14,+,101.79,0.74
未含金融電子股指數,12014.96,+,77.24,0.65
水泥窯製類指數,617.59,+,4.02,0.66
塑膠化工類指數,862.15,+,6.25,0.73
機電類指數,2070.81,+,9.71,0.47
水泥類指數,155.12,+,0.85,0.55
食品類指數,1350.99,+,5.64,0.42
塑膠類指數,235.41,+,1.57,0.67
紡織纖維類指數,553.83,-,1.54,-0.28
電機機械類指數,176.75,+,1.99,1.14
電器電纜類指數,42.66,+,0.13,0.31
化學生技醫療類指數,118.6,+,0.73,0.62
化學類指數,114.74,+,1.27,1.12
生技醫療類指數,87.16,-,0.01,-0.01
玻璃陶瓷類指數,65.43,+,0.73,1.13
造紙類指數,189.15,+,0.65,0.34
鋼鐵類指數,101.67,+,0.51,0.5
橡膠類指數,391.95,+,4.25,1.1
汽車類指數,347.1,+,0.31,0.09
電子類指數,366.23,+,1.64,0.45
半導體類指數,114.7,+,0.6,0.53
電腦及週邊設備類指數,110.71,+,0.86,0.78
光電類指數,41.75,+,0.52,1.26
通信網路類指數,113.63,+,0.03,0.03
電子零組件類指數,93.33,+,0.19,0.2
電子通路類指數,119.76,+,0.18,0.15
資訊服務類指數,102.39,+,0.82,0.81
其他電子類指數,83.6,-,0.1,-0.12
建材營造類指數,293.31,+,5.88,2.05
航運類指數,74.01,+,0.86,1.18
觀光類指數,145.38,+,0.9,0.62
金融保險類指數,1120.97,+,10.67,0.96
貿易百貨類指數,259.19,+,2.39,0.93
油電燃氣類指數,98.87,-,0.7,-0.7
其他類指數,250.97,+,3.41,1.38
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11199.89,+,69.49,0.62
發行量加權股價報酬指數,14233.38,+,89.64,0.63
臺灣50報酬指數,10181.49,+,53.42,0.53
臺灣中型100報酬指數,11042.11,+,100.22,0.92
臺灣資訊科技報酬指數,11253.09,+,78.5,0.7
臺灣發達報酬指數,11268.53,+,44.49,0.4
臺灣高股息報酬指數,9750.93,+,34.89,0.36
臺灣就業99報酬指數,6317.65,+,46.58,0.74
臺灣企業經營101報酬指數,6327.83,+,35.63,0.57
臺灣低波動高股息報酬指數,2914.72,+,29.76,1.03
未含金融電子股報酬指數,18274.94,+,135.23,0.75
水泥類報酬指數,201.99,+,1.1,0.55
食品類報酬指數,1528.94,+,6.38,0.42
塑膠類報酬指數,292.49,+,1.96,0.67
紡織纖維類報酬指數,666.15,-,1.85,-0.28
電機機械類報酬指數,210.29,+,2.39,1.15
電器電纜類報酬指數,47.34,+,0.14,0.3
化學生技醫療類報酬指數,142.02,+,1.03,0.73
化學類報酬指數,139.53,+,1.61,1.17
生技醫療類報酬指數,100.48,+,0.18,0.18
玻璃陶瓷類報酬指數,69.53,+,0.78,1.13
造紙類報酬指數,219.34,+,0.75,0.34
鋼鐵類報酬指數,122.5,+,0.61,0.5
橡膠類報酬指數,462.67,+,5.02,1.1
汽車類報酬指數,398.56,+,5.8,1.48
電子類報酬指數,505.17,+,2.37,0.47
半導體類報酬指數,152.93,+,0.84,0.55
電腦及週邊設備類報酬指數,153.83,+,1.21,0.79
光電類報酬指數,48.79,+,0.61,1.27
通信網路類報酬指數,173.72,+,0.05,0.03
電子零組件類報酬指數,126.81,+,0.35,0.28
電子通路類報酬指數,171.73,+,0.37,0.22
資訊服務類報酬指數,151.71,+,1.21,0.8
其他電子類報酬指數,95.54,-,0.09,-0.09
建材營造類報酬指數,373.74,+,7.56,2.06
航運類報酬指數,86.29,+,1.01,1.18
觀光類報酬指數,160.26,+,0.98,0.62
金融保險類報酬指數,1379.15,+,13.24,0.97
貿易百貨類報酬指數,295.55,+,2.73,0.93
油電燃氣類報酬指數,117.26,-,0.82,-0.69
其他類報酬指數,317.38,+,4.77,1.53
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","101985293628","2573831060","839436"
"2.台灣存託憑證","53654853","8832683","1545"
"3.受益憑證","0","0","0"
"4.ETF","1051495824","57813053","8423"
"5.受益證券","49661380","3035000","426"
"6.變更交易股票","64310931","10999325","1347"
"7.認購(售)權證","3456799810","3540534000","80374"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","102049604559","2584830385","840783"
"總計(1~12)","106661216426","6195045121","931551"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3564(19),576(15)
"下跌(跌停)",2330(35),156(3)
"持平",454,92
"未成交",3335,2
"無比價",646,20
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年07月30日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","2800462","629","189837766","67.45","67.95","67.45","67.85","+","0.4","67.85","83","67.9","901","0.00"
="0051  ","中100 ","10000","9","316280","31.66","31.66","31.6","31.66","-","0.02","31.55","2","31.7","1","0.00"
="0052  ","FB科技","1000","1","39590","39.59","39.59","39.59","39.59"," ","0","39.5","1","40.25","3","0.00"
="0053  ","寶電子","13000","10","383500","29.5","29.5","29.5","29.5","+","0.08","29.45","1","29.8","2","0.00"
="0054  ","台商50","10000","10","239420","24","24.04","23.86","23.86","-","0.24","23.95","3","24.07","3","0.00"
="0055  ","寶金融","1081000","144","16561330","15.3","15.37","15.26","15.36","+","0.11","15.36","40","15.38","71","0.00"
="0056  ","高股息","313154","98","8040085","25.62","25.72","25.62","25.64","+","0.02","25.64","2","25.66","8","0.00"
="0057  ","FB摩台","519000","14","21084530","40.55","40.68","40.54","40.54","+","0.24","40.58","50","40.62","50","0.00"
="0058  ","FB發達","25000","1","974000","38.96","38.96","38.96","38.96","+","0.39","38.1","1","39.12","5","0.00"
="0059  ","FB金融","10000","4","336240","33.62","33.65","33.61","33.65","+","0.05","33.52","1","33.78","5","0.00"
="0060  ","新台灣","2000","2","65750","33","33","32.75","32.75","-","0.25","32.81","2","33.22","4","0.00"
="0061  ","寶滬深","29553589","4566","379051852","12.9","12.92","12.75","12.76","-","0.15","12.76","25","12.77","239","0.00"
="006203","寶摩臺","34000","12","1104280","32.45","32.55","32.45","32.5","+","0.2","32.55","1","32.75","1","0.00"
="006204","豐臺灣","81970","15","3894162","47.49","47.55","47.49","47.55","+","0.23","47.55","3","47.59","2","0.00"
="006205","FB上証","11641000","1291","233409470","20.24","20.24","19.95","20.02","-","0.17","20.01","68","20.02","96","0.00"
="006206","元上證","5007248","774","95137994","19","19.1","18.92","18.92","-","0.07","18.92","159","18.93","50","0.00"
="006207","FH滬深","6616000","764","96161150","14.58","14.63","14.45","14.48","-","0.1","14.48","54","14.49","50","0.00"
="006208","FB台50","0","0","0","--","--","--","--"," ","0","38.07","1","38.85","41","0.00"
="0080  ","恒中國","200","1","70380","351.9","351.9","351.9","351.9"," ","0","351.05","1","353","3","0.00"
