

2006年05月18日 查無資料
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2006年05月18日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0015  ","富邦  ","101000","20","941030","9.32","9.32","9.31","9.32","-","0.08","9.32","12","9.36","20","0.00"
="0050  ","台灣50","8801000","932","480743450","54.65","54.8","54.45","54.65","-","0.95","54.6","253","54.65","1,008","0.00"
="01001T","富邦R1","1388000","71","15132320","10.9","10.93","10.9","10.93","+","0.03","10.93","156","10.94","140","0.00"
="01002T","國泰R1","1962000","87","20997480","10.73","10.73","10.68","10.69","-","0.04","10.69","162","10.7","18","0.00"
="01003T","新光R1","5402000","217","57127980","10.65","10.65","10.52","10.55","-","0.14","10.55","33","10.57","24","0.00"
="01004T","富邦R2","941000","65","9904050","10.54","10.54","10.52","10.52","-","0.02","10.52","26","10.53","81","0.00"
"1101  ","台泥  ","19712350","2447","497655742","24.9","25.6","24.85","25.5","+","0.15","25.4","110","25.5","418","12.2"
"1101A ","台泥特","0","0","0","--","--","--","--"," ","0","27","1,500","27.1","300","0.00"
"1102  ","亞泥  ","3926383","843","96676266","24.5","24.8","24.3","24.7","-","0.3","24.65","26","24.7","96","8.37"
"1103  ","嘉泥  ","6201554","1302","115542326","18.1","19.2","18.1","19","+","0.3","18.9","32","19","90","4.66"
"1104  ","環泥  ","1410659","277","16281023","11.5","11.65","11.4","11.55","-","0.2","11.5","221","11.55","8","10.31"
"1107  ","建台  ","428668","63","565829","1.32","1.32","1.32","1.32","+","0.08","1.32","1,970","--","0","3.38"
"1108  ","幸福  ","4190764","713","38226728","8.88","9.28","8.85","9.26","+","0.16","9.26","29","9.27","26","15.69"
"1109  ","信大  ","1539130","321","17740625","11.2","11.8","11.2","11.8","-","0.1","11.75","10","11.8","31","8.37"
"1110  ","東泥  ","1160378","236","9141791","7.7","8.14","7.7","8.09","+","0.04","8.01","16","8.09","4","17.59"
"1201  ","味全  ","9938337","1500","120153944","11.8","12.35","11.8","12.1","-","0.3","12.1","167","12.15","59","18.62"
"1203  ","味王  ","1586273","463","18531025","11.65","12.3","11.65","11.65","-","0.85","--","0","11.65","22","0.00"
"1207  ","嘉食化","982659","168","1979228","2","2.04","1.97","2.03","+","0.03","2.01","58","2.03","83","0.00"
"1210  ","大成  ","1538479","305","20487908","13.4","13.4","13.2","13.4"," ","0","13.35","5","13.4","93","8.76"
"1213  ","大飲  ","88637","49","1421892","15.8","16.4","15.8","16.4","-","0.1","16.25","5","16.4","8","410"
"1215  ","卜蜂  ","3155729","409","17275046","5.05","5.52","5.05","5.52","+","0.36","5.52","92","--","0","32.47"
"1216  ","統一  ","19552048","2940","482131112","24.5","25.1","24","24.8","-","0.25","24.8","162","24.85","2,562","30.24"
"1217  ","愛之味","791101","203","5787520","7.22","7.42","7.2","7.4","-","0.01","7.4","23","7.42","20","20.56"
"1218  ","泰山  ","826074","186","5469793","6.56","6.7","6.53","6.63","-","0.03","6.62","21","6.66","39","0.00"
"1219  ","福壽  ","954938","129","5381097","5.57","5.79","5.48","5.79","+","0.11","5.64","3","5.79","4","32.17"
"1220  ","台榮  ","502368","71","3713065","7.26","7.7","7.26","7.34","-","0.46","7.26","11","7.49","2","40.78"
"1225  ","福懋油","697018","100","3658693","5.05","5.34","5.05","5.33","-","0.02","5.33","30","5.34","34","0.00"
"1227  ","佳格  ","298053","97","4569257","15.25","15.4","15.2","15.35","+","0.1","15.35","103","15.4","13","15.99"
"1229  ","聯華  ","6070800","1328","92065062","14.7","15.5","14.7","15.4","+","0.2","15.4","114","15.45","17","11"
"1231  ","聯華食","373121","128","3754471","10.05","10.2","9.97","10","-","0.2","9.99","10","10","14","83.33"
"1232  ","大統益","91604","54","1688743","18.7","18.7","18.3","18.6","-","0.25","18.55","2","18.6","7","9.16"
"1233  ","天仁  ","85264","45","2606536","30.5","31.15","30.5","30.8","-","0.1","30.8","4","31.2","1","19.74"
"1234  ","黑松  ","16162999","2526","225686132","13","14.45","12.9","14.45","+","0.9","14.35","5","14.45","75","80.28"
"1235  ","興泰  ","31000","16","435950","14","14.2","14","14.15"," ","0","14.1","10","14.15","10","117.92"
"1236  ","宏亞  ","64356","38","1203777","18.9","18.9","18.55","18.8","-","0.05","18.7","32","18.8","1","10.22"
"1301  ","台塑  ","10268814","3014","510091078","49.95","49.95","49.55","49.6","-","0.4","49.6","259","49.65","3","10.81"
"1303  ","南亞  ","9698426","1865","445650496","46","46.1","45.85","46","-","0.3","46","1,763","46.05","152","9.96"
"1304  ","台聚  ","3306904","407","32037377","9.6","9.9","9.51","9.9","+","0.17","9.72","30","9.9","196","15.23"
"1305  ","華夏  ","1278180","307","10382984","8.1","8.2","8.03","8.17","-","0.05","8.17","48","8.18","3","0.00"
"1307  ","三芳  ","125545","68","2376938","18.5","19.9","18.05","19.9","+","1.3","19.9","18","--","0","13.45"
"1308  ","亞聚  ","1007722","181","13742945","13.5","13.75","13.45","13.6","-","0.1","13.6","9","13.65","3","11.72"
"1309  ","台達化","738713","240","5942244","8.12","8.12","8","8.05","-","0.07","8.05","9","8.09","1","61.92"
"1310  ","台苯  ","2437166","678","33957669","14.1","14.1","13.8","13.9","-","0.3","13.85","69","13.9","1","0.00"
"1311  ","福聚  ","2072117","479","41102527","19.65","20.15","19.5","20.1","+","0.35","20.05","43","20.1","5","10.41"
"1312  ","國喬  ","2455410","487","20154996","8.13","8.3","8.13","8.2","-","0.2","8.2","34","8.21","50","15.19"
"1312A ","國喬特","9000","4","88580","9.8","9.99","9.8","9.99","+","0.26","9.74","1","9.8","4","0.00"
"1313  ","聯成  ","2055208","444","22988269","11.05","11.3","11.05","11.3","-","0.15","11.25","17","11.3","366","12.84"
"1314  ","中石化","42729543","4638","363208847","8.2","8.62","8.2","8.58","+","0.02","8.57","66","8.58","294","6.92"
"1315  ","達新  ","7477845","1386","154857970","19.7","21.4","19.7","21.4","+","1.4","21.4","161","--","0","16.46"
"1316  ","上曜  ","832834","121","3304233","3.85","3.99","3.85","3.99","+","0.26","3.99","1,005","--","0","21"
"1319  ","東陽  ","4472720","1630","157287109","36.8","36.8","34.55","34.55","-","2.55","--","0","34.55","476","12.84"
"1321  ","大洋  ","3406950","997","69045746","19","20.85","19","20.3","+","0.4","20.3","2","20.4","15","8.19"
"1323  ","永裕  ","117000","41","933890","8","8.03","7.93","8.03","-","0.17","7.98","5","8.03","7","66.92"
"1324  ","地球  ","64033","22","488241","7.5","7.8","7.5","7.72","+","0.02","7.72","1","7.78","2","36.76"
"1325  ","恆大  ","887303","327","9640642","10.65","11.05","10.6","10.7","+","0.1","10.7","6","10.8","11","24.32"
"1326  ","台化  ","7911788","2153","398175628","50.5","50.5","50.2","50.3","-","0.2","50.3","167","50.4","7","9.28"
"1402  ","遠東新","37661786","5786","992225414","25.2","27.1","25","27.1","+","1.75","27.1","2,362","--","0","13.42"
"1408  ","中紡  ","1016000","54","213360","0.21","0.21","0.21","0.21","-","0.01","--","0","0.21","10,435","0.00"
"1409  ","新纖  ","17660144","1726","121986442","6.84","7","6.8","6.99","-","0.14","6.99","850","7","116","49.93"
"1410  ","南染  ","1153898","172","8822788","7.49","8","7.49","8","-","0.05","7.81","10","8","40","0.00"
"1413  ","宏洲  ","2592873","238","6696671","2.55","2.79","2.5","2.75","+","0.11","2.75","53","2.76","29","0.00"
"1414  ","東和  ","2687706","337","14634386","5.2","5.7","5.2","5.67","+","0.12","5.6","45","5.67","5","0.00"
"1416  ","廣豐  ","12083567","1553","62559916","4.9","5.41","4.9","5.34","+","0.13","5.33","10","5.34","167","0.00"
"1417  ","嘉裕  ","2732453","486","17817548","6.4","6.68","6.35","6.67","+","0.01","6.58","10","6.67","5","0.00"
"1418  ","東華  ","1503000","193","6029840","4.01","4.19","3.91","4.07","-","0.13","4.04","10","4.1","2","0.00"
"1419  ","新紡  ","10402791","2190","242739050","22.7","24.7","22","24.15","+","0.75","24.1","15","24.15","50","36.59"
"1423  ","利華  ","1022001","152","5126215","4.9","5.24","4.83","5.08","-","0.09","5.03","21","5.08","1","33.87"
"1432  ","大魯閣","15172","12","57194","3.77","3.77","3.77","3.77","+","0.24","3.77","460","--","0","0.00"
"1434  ","福懋  ","4494954","1074","77030447","17.2","17.2","17.05","17.2","-","0.2","17.2","156","17.25","172","11.17"
"1435  ","中福  ","533997","110","6092914","11","11.6","11","11.6","+","0.55","11.5","1","11.6","236","105.45"
"1436  ","華友聯","181646","38","1634579","8.96","9.09","8.95","9","-","0.18","9.03","4","9.1","15","0.00"
"1437  ","勤益控","9599678","1831","213341065","21.2","23","21.05","22.6","+","0.9","22.6","28","22.65","39","0.00"
"1438  ","裕豐  ","1000","1","490","0.49","0.49","0.49","0.49","X","0","0.55","10","--","0","0.00"
"1439  ","中和  ","1342610","303","17399427","12.5","13.2","12.5","12.85","-","0.15","12.85","12","13","12","428.33"
"1440  ","南紡  ","5277575","815","40145710","7.5","7.75","7.4","7.7","+","0.14","7.7","11","7.71","5","385"
"1441  ","大東  ","2681640","222","9084595","3.2","3.59","3.2","3.5","+","0.09","3.5","18","3.58","34","0.00"
"1442  ","名軒  ","276078","64","2998579","10.6","11.2","10.6","10.75","-","0.15","10.75","49","10.9","1","29.05"
"1443  ","立益  ","387498","57","1455524","3.75","3.8","3.68","3.79","-","0.08","3.73","4","3.79","20","0.00"
"1444  ","力麗  ","8995128","1024","37273631","4.01","4.27","3.91","4.2","+","0.05","4.2","178","4.21","11","0.00"
"1445  ","大宇  ","120803","27","508451","4.2","4.25","4.16","4.2","-","0.12","4.2","10","4.23","3","0.00"
"1446  ","宏和  ","478205","85","1794526","3.76","3.85","3.59","3.85","+","0.04","3.85","1","3.9","2","0.00"
"1447  ","力鵬  ","3783997","600","25201627","6.58","6.79","6.41","6.76","+","0.16","6.75","10","6.76","14","225.33"
"1449  ","佳和  ","6077560","639","24078956","4","4.2","3.91","3.91","-","0.29","--","0","3.91","485","0.00"
"1451  ","年興  ","1715669","527","32210474","18.95","18.95","18.7","18.75","-","0.2","18.75","67","18.8","6","7.78"
"1452  ","宏益  ","64251","27","363334","5.6","5.74","5.55","5.69","-","0.07","5.63","1","5.7","2","0.00"
"1453  ","大將  ","113278","17","210325","1.81","1.89","1.81","1.81","-","0.01","1.81","35","1.89","20","0.00"
"1454  ","台富  ","183532","41","921917","4.95","5.05","4.91","5"," ","0","4.96","60","5","84","0.00"
"1455  ","集盛  ","724049","128","4745425","6.51","6.65","6.41","6.55"," ","0","6.55","80","6.58","31","0.00"
"1456  ","怡華  ","421690","90","1227966","2.97","3.06","2.85","2.85","-","0.21","--","0","2.85","43","0.00"
"1457  ","宜進  ","1134634","154","3766076","3.37","3.37","3.27","3.3","-","0.08","3.29","35","3.3","4","0.00"
"1459  ","聯發  ","200805","64","1136355","5.55","5.76","5.55","5.65","-","0.05","5.65","1","5.69","4","0.00"
"1460  ","宏遠  ","1435305","165","9114267","6.3","6.4","6.3","6.4"," ","0","6.37","11","6.4","7","0.00"
"1463  ","強盛  ","267634","69","1293972","4.76","4.97","4.61","4.96","+","0.03","4.94","5","4.96","11","248"
"1464  ","得力  ","150000","38","815540","5.41","5.5","5.38","5.44"," ","0","5.41","3","5.45","7","0.00"
"1465  ","偉全  ","121906","43","1202647","9.7","10","9.7","10"," ","0","9.81","2","10","38","7.94"
"1466  ","聚隆  ","221922","59","992902","4.41","4.66","4.41","4.66","-","0.06","4.5","1","4.66","2","6.96"
"1467  ","南緯  ","425048","126","5026561","11.85","11.9","11.75","11.8","-","0.1","11.75","80","11.8","4","9.08"
"1468  ","昶和  ","118012","30","1626265","13.7","13.95","13.6","13.85","+","0.05","13.8","4","13.85","3","153.89"
"1469  ","理隆  ","3000","3","28850","9.55","9.75","9.55","9.75","X","0","9.56","2","9.7","2","0.00"
"1470  ","大統染","19000","6","87320","4.6","4.6","4.58","4.58","-","0.33","4.57","5","4.78","3","458"
"1471  ","首利  ","1374405","543","46734789","33.8","34.4","33.5","33.8","-","0.4","33.8","24","33.85","2","17.16"
"1472  ","三洋紡","138000","35","673270","4.8","4.98","4.8","4.98","+","0.06","4.84","3","4.98","12","0.00"
"1473  ","台南  ","371004","134","15738266","43","43","42.1","42.1","-","0.9","42.1","15","42.5","45","8.92"
"1474  ","弘裕  ","419742","118","3752784","9.01","9.05","8.7","8.7","-","0.42","8.7","6","9","1","9.06"
"1475  ","本盟  ","6000","5","147400","24.8","25.45","23.45","25.45","+","0.45","23.65","1","25.4","2","0.00"
