

2006年02月08日 查無資料
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2006年02月08日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0015  ","富邦  ","82000","24","708610","8.71","8.71","8.6","8.68","-","0.06","8.6","9","8.68","3","0.00"
="0050  ","台灣50","1847000","243","96927250","52.6","52.9","52.15","52.3","-","0.7","52.3","62","52.35","200","0.00"
="01001T","富邦R1","255000","15","2652600","10.4","10.45","10.4","10.4"," ","0","10.4","17,109","10.45","2,922","0.00"
="01002T","國泰R1","1805000","92","18400200","10.2","10.2","10.15","10.2"," ","0","10.15","20,014","10.2","3,702","0.00"
="01003T","新光R1","803000","47","8141850","10.15","10.15","10.1","10.15"," ","0","10.1","105,743","10.15","8,150","0.00"
"1101  ","台泥  ","19905014","1295","489633944","24.65","24.9","24.45","24.5","-","0.2","24.5","496","24.55","1,041","11.72"
"1101A ","台泥特","0","0","0","--","--","--","--"," ","0","26.7","775","27.1","177","0.00"
"1102  ","亞泥  ","5001463","1116","105142608","21.3","21.3","20.7","21","-","0.3","21","177","21.05","151","8.37"
"1103  ","嘉泥  ","269759","68","3466987","12.85","12.9","12.8","12.8","-","0.05","12.8","22","12.85","4","0.00"
"1104  ","環泥  ","564262","123","5842243","10.4","10.4","10.3","10.35","-","0.05","10.35","36","10.4","43","9.76"
"1107  ","建台  ","126000","18","54380","0.42","0.44","0.42","0.43"," ","0","0.43","90","0.44","80","0.00"
"1108  ","幸福  ","422445","107","3079864","7.31","7.31","7.25","7.3","-","0.01","7.3","24","7.31","40","0.00"
"1109  ","信大  ","56165","24","512345","9.1","9.15","9.1","9.11","-","0.01","9.11","4","9.18","21","19.38"
"1110  ","東泥  ","2530323","262","16483900","6.47","6.59","6.4","6.55","+","0.08","6.47","35","6.55","9","24.26"
"1201  ","味全  ","1059237","202","9806201","9.25","9.31","9.2","9.2","-","0.1","9.2","22","9.27","34","0.00"
"1203  ","味王  ","416471","105","4674774","11.15","11.3","11.15","11.25","+","0.15","11.25","33","11.3","78","0.00"
"1207  ","嘉食化","329314","83","726910","2.22","2.23","2.18","2.21"," ","0","2.19","72","2.21","47","0.00"
"1210  ","大成  ","718772","171","8332071","11.4","11.7","11.4","11.6","-","0.2","11.6","7","11.65","50","6.95"
"1213  ","大飲  ","11838","8","96289","8.15","8.17","8.15","8.17","+","0.06","8.2","11","8.3","3","408.5"
"1215  ","卜蜂  ","173493","39","764888","4.4","4.45","4.38","4.44","+","0.05","4.41","10","4.43","22","0.00"
"1216  ","統一  ","9032891","1678","170977573","18.9","19.1","18.65","18.8"," ","0","18.75","44","18.8","8","18.43"
"1217  ","愛之味","271866","75","1861791","6.91","6.91","6.83","6.83","-","0.08","6.83","18","6.86","115","27.32"
"1218  ","泰山  ","645429","149","3840458","5.95","6","5.92","5.99","+","0.03","5.98","1","5.99","19","0.00"
"1219  ","福壽  ","146670","39","735832","5","5.08","4.95","5"," ","0","4.97","9","5","17","38.46"
"1220  ","台榮  ","104276","32","657712","6.2","6.37","6.2","6.3","+","0.1","6.3","7","6.34","4","0.00"
"1225  ","福懋油","2609121","242","11013997","4.3","4.3","4.18","4.18","-","0.09","4.17","43","4.18","22","16.72"
"1227  ","佳格  ","127008","51","1768308","14.05","14.05","13.85","13.9","-","0.1","13.85","40","13.9","63","8.13"
"1229  ","聯華  ","890484","207","11293693","12.85","12.85","12.55","12.7","-","0.2","12.65","20","12.7","4","18.68"
"1231  ","聯華食","72135","25","685856","9.6","9.6","9.48","9.48","-","0.04","9.5","2","9.53","1","12.99"
"1232  ","大統益","22000","9","373600","16.35","17.05","16.35","17.05"," ","0","16.75","3","17","33","8.36"
"1233  ","天仁  ","11839","9","281999","24.2","24.2","23.8","23.8"," ","0","23.8","4","23.95","1","13.84"
"1234  ","黑松  ","272365","33","2490605","9.17","9.2","9.06","9.06","-","0.12","9.05","14","9.06","10","90.6"
"1235  ","興泰  ","17296","8","237224","13.6","13.8","13.5","13.8","+","0.1","13.7","10","13.8","1","10.78"
"1236  ","宏亞  ","169134","46","3048035","18.1","18.1","17.9","18","-","0.05","18","20","18.1","5","8.96"
"1301  ","台塑  ","9449677","2730","496451520","53.2","53.2","52.2","52.3","-","0.9","52.3","166","52.4","20","7.12"
"1303  ","南亞  ","7718022","2151","366748768","48.05","48.05","47.25","47.3","-","0.75","47.3","33","47.35","151","7.58"
"1304  ","台聚  ","2758831","566","26807637","9.8","9.82","9.62","9.65","-","0.07","9.64","11","9.65","18","8.77"
