

2015年02月25日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11219.42,+,77.63,0.7
發行量加權股價指數,9699.54,+,70.17,0.73
臺灣50指數,7110.47,+,65.48,0.93
臺灣中型100指數,7669.41,+,38.23,0.5
臺灣資訊科技指數,8692.7,+,132.13,1.54
臺灣發達指數,8220.45,+,31.69,0.39
臺灣高股息指數,6050.32,+,24.58,0.41
臺灣就業99指數,5799.35,+,39.34,0.68
臺灣高薪100指數,5279.49,+,32.92,0.63
臺灣企業經營101指數,6186.64,+,40.3,0.66
臺灣低波動高股息指數,1465.78,+,0.61,0.04
未含金融保險股指數,8195.58,+,64.61,0.79
未含電子股指數,13694.82,+,39.17,0.29
未含金融電子股指數,11777.26,+,32.76,0.28
水泥窯製類指數,574.41,-,0.36,-0.06
塑膠化工類指數,820.48,+,0.86,0.1
機電類指數,2192.81,+,23.78,1.1
水泥類指數,145.85,-,0.07,-0.05
食品類指數,1265.48,+,2.61,0.21
塑膠類指數,228.09,+,0.28,0.12
紡織纖維類指數,561.07,+,9.17,1.66
電機機械類指數,163.78,+,1.24,0.76
電器電纜類指數,37.52,+,0.31,0.83
化學生技醫療類指數,103.89,+,0.45,0.44
化學類指數,101.98,+,0.59,0.58
生技醫療類指數,74.93,+,0.18,0.24
玻璃陶瓷類指數,57.82,-,0.06,-0.1
造紙類指數,166.98,-,0.41,-0.24
鋼鐵類指數,101.29,-,0.71,-0.7
橡膠類指數,384.19,-,1.29,-0.33
汽車類指數,337.04,+,0.89,0.26
電子類指數,390.04,+,4.28,1.11
半導體類指數,131.11,+,2.39,1.86
電腦及週邊設備類指數,108.06,+,0.7,0.65
光電類指數,42.42,-,0.15,-0.35
通信網路類指數,122.9,+,0.19,0.15
電子零組件類指數,95.49,+,1.79,1.91
電子通路類指數,119.56,-,0.03,-0.03
資訊服務類指數,101.46,+,0.24,0.24
其他電子類指數,80.97,+,0.34,0.42
建材營造類指數,291.37,+,1.95,0.67
航運類指數,94.19,+,1.13,1.21
觀光類指數,121.95,-,0.18,-0.15
金融保險類指數,1118.36,+,3.41,0.31
貿易百貨類指數,251.93,+,2.01,0.8
油電燃氣類指數,91.11,-,0.31,-0.34
其他類指數,270.63,+,0.14,0.05
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11558.13,+,79.98,0.7
發行量加權股價報酬指數,14769.74,+,106.85,0.73
臺灣50報酬指數,10951.16,+,100.84,0.93
臺灣中型100報酬指數,10977.46,+,54.71,0.5
臺灣資訊科技報酬指數,12679.66,+,192.74,1.54
臺灣發達報酬指數,11464.25,+,44.19,0.39
臺灣高股息報酬指數,9969.64,+,40.51,0.41
臺灣就業99報酬指數,6583.23,+,44.66,0.68
臺灣高薪100報酬指數,5322.47,+,33.18,0.63
臺灣企業經營101報酬指數,6608.73,+,43.05,0.66
臺灣低波動高股息報酬指數,2878.04,+,1.19,0.04
未含金融電子股報酬指數,18103.82,+,50.36,0.28
水泥類報酬指數,193,-,0.1,-0.05
食品類報酬指數,1464.07,+,3.03,0.21
塑膠類報酬指數,283.73,+,0.34,0.12
紡織纖維類報酬指數,687.14,+,11.24,1.66
電機機械類報酬指數,196.59,+,1.49,0.76
電器電纜類報酬指數,41.99,+,0.34,0.82
化學生技醫療類報酬指數,126.02,+,0.54,0.43
化學類報酬指數,126.31,+,0.73,0.58
生技醫療類報酬指數,86.89,+,0.2,0.23
玻璃陶瓷類報酬指數,61.63,-,0.07,-0.11
造紙類報酬指數,193.63,-,0.48,-0.25
鋼鐵類報酬指數,125.05,-,0.88,-0.7
橡膠類報酬指數,455.39,-,1.52,-0.33
汽車類報酬指數,392.32,+,1.04,0.27
電子類報酬指數,543.54,+,5.96,1.11
半導體類報酬指數,175.52,+,3.2,1.86
電腦及週邊設備類報酬指數,154.85,+,1.01,0.66
光電類報酬指數,50.08,-,0.17,-0.34
通信網路類報酬指數,188.22,+,0.3,0.16
電子零組件類報酬指數,130.82,+,2.46,1.92
電子通路類報酬指數,175.17,-,0.05,-0.03
資訊服務類報酬指數,153.22,+,0.37,0.24
其他電子類報酬指數,93.95,+,0.4,0.43
建材營造類報酬指數,377.99,+,2.53,0.67
航運類報酬指數,110.65,+,1.33,1.22
觀光類報酬指數,134.74,-,0.2,-0.15
金融保險類報酬指數,1393,+,4.24,0.31
貿易百貨類報酬指數,293.3,+,2.33,0.8
油電燃氣類報酬指數,108.1,-,0.37,-0.34
其他類報酬指數,345.91,+,0.18,0.05
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","89861647281","2233757073","779002"
"2.台灣存託憑證","199185729","36028245","5582"
"3.受益憑證","0","0","0"
"4.ETF","4492230944","128976743","20455"
"5.受益證券","105604523","5924700","248"
"6.變更交易股票","90478850","9124924","1597"
"7.認購(售)權證","2445411260","2340425000","61277"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","89952126131","2242881997","780599"
"總計(1~12)","97194558587","4754236685","868161"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3064(13),456(11)
"下跌(跌停)",2658(33),277(1)
"持平",507,116
"未成交",3876,4
"無比價",1255,1
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年02月25日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","23253921","2983","1644414580","70.7","70.9","70.55","70.8","+","0.55","70.75","1,469","70.8","123","0.00"
="0051  ","中100 ","121001","73","3766860","32.52","32.52","30.55","30.55","+","0.15","30.53","1","30.65","1","0.00"
="0052  ","FB科技","23438","13","1043653","44.16","44.7","44.16","44.7","+","0.75","44.54","26","44.84","10","0.00"
="0053  ","寶電子","182200","73","5557439","30.25","30.65","30.25","30.64","+","0.42","29.83","1","30.6","5","0.00"
="0054  ","台商50","67001","16","1605024","23.8","24","23.8","23.89","+","0.09","23.7","1","23.89","1","0.00"
="0055  ","寶金融","782101","155","11760085","15.03","15.09","14.96","14.96","-","0.02","14.96","109","15","2","0.00"
="0056  ","高股息","1247070","495","31366239","25.06","25.25","25.06","25.16","+","0.1","25.15","4","25.16","7","0.00"
="0057  ","FB摩台","270000","69","11657050","43.19","43.3","43.07","43.14","+","0.16","43.18","50","43.21","58","0.00"
="0058  ","FB發達","4000","4","158140","39.49","39.56","39.49","39.56","+","0.26","39.44","25","39.64","10","0.00"
="0059  ","FB金融","42000","7","1424360","33.85","33.94","33.81","33.94","+","0.14","33.88","36","34","2","0.00"
="0060  ","新台灣","4001","5","131192","32.77","32.93","32.66","32.66","+","0.05","32.41","3","32.97","1","0.00"
="0061  ","寶滬深","21140978","2907","370457209","17.6","17.67","17.37","17.45","-","0.12","17.45","168","17.46","138","0.00"
="006203","寶摩臺","50000","20","1687170","33.65","33.84","33.65","33.8","+","0.18","33.8","2","34.3","1","0.00"
="006204","豐臺灣","16500","8","794699","48.24","48.24","48.11","48.24","+","0.24","48.24","14","48.3","1","0.00"
="006205","FB上証","17288484","2277","537367720","31.59","31.6","30.81","30.95","-","0.55","30.95","87","30.96","50","0.00"
="006206","元上證","10762046","2152","316491365","29.81","29.92","29.14","29.15","-","0.61","29.15","361","29.18","25","0.00"
="006207","FH滬深","8406034","1237","191051981","23.14","23.14","22.5","22.62","-","0.38","22.62","37","22.65","54","0.00"
="006208","FB台50","14000","4","559820","39.91","40","39.91","40","+","0.15","39.96","32","40","1","0.00"
="00631L","T50正2","1503318","263","35137613","23.33","23.5","23.28","23.43","+","0.27","23.43","29","23.44","9","0.00"
="00632R","T50反1","8133100","1257","148815510","18.31","18.34","18.28","18.28","-","0.11","18.28","245","18.29","692","0.00"
="00633L","上証2X","28411000","5635","1076918610","38.74","38.81","37.21","37.45","-","1.21","37.45","137","37.47","1","0.00"
="00634R","上証反","7197000","619","94665150","12.91","13.29","12.91","13.2","+","0.2","13.17","155","13.2","666","0.00"
="0080  ","恒中國","600","2","263020","438.55","438.55","438","438","-","0.55","437.05","1","439","1","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","845.1","1","899","5","0.00"
="008201","上證50","56950","181","5136455","91.7","91.7","89.6","89.95","-","1.15","89.9","24","89.95","23","0.00"
="01001T","富邦R1","56000","13","915370","16.35","16.36","16.34","16.36","+","0.07","16.36","20","16.4","12","0.00"
="01002T","國泰R1","1030700","111","18582473","18.05","18.2","18","18.03"," ","0","18","128","18.03","53","0.00"
="01003T","新光R1","156000","25","2034900","13.05","13.05","13.04","13.04","-","0.01","13.04","47","13.05","5","0.00"
="01004T","富邦R2","17000","4","222170","13.07","13.07","13.06","13.06","-","0.01","13.03","3","13.07","15","0.00"
="01007T","國泰R2","1619000","24","25567690","15.8","15.85","15.78","15.85","-","0.05","15.8","5","15.85","99","0.00"
="01008T","駿馬R1","3046000","71","58281920","18.82","18.85","18.82","18.84","+","0.02","18.83","450","18.84","29","0.00"
"1101  ","台泥  ","7138982","3968","306343549","42.95","43.2","42.6","42.75","-","0.1","42.75","80","42.85","109","14.79"
"1102  ","亞泥  ","6634841","2581","258900352","39.1","39.15","38.95","39.1","+","0.1","39.05","7","39.1","261","14.22"
"1103  ","嘉泥  ","186981","91","2550319","13.65","13.7","13.6","13.65","-","0.05","13.6","244","13.7","485","7.42"
"1104  ","環泥  ","119680","79","3189946","26.6","26.75","26.6","26.65","+","0.05","26.65","13","26.7","6","11.69"
"1108  ","幸福  ","178500","81","1816649","10.1","10.25","10.1","10.15"," ","0","10.15","18","10.2","20","13.01"
"1109  ","信大  ","86001","28","1182863","13.75","13.8","13.65","13.75","-","0.05","13.75","3","13.8","24","15.28"
"1110  ","東泥  ","19650","19","326859","16.6","16.85","16.55","16.55","-","0.2","16.5","3","16.7","5","75.23"
"1201  ","味全  ","759575","317","19228637","25.3","25.45","25.2","25.3"," ","0","25.25","127","25.3","9","30.85"
"1203  ","味王  ","82791","48","1945726","23.5","23.65","23.5","23.65","+","0.1","23.65","1","23.7","3","28.15"
"1210  ","大成  ","1251617","666","34607152","27.7","27.7","27.5","27.65","+","0.15","27.6","165","27.65","3","8.04"
