

2005年10月14日 查無資料
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2005年10月14日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0015  ","富邦  ","34000","11","258320","7.63","7.63","7.59","7.6","-","0.03","7.57","10","7.68","3","0.00"
="0050  ","台灣50","2597000","370","120477230","46.49","46.53","46.28","46.4"," ","0","46.4","4","46.42","4","0.00"
="01001T","富邦R1","1474000","54","15182700","10.3","10.35","10.3","10.3"," ","0","10.3","6,140","10.35","3,362","0.00"
="01002T","國泰R1","4817000","269","48417200","10.05","10.1","10.05","10.05"," ","0","10.05","77,973","10.1","65,347","0.00"
"1101  ","台泥  ","9741346","1428","206590644","21.1","21.3","21.1","21.25","+","0.15","21.2","3","21.25","240","10.63"
"1101A ","台泥特","710000","40","18107500","26","26","25.4","25.8","-","0.2","25.5","2","25.85","2","0.00"
"1102  ","亞泥  ","2419098","751","44106645","18.2","18.3","18.1","18.25","+","0.05","18.25","83","18.3","14","7.3"
"1103  ","嘉泥  ","148570","72","2071345","13.95","14","13.9","13.95"," ","0","13.95","46","14","47","0.00"
"1104  ","環泥  ","411131","127","4295838","10.4","10.55","10.4","10.4"," ","0","10.4","116","10.45","18","9.2"
"1107  ","建台  ","154908","24","92165","0.57","0.6","0.57","0.6","+","0.01","0.59","10","0.6","28","4.29"
"1108  ","幸福  ","721000","161","5208000","7.15","7.29","7.15","7.28","+","0.16","7.22","11","7.28","10","0.00"
"1109  ","信大  ","63000","15","559610","8.9","8.9","8.83","8.88"," ","0","8.85","4","8.88","10","24.67"
"1110  ","東泥  ","209993","84","1242018","5.92","5.95","5.86","5.95","+","0.04","5.88","11","5.95","39","23.8"
"1201  ","味全  ","1149240","221","10366880","9.01","9.1","9","9.07","+","0.06","9.06","15","9.07","39","0.00"
"1203  ","味王  ","542001","86","5156019","9.49","9.56","9.45","9.46","-","0.03","9.46","1","9.49","15","0.00"
"1207  ","嘉食化","392000","63","831340","2.09","2.15","2.07","2.15","+","0.06","2.12","2","2.15","8","0.00"
"1210  ","大成  ","314656","76","3433896","10.9","11","10.85","10.85","-","0.05","10.85","86","10.9","36","10.05"
"1213  ","大飲  ","1002","3","9306","9.29","9.29","9.29","9.29","+","0.29","8.73","1","9.29","1","154.83"
"1215  ","卜蜂  ","373029","79","1772897","4.7","4.8","4.7","4.8","+","0.02","4.73","6","4.81","14","0.00"
"1216  ","統一  ","2998732","1232","39988448","13.4","13.4","13.25","13.3","-","0.2","13.3","177","13.35","1","18.22"
"1217  ","愛之味","250411","97","1637162","6.6","6.6","6.45","6.5","+","0.09","6.5","2","6.51","6","27.08"
"1218  ","泰山  ","234657","100","1315620","5.58","5.63","5.58","5.6"," ","0","5.6","7","5.61","11","0.00"
"1219  ","福壽  ","144305","36","713056","4.9","4.99","4.9","4.98","+","0.03","4.95","40","4.98","5","0.00"
"1220  ","台榮  ","352000","11","2075610","5.9","5.95","5.83","5.83","-","0.02","5.83","23","5.94","2","0.00"
