

2014年05月22日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10481.02,+,126.32,1.22
發行量加權股價指數,8969.63,+,107.21,1.21
臺灣50指數,6269.06,+,86.94,1.41
臺灣中型100指數,7484.4,+,53.9,0.73
臺灣資訊科技指數,7480.8,+,114.57,1.56
臺灣發達指數,7749.76,+,88.47,1.15
臺灣高股息指數,5861.79,+,61.8,1.07
臺灣就業99指數,5301.77,+,64.2,1.23
臺灣企業經營101指數,5735.21,+,64.34,1.13
臺灣低波動高股息指數,1452.66,+,14.73,1.02
未含金融保險股指數,7627.69,+,95.14,1.26
未含電子股指數,13027.01,+,101.22,0.78
未含金融電子股指數,11516.94,+,86.37,0.76
水泥窯製類指數,591.08,+,1.18,0.2
塑膠化工類指數,839.95,+,7.63,0.92
機電類指數,1989.19,+,30.6,1.56
水泥類指數,147.48,+,0.19,0.13
食品類指數,1220.24,+,11.74,0.97
塑膠類指數,227.17,+,2.36,1.05
紡織纖維類指數,505.01,+,0.96,0.19
電機機械類指數,169.27,+,1.49,0.89
電器電纜類指數,40.59,-,0.03,-0.07
化學生技醫療類指數,113.79,+,0.85,0.75
化學類指數,110.78,+,0.81,0.74
生技醫療類指數,82.91,+,0.63,0.77
玻璃陶瓷類指數,64.53,+,0.33,0.51
造紙類指數,180.49,+,1,0.56
鋼鐵類指數,97.9,+,0.62,0.64
橡膠類指數,403.7,+,2.51,0.63
汽車類指數,307.44,+,2.29,0.75
電子類指數,351.86,+,5.54,1.6
半導體類指數,111.12,+,2.01,1.84
電腦及週邊設備類指數,100.95,+,1.09,1.09
光電類指數,38.4,+,0.45,1.19
通信網路類指數,120.48,+,1.44,1.21
電子零組件類指數,90.11,+,1.54,1.74
電子通路類指數,116.93,+,0.78,0.67
資訊服務類指數,97.82,+,0.98,1.01
其他電子類指數,76.89,+,1.54,2.04
建材營造類指數,294.9,+,1.98,0.68
航運類指數,73.69,+,0.45,0.61
觀光類指數,140.44,+,0.4,0.29
金融保險類指數,992.31,+,8.42,0.86
貿易百貨類指數,245.77,+,2.11,0.87
油電燃氣類指數,94.9,+,0.83,0.88
其他類指數,243.86,+,2.13,0.88
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10481.89,+,126.33,1.22
發行量加權股價報酬指數,13253.58,+,158.43,1.21
臺灣50報酬指數,9397.83,+,130.32,1.41
臺灣中型100報酬指數,10390.47,+,74.83,0.73
臺灣資訊科技報酬指數,10623.88,+,162.71,1.56
臺灣發達報酬指數,10513.55,+,120.02,1.15
