

2014年06月06日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10702.72,-,5.17,-0.05
發行量加權股價指數,9134.46,-,6.26,-0.07
臺灣50指數,6364.77,-,2.05,-0.03
臺灣中型100指數,7633.82,-,9.58,-0.13
臺灣資訊科技指數,7634.99,-,26.48,-0.35
臺灣發達指數,7816.4,+,14.1,0.18
臺灣高股息指數,6020.35,-,13.77,-0.23
臺灣就業99指數,5429.32,+,0.5,0.01
臺灣企業經營101指數,5801.58,-,1.73,-0.03
臺灣低波動高股息指數,1476.68,-,0.78,-0.05
未含金融保險股指數,7756.93,-,6.8,-0.09
未含電子股指數,13196.94,+,0.46,--
未含金融電子股指數,11602.38,-,2.03,-0.02
水泥窯製類指數,602.43,+,7.79,1.31
塑膠化工類指數,841.47,-,1.5,-0.18
機電類指數,2036.62,-,2.34,-0.11
水泥類指數,151.17,+,2.21,1.48
食品類指數,1235.24,+,1.59,0.13
塑膠類指數,227.84,-,1.1,-0.48
紡織纖維類指數,522.54,-,0.72,-0.14
電機機械類指數,177.11,+,0.59,0.33
電器電纜類指數,40.71,+,0.03,0.07
化學生技醫療類指數,114.25,+,0.12,0.11
化學類指數,110.43,+,0.5,0.45
生技醫療類指數,84.04,-,0.28,-0.33
玻璃陶瓷類指數,64.1,+,0.33,0.52
造紙類指數,182.41,+,0.61,0.34
鋼鐵類指數,97.12,+,0.32,0.33
橡膠類指數,401.64,+,2.48,0.62
汽車類指數,311.43,+,0.43,0.14
電子類指數,360.01,-,0.48,-0.13
半導體類指數,114.4,-,0.86,-0.75
電腦及週邊設備類指數,105.06,+,0.31,0.3
光電類指數,39.78,+,0.53,1.35
通信網路類指數,118.01,-,0.04,-0.03
電子零組件類指數,92.1,+,0.08,0.09
電子通路類指數,122.82,+,0.14,0.11
資訊服務類指數,104.36,-,0.59,-0.56
其他電子類指數,78.15,+,0.15,0.19
建材營造類指數,292.44,-,1.59,-0.54
航運類指數,72.76,+,0.11,0.15
觀光類指數,142.8,-,0.1,-0.07
金融保險類指數,1020.01,+,0.59,0.06
貿易百貨類指數,248.36,+,1.05,0.42
油電燃氣類指數,94.43,-,0.84,-0.88
其他類指數,247.13,+,0.03,0.01
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10703.91,-,5.17,-0.05
發行量加權股價報酬指數,13497.41,-,9.26,-0.07
臺灣50報酬指數,9541.31,-,3.07,-0.03
臺灣中型100報酬指數,10597.91,-,13.29,-0.13
臺灣資訊科技報酬指數,10842.86,-,37.6,-0.35
臺灣發達報酬指數,10603.96,+,19.13,0.18
臺灣高股息報酬指數,9475.05,-,21.68,-0.23
臺灣就業99報酬指數,5991.28,+,0.55,0.01
臺灣企業經營101報酬指數,5978.23,-,1.78,-0.03
臺灣低波動高股息報酬指數,2780.06,-,1.47,-0.05
未含金融電子股報酬指數,17292.13,-,3.02,-0.02
水泥類報酬指數,190.97,+,2.8,1.49
食品類報酬指數,1390.38,+,1.79,0.13
塑膠類報酬指數,275.64,-,1.33,-0.48
紡織纖維類報酬指數,620.19,-,0.86,-0.14
電機機械類報酬指數,207.34,+,0.69,0.33
電器電纜類報酬指數,44.74,+,0.03,0.07
化學生技醫療類報酬指數,134.85,+,0.15,0.11
化學類報酬指數,132.51,+,0.6,0.45
生技醫療類報酬指數,95.35,-,0.33,-0.34
玻璃陶瓷類報酬指數,67.79,+,0.35,0.52
造紙類報酬指數,206.49,+,0.68,0.33
鋼鐵類報酬指數,116.05,+,0.38,0.33
橡膠類報酬指數,459.22,+,2.84,0.62
汽車類報酬指數,351.43,+,0.48,0.14
電子類報酬指數,487.02,-,0.65,-0.13
半導體類報酬指數,149.33,-,1.12,-0.74
電腦及週邊設備類報酬指數,143.96,+,0.42,0.29
光電類報酬指數,46.1,+,0.62,1.36
通信網路類報酬指數,173.04,-,0.07,-0.04
電子零組件類報酬指數,122.44,+,0.11,0.09
電子通路類報酬指數,170.8,+,0.2,0.12
資訊服務類報酬指數,151.14,-,0.87,-0.57
其他電子類報酬指數,88.98,+,0.18,0.2
建材營造類報酬指數,364.67,-,1.97,-0.54
航運類報酬指數,83.85,+,0.14,0.17
觀光類報酬指數,155.84,-,0.11,-0.07
金融保險類報酬指數,1233.72,+,0.71,0.06
貿易百貨類報酬指數,279.28,+,1.18,0.42
油電燃氣類報酬指數,108.37,-,0.97,-0.89
其他類報酬指數,304.52,+,0.03,0.01
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","109062191092","2884878851","917242"
"2.台灣存託憑證","98415603","8414609","1910"
"3.受益憑證","0","0","0"
"4.ETF","509690769","22040869","3247"
"5.受益證券","36498100","2323000","238"
"6.變更交易股票","430594559","52609631","5245"
"7.認購(售)權證","3201633410","2649572000","70289"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","109492785651","2937488482","922487"
"總計(1~12)","113339023533","5619838960","998171"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2525(57),353(28)
"下跌(跌停)",2463(27),400(4)
"持平",444,87
"未成交",3400,4
"無比價",830,1
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年06月06日
