

2014年07月03日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11133.9,+,52.8,0.48
發行量加權股價指數,9526.23,+,41.27,0.44
臺灣50指數,6749.45,+,35.33,0.53
臺灣中型100指數,7828.28,+,40.43,0.52
臺灣資訊科技指數,8235.67,+,134.92,1.67
臺灣發達指數,8172.46,-,15.28,-0.19
臺灣高股息指數,6098.32,+,22.21,0.37
臺灣就業99指數,5571.94,+,9.92,0.18
臺灣企業經營101指數,6007.77,+,11.36,0.19
臺灣低波動高股息指數,1492.88,-,1.61,-0.11
未含金融保險股指數,8123.79,+,44.9,0.56
未含電子股指數,13426,-,55.2,-0.41
未含金融電子股指數,11819.94,-,49.86,-0.42
水泥窯製類指數,603.8,+,0.01,--
塑膠化工類指數,866.91,-,8.87,-1.01
機電類指數,2166.78,+,24.18,1.13
水泥類指數,152.4,-,0.3,-0.2
食品類指數,1288.12,+,9.88,0.77
塑膠類指數,237.83,-,4.32,-1.78
紡織纖維類指數,545.82,+,3.02,0.56
電機機械類指數,180.62,-,0.02,-0.01
電器電纜類指數,42.52,+,0.67,1.6
化學生技醫療類指數,119.37,+,1.18,1
化學類指數,113.5,+,0.34,0.3
生技醫療類指數,89.66,+,1.64,1.86
玻璃陶瓷類指數,62.53,+,0.58,0.94
造紙類指數,185.59,-,0.84,-0.45
鋼鐵類指數,97.93,-,0.02,-0.02
橡膠類指數,386.23,-,1.63,-0.42
汽車類指數,329.38,-,1.27,-0.38
電子類指數,383.66,+,4.43,1.17
半導體類指數,123.8,+,2.31,1.9
電腦及週邊設備類指數,109.99,+,0.93,0.85
光電類指數,44.34,+,0.99,2.28
通信網路類指數,117.26,-,0.33,-0.28
電子零組件類指數,97.24,-,0.28,-0.29
電子通路類指數,122.89,-,0.1,-0.08
資訊服務類指數,105.6,+,0.67,0.64
其他電子類指數,84.88,+,0.7,0.83
建材營造類指數,284.82,-,1.78,-0.62
航運類指數,72.04,-,0.2,-0.28
觀光類指數,141.2,-,0.29,-0.2
金融保險類指數,1034.04,-,3.96,-0.38
貿易百貨類指數,253.36,+,0.36,0.14
油電燃氣類指數,96.71,-,0.59,-0.61
其他類指數,243.53,-,2.21,-0.9
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11191.14,+,65.32,0.59
發行量加權股價報酬指數,14150.71,+,77.53,0.55
臺灣50報酬指數,10166.67,+,68.92,0.68
臺灣中型100報酬指數,10903.49,+,58.29,0.54
臺灣資訊科技報酬指數,11707.56,+,191.8,1.67
臺灣發達報酬指數,11145.42,+,11.37,0.1
臺灣高股息報酬指數,9661.21,+,35.2,0.37
臺灣就業99報酬指數,6185.41,+,14.1,0.23
臺灣企業經營101報酬指數,6226.27,+,19.03,0.31
臺灣低波動高股息報酬指數,2835.35,+,1.82,0.06
未含金融電子股報酬指數,17714.21,-,45.19,-0.25
水泥類報酬指數,192.52,-,0.38,-0.2
食品類報酬指數,1451.7,+,11.13,0.77
塑膠類報酬指數,289.71,-,3.25,-1.11
紡織纖維類報酬指數,649.11,+,4.59,0.71
電機機械類報酬指數,212.66,-,0.02,-0.01
電器電纜類報酬指數,46.96,+,0.74,1.6
化學生技醫療類報酬指數,140.92,+,1.43,1.03
化學類報酬指數,136.2,+,0.42,0.31
生技醫療類報酬指數,101.78,+,1.92,1.92
玻璃陶瓷類報酬指數,66.34,+,0.82,1.25
造紙類報酬指數,210.1,-,0.95,-0.45
鋼鐵類報酬指數,117.4,+,0.01,0.01
橡膠類報酬指數,442.74,-,1.86,-0.42
汽車類報酬指數,371.85,-,1.44,-0.39
電子類報酬指數,520.83,+,6.58,1.28
半導體類報酬指數,161.74,+,3.02,1.9
電腦及週邊設備類報酬指數,151.17,+,1.27,0.85
光電類報酬指數,51.46,+,1.15,2.29
通信網路類報酬指數,173.56,-,0.4,-0.23
電子零組件類報酬指數,130.91,+,1.06,0.82
電子通路類報酬指數,171.74,+,0.33,0.19
資訊服務類報酬指數,153.57,+,0.98,0.64
其他電子類報酬指數,96.79,+,0.81,0.84
建材營造類報酬指數,356.06,-,2.22,-0.62
航運類報酬指數,83.04,-,0.24,-0.29
觀光類報酬指數,154.34,-,0.32,-0.21
金融保險類報酬指數,1265.53,-,4.85,-0.38
貿易百貨類報酬指數,285,+,0.41,0.14
油電燃氣類報酬指數,114.46,-,0.69,-0.6
其他類報酬指數,301.35,-,2.19,-0.72
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","116556385131","2960033131","880299"
"2.台灣存託憑證","83085348","9082999","1686"
"3.受益憑證","0","0","0"
"4.ETF","939832756","32044691","4752"
"5.受益證券","41022790","2715000","188"
"6.變更交易股票","192900382","29349470","2729"
"7.認購(售)權證","4085582020","3297277000","80988"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","116749285513","2989382601","883028"
"總計(1~12)","121898808427","6330502291","970642"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3401(89),440(22)
"下跌(跌停)",2113(39),286(1)
"持平",423,102
"未成交",3432,1
"無比價",692,16
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年07月03日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","8115059","1157","547949873","67.1","67.8","66.9","67.7","+","0.6","67.65","191","67.7","663","0.00"
="0051  ","中100 ","43252","36","1347356","31.1","31.2","31.05","31.12","+","0.02","31.12","75","31.3","11","0.00"
="0052  ","FB科技","20000","14","819060","40.98","41.32","40.34","41.19","+","0.72","41.22","20","41.52","5","0.00"
="0053  ","寶電子","400000","153","12065940","29.9","30.33","29.82","30.2","+","0.3","30.12","2","30.2","43","0.00"
="0054  ","台商50","77000","49","1846520","23.9","24.02","23.9","24.01","+","0.11","24.01","71","24.03","5","0.00"
="0055  ","寶金融","758000","86","10678630","14.08","14.11","14.05","14.08"," ","0","14.08","44","14.1","166","0.00"
="0056  ","高股息","794928","222","20181038","25.31","25.44","25.3","25.43","+","0.11","25.43","237","25.44","7","0.00"
="0057  ","FB摩台","118000","8","4762970","40.27","40.5","40.16","40.5","+","0.23","40.45","50","40.48","50","0.00"
="0058  ","FB發達","8000","6","308750","38.52","38.68","38.52","38.68","+","0.35","38.49","26","38.67","23","0.00"
="0059  ","FB金融","12000","3","373520","31.31","31.31","31.09","31.09","X","0","31.01","26","31.21","21","0.00"
="0060  ","新台灣","5000","1","155350","31.07","31.07","31.07","31.07","-","0.38","31.08","2","31.44","5","0.00"
="0061  ","寶滬深","10680937","1540","124238332","11.59","11.67","11.59","11.64","+","0.05","11.64","106","11.65","68","0.00"
="006203","寶摩臺","27000","9","868200","32.2","32.2","32.1","32.2"," ","0","32.39","124","32.7","1","0.00"
="006204","豐臺灣","627195","16","29603579","47","47.3","47","47.3","+","0.39","47.3","1","47.31","200","0.00"
="006205","FB上証","6710120","1002","123565486","18.35","18.51","18.31","18.47","+","0.17","18.47","13","18.48","177","0.00"
="006206","元上證","1841000","232","31881470","17.29","17.38","17.25","17.33","+","0.11","17.32","102","17.33","81","0.00"
="006207","FH滬深","1623000","202","21709340","13.37","13.4","13.32","13.4","+","0.08","13.39","54","13.4","52","0.00"
="006208","FB台50","183000","6","7004750","38.18","38.5","38.18","38.5","+","0.3","38.34","40","38.55","41","0.00"
="0080  ","恒中國","400","2","137200","343","343","343","343","-","0.5","342.5","2","346.85","1","0.00"
="0081  ","恒香港","400","4","315600","789","789","789","789","-","1","770","1","789","2","0.00"
="008201","上證50","400","4","19792","49.48","49.48","49.48","49.48","+","0.47","49.04","3","49.4","2","0.00"
="01001T","富邦R1","566000","32","8122540","14.35","14.4","14.3","14.4","+","0.1","14.36","3","14.4","8","0.00"
="01002T","國泰R1","370000","49","6652000","17.85","18.05","17.85","18.03","+","0.14","18","9","18.03","11","0.00"
="01003T","新光R1","99000","14","1293530","13.06","13.16","13.01","13.16","+","0.11","13.1","15","13.16","10","0.00"
="01004T","富邦R2","783000","42","9251220","11.8","11.94","11.8","11.94","+","0.14","11.85","85","11.95","10","0.00"
="01007T","國泰R2","137000","14","1972860","14.35","14.45","14.35","14.45","+","0.1","14.42","85","14.5","4","0.00"
="01008T","駿馬R1","760000","37","13730640","18.03","18.2","18.01","18.02","+","0.01","18.02","19","18.18","36","0.00"
"1101  ","台泥  ","12388664","3320","562293159","45.4","45.65","45.2","45.4"," ","0","45.4","101","45.45","5","16.04"
"1102  ","亞泥  ","2585383","777","105535661","40.9","41.05","40.4","40.75","-","0.15","40.7","68","40.75","32","19.13"
"1103  ","嘉泥  ","611986","280","9786763","16","16.05","15.95","16"," ","0","15.95","80","16","23","8.99"
"1104  ","環泥  ","111621","66","3178466","28.5","28.55","28.4","28.5","-","0.2","28.45","34","28.5","4","14.69"
"1108  ","幸福  ","343881","116","3101017","9","9.04","8.99","9.02","+","0.01","9.01","2","9.02","8","20.04"
"1109  ","信大  ","425110","173","6646576","15.7","15.8","15.5","15.7","-","0.1","15.65","1","15.7","29","20.39"
"1110  ","東泥  ","76134","26","1179760","15.45","15.6","15.4","15.6","-","0.05","15.5","46","15.6","4","57.78"
