

2015年03月17日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11082.29,+,27.53,0.25
發行量加權股價指數,9539.44,+,26.53,0.28
臺灣50指數,6915.1,+,40.54,0.59
臺灣中型100指數,7613.53,-,20.92,-0.27
臺灣資訊科技指數,8409.51,+,78.5,0.94
臺灣發達指數,8053.24,+,1.59,0.02
臺灣高股息指數,5980.44,-,8.34,-0.14
臺灣就業99指數,5737.72,+,4.56,0.08
臺灣高薪100指數,5195.4,+,17.43,0.34
臺灣企業經營101指數,6074.81,+,16.65,0.27
臺灣低波動高股息指數,1436.23,-,0.88,-0.06
未含金融保險股指數,8050.62,+,24.39,0.3
未含電子股指數,13501.74,+,15.71,0.12
未含金融電子股指數,11585.92,+,13.34,0.12
水泥窯製類指數,564,+,1.06,0.19
塑膠化工類指數,798.87,+,1.9,0.24
機電類指數,2153.67,+,8.88,0.41
水泥類指數,143.76,+,0.05,0.03
食品類指數,1240.39,-,1.55,-0.12
塑膠類指數,220.19,+,0.91,0.41
紡織纖維類指數,555.85,-,4.16,-0.74
電機機械類指數,164.09,+,0.4,0.24
電器電纜類指數,37.32,+,0.24,0.65
化學生技醫療類指數,104.59,+,0.19,0.18
化學類指數,103.59,+,0.37,0.36
生技醫療類指數,74.55,-,0.04,-0.05
玻璃陶瓷類指數,55.68,+,0.53,0.96
造紙類指數,164.29,-,0.54,-0.33
鋼鐵類指數,98.33,+,0.35,0.36
橡膠類指數,371.92,-,1.46,-0.39
汽車類指數,325.6,+,1.61,0.5
電子類指數,382.8,+,1.59,0.42
半導體類指數,126.55,+,1.2,0.96
電腦及週邊設備類指數,107.99,+,0.16,0.15
光電類指數,42.05,+,0.32,0.77
通信網路類指數,121.15,+,0.31,0.26
電子零組件類指數,93.76,-,1.42,-1.49
電子通路類指數,118.95,+,0.12,0.1
資訊服務類指數,103.31,+,0.41,0.4
其他電子類指數,81.69,+,0.07,0.09
建材營造類指數,290.06,+,0.59,0.2
航運類指數,96.23,+,0.66,0.69
觀光類指數,120.63,-,0.61,-0.5
金融保險類指數,1108.43,+,1.32,0.12
貿易百貨類指數,246.98,+,2.35,0.96
油電燃氣類指數,88.23,+,0.39,0.44
其他類指數,270.95,-,2.86,-1.04
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11416.85,+,28.35,0.25
發行量加權股價報酬指數,14525.95,+,40.4,0.28
臺灣50報酬指數,10650.26,+,62.43,0.59
臺灣中型100報酬指數,10897.49,-,29.93,-0.27
臺灣資訊科技報酬指數,12266.58,+,114.51,0.94
臺灣發達報酬指數,11231.07,+,2.23,0.02
臺灣高股息報酬指數,9854.49,-,13.74,-0.14
臺灣就業99報酬指數,6513.27,+,5.18,0.08
臺灣高薪100報酬指數,5237.7,+,17.58,0.34
臺灣企業經營101報酬指數,6489.28,+,17.79,0.27
臺灣低波動高股息報酬指數,2820.02,-,1.75,-0.06
未含金融電子股報酬指數,17809.69,+,20.5,0.12
水泥類報酬指數,190.24,+,0.06,0.03
食品類報酬指數,1435.03,-,1.8,-0.13
塑膠類報酬指數,273.91,+,1.13,0.41
紡織纖維類報酬指數,680.75,-,5.09,-0.74
電機機械類報酬指數,196.97,+,0.48,0.24
電器電纜類報酬指數,41.77,+,0.27,0.65
化學生技醫療類報酬指數,126.88,+,0.24,0.19
化學類報酬指數,128.31,+,0.46,0.36
生技醫療類報酬指數,86.45,-,0.05,-0.06
玻璃陶瓷類報酬指數,59.36,+,0.56,0.95
造紙類報酬指數,190.52,-,0.62,-0.32
鋼鐵類報酬指數,121.4,+,0.43,0.36
橡膠類報酬指數,440.84,-,1.73,-0.39
汽車類報酬指數,379,+,1.88,0.5
電子類報酬指數,533.45,+,2.22,0.42
半導體類報酬指數,169.41,+,1.61,0.96
電腦及週邊設備類報酬指數,154.74,+,0.23,0.15
光電類報酬指數,49.65,+,0.38,0.77
通信網路類報酬指數,185.54,+,0.47,0.25
電子零組件類報酬指數,128.45,-,1.95,-1.5
電子通路類報酬指數,174.28,+,0.17,0.1
資訊服務類報酬指數,156.01,+,0.63,0.41
其他電子類報酬指數,94.79,+,0.08,0.08
建材營造類報酬指數,376.3,+,0.77,0.21
航運類報酬指數,113.05,+,0.78,0.69
觀光類報酬指數,133.28,-,0.68,-0.51
金融保險類報酬指數,1380.64,+,1.65,0.12
貿易百貨類報酬指數,287.55,+,2.74,0.96
油電燃氣類報酬指數,104.68,+,0.46,0.44
其他類報酬指數,346.32,-,3.66,-1.05
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","89121746631","2045308750","725293"
"2.台灣存託憑證","368210171","65893266","9319"
"3.受益憑證","0","0","0"
"4.ETF","5411446693","197494869","32466"
"5.受益證券","399662260","21479000","304"
"6.變更交易股票","53131766","6877997","1546"
"7.認購(售)權證","2878248090","2728537000","89445"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","89174878397","2052186747","726839"
"總計(1~12)","98232445611","5065590882","858373"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2673(6),294(5)
"下跌(跌停)",3391(27),439(2)
"持平",600,113
"未成交",3631,6
"無比價",1061,2
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年03月17日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","7096344","1282","491872167","69.2","69.75","69","69.15","+","0.25","69.1","2","69.15","399","0.00"
="0051  ","中100 ","10000","8","306830","30.65","30.8","30.55","30.55","+","0.01","30.55","1","30.6","1","0.00"
="0052  ","FB科技","7100","7","309496","43.37","43.69","43.37","43.46","+","0.3","43.26","1","43.4","35","0.00"
="0053  ","寶電子","8000","8","241990","30.05","30.3","30.05","30.26","+","0.35","30.11","1","30.22","3","0.00"
="0054  ","台商50","12000","9","284700","23.62","23.86","23.62","23.62","-","0.11","23.47","1","23.72","3","0.00"
="0055  ","寶金融","120038","51","1796048","15","15.03","14.94","14.96","-","0.04","14.93","5","14.96","46","0.00"
="0056  ","高股息","693600","274","17362927","25","25.12","24.99","25"," ","0","25","11","25.01","2","0.00"
="0057  ","FB摩台","21000","6","894380","42.48","42.61","42.39","42.39","+","0.24","42.25","50","42.3","63","0.00"
="0058  ","FB發達","6000","5","234060","39.01","39.04","38.98","38.98","+","0.16","38.7","27","38.89","10","0.00"
="0059  ","FB金融","6000","5","203410","33.86","33.95","33.79","33.79","+","0.11","33.6","33","33.78","39","0.00"
="0060  ","新台灣","30000","5","968160","32.4","32.52","32.24","32.43","X","0","32.27","1","32.8","1","0.00"
="0061  ","寶滬深","66963156","10424","1211047423","18","18.15","17.99","18.15","+","0.34","18.14","424","18.15","895","0.00"
="006203","寶摩臺","24000","24","799500","33.31","33.34","33.15","33.15","+","0.01","33.15","1","33.8","1","0.00"
="006204","豐臺灣","11000","11","525540","47.72","47.97","47.72","47.72","+","0.23","47.59","2","47.7","2","0.00"
="006205","FB上証","22342598","4022","734522393","32.66","32.99","32.66","32.92","+","0.66","32.91","61","32.92","2,107","0.00"
="006206","元上證","14658281","2346","449177807","30.5","30.78","30.5","30.63","+","0.51","30.63","22","30.64","3","0.00"
="006207","FH滬深","19395100","2559","460556067","23.54","23.9","23.54","23.68","+","0.39","23.68","317","23.69","13","0.00"
="006208","FB台50","1102","3","43208","39.21","39.21","39.21","39.21","+","0.22","39.03","1","39.13","30","0.00"
="00631L","T50正2","1117000","289","25490010","22.77","23.04","22.62","22.66","+","0.08","22.65","8","22.66","389","0.00"
="00632R","T50反1","5964100","684","109870890","18.45","18.52","18.36","18.52","-","0.01","18.51","12","18.52","26","0.00"
="00633L","上証2X","40849850","8195","1664437967","40.3","41.15","40.3","40.85","+","1.42","40.85","453","40.86","17","0.00"
="00634R","上証反","18021000","1829","227181160","12.64","12.67","12.55","12.58","-","0.25","12.57","148","12.58","568","0.00"
="0080  ","恒中國","1000","5","435600","438","438","435","435"," ","0","435","2","444","1","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","838","1","879.9","1","0.00"
