

2014年11月04日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10410.77,-,14.11,-0.14
發行量加權股價指數,8989.18,-,15.68,-0.17
臺灣50指數,6566.38,-,5.82,-0.09
臺灣中型100指數,7107.12,-,22.08,-0.31
臺灣資訊科技指數,7646.03,+,24.57,0.32
臺灣發達指數,7770.87,-,37.51,-0.48
臺灣高股息指數,5628.22,-,14.18,-0.25
臺灣就業99指數,5397.33,-,11.05,-0.2
臺灣高薪100指數,5007.22,-,11.9,-0.24
臺灣企業經營101指數,5784.09,-,16.8,-0.29
臺灣低波動高股息指數,1395.33,-,3.45,-0.25
未含金融保險股指數,7521.27,-,11.94,-0.16
未含電子股指數,12990.12,-,43.3,-0.33
未含金融電子股指數,10993.48,-,39.8,-0.36
水泥窯製類指數,591.55,-,3.55,-0.6
塑膠化工類指數,772.24,-,1.8,-0.23
機電類指數,1994.04,-,0.91,-0.05
水泥類指數,151.55,-,0.57,-0.37
食品類指數,1214.72,-,3.19,-0.26
塑膠類指數,210.74,-,0.5,-0.24
紡織纖維類指數,510.74,+,0.72,0.14
電機機械類指數,151.86,-,0.85,-0.56
電器電纜類指數,37.66,+,0.12,0.32
化學生技醫療類指數,101.62,-,0.78,-0.76
化學類指數,96.23,-,0.79,-0.81
生技醫療類指數,76.68,-,0.53,-0.69
玻璃陶瓷類指數,56.92,-,1.01,-1.74
造紙類指數,174.72,-,0.28,-0.16
鋼鐵類指數,98.96,-,0.62,-0.62
橡膠類指數,371.31,+,1.5,0.41
汽車類指數,320.56,-,1.77,-0.55
電子類指數,354.25,-,0.11,-0.03
半導體類指數,114.1,+,0.52,0.46
電腦及週邊設備類指數,99.39,-,0.33,-0.33
光電類指數,37.04,-,0.07,-0.19
通信網路類指數,113.6,-,0.04,-0.04
電子零組件類指數,82.4,-,1.18,-1.41
電子通路類指數,111.1,-,0.91,-0.81
資訊服務類指數,96.36,-,0.27,-0.28
其他電子類指數,86.91,-,0.21,-0.24
建材營造類指數,264.28, ,--,--
航運類指數,79,-,0.21,-0.27
觀光類指數,123.5,-,0.5,-0.4
金融保險類指數,1101.67,-,2.94,-0.27
貿易百貨類指數,234.71,-,0.56,-0.24
油電燃氣類指數,89.3,-,1.19,-1.32
其他類指數,228.49,-,0.27,-0.12
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10724.98,-,14.54,-0.14
發行量加權股價報酬指數,13688.01,-,23.88,-0.17
臺灣50報酬指數,10113.19,-,8.96,-0.09
臺灣中型100報酬指數,10172.65,-,31.6,-0.31
臺灣資訊科技報酬指數,11152.93,+,35.85,0.32
臺灣發達報酬指數,10837.27,-,52.31,-0.48
臺灣高股息報酬指數,9274.1,-,23.37,-0.25
臺灣就業99報酬指數,6126.87,-,12.54,-0.2
臺灣高薪100報酬指數,5047.99,-,11.99,-0.24
臺灣企業經營101報酬指數,6178.72,-,17.95,-0.29
臺灣低波動高股息報酬指數,2739.72,-,6.78,-0.25
未含金融電子股報酬指數,16898.85,-,61.17,-0.36
水泥類報酬指數,200.55,-,0.74,-0.37
食品類報酬指數,1405.33,-,3.7,-0.26
塑膠類報酬指數,262.16,-,0.62,-0.24
紡織纖維類報酬指數,625.49,+,0.87,0.14
電機機械類報酬指數,182.29,-,1.01,-0.55
電器電纜類報酬指數,42.14,+,0.13,0.31
