

2014年06月17日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10825.81,+,42.38,0.39
發行量加權股價指數,9240.6,+,37.67,0.41
臺灣50指數,6436.05,+,42.6,0.67
臺灣中型100指數,7741.03,+,3.48,0.04
臺灣資訊科技指數,7748.88,+,62.83,0.82
臺灣發達指數,7889.38,+,31.88,0.41
臺灣高股息指數,6077.52,+,5.08,0.08
臺灣就業99指數,5464.82,-,3.68,-0.07
臺灣企業經營101指數,5861.82,+,22.03,0.38
臺灣低波動高股息指數,1491.37,+,2.3,0.15
未含金融保險股指數,7848.68,+,33.85,0.43
未含電子股指數,13285.13,+,10.48,0.08
未含金融電子股指數,11663.98,+,1.41,0.01
水泥窯製類指數,595.36,+,0.68,0.11
塑膠化工類指數,848.88,+,1.91,0.23
機電類指數,2067.5,+,13.49,0.66
水泥類指數,149.62,+,0.26,0.17
食品類指數,1243.6,-,0.73,-0.06
塑膠類指數,230.08,+,0.58,0.25
紡織纖維類指數,526.18,+,1.72,0.33
電機機械類指數,175.29,-,0.59,-0.34
電器電纜類指數,41.81,-,0.31,-0.74
化學生技醫療類指數,116.69,-,0.14,-0.12
化學類指數,111.74,-,0.04,-0.04
生技醫療類指數,86.87,-,0.2,-0.23
玻璃陶瓷類指數,62.92,-,0.1,-0.16
造紙類指數,184.31,-,1.41,-0.76
鋼鐵類指數,97.67,+,0.16,0.16
橡膠類指數,397.58,+,2.23,0.56
汽車類指數,315.53,+,0.15,0.05
電子類指數,365.78,+,2.55,0.7
半導體類指數,116.25,+,1.09,0.95
電腦及週邊設備類指數,107.26,+,0.81,0.76
光電類指數,41.06,+,0.34,0.83
通信網路類指數,119.08,-,0.07,-0.06
電子零組件類指數,93.36,+,0.37,0.4
電子通路類指數,123.04,-,0.79,-0.64
資訊服務類指數,104.86,+,0.48,0.46
其他電子類指數,78.96,+,0.73,0.93
建材營造類指數,289.11,+,0.55,0.19
航運類指數,72.8,+,0.37,0.51
觀光類指數,144.16,-,0.02,-0.01
金融保險類指數,1030.46,+,2.59,0.25
貿易百貨類指數,248.12,-,1.18,-0.47
油電燃氣類指數,96.3,-,0.79,-0.81
其他類指數,248.27,+,0.15,0.06
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10828.46,+,43.07,0.4
發行量加權股價報酬指數,13655.75,+,56.57,0.42
臺灣50報酬指數,9648.17,+,63.87,0.67
臺灣中型100報酬指數,10749.45,+,7.54,0.07
臺灣資訊科技報酬指數,11004.6,+,89.24,0.82
臺灣發達報酬指數,10704.23,+,44.51,0.42
臺灣高股息報酬指數,9565.03,+,7.99,0.08
臺灣就業99報酬指數,6030.46,-,4.05,-0.07
臺灣企業經營101報酬指數,6040.31,+,22.7,0.38
臺灣低波動高股息報酬指數,2807.71,+,4.32,0.15
未含金融電子股報酬指數,17386.94,+,4.73,0.03
水泥類報酬指數,189.01,+,0.33,0.17
食品類報酬指數,1399.79,-,0.83,-0.06
塑膠類報酬指數,278.35,+,0.7,0.25
紡織纖維類報酬指數,624.52,+,2.05,0.33
電機機械類報酬指數,205.64,-,0.26,-0.13
