

2014年09月18日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10734.43,+,49.9,0.47
發行量加權股價指數,9237.03,+,41.86,0.46
臺灣50指數,6624.87,+,27.12,0.41
臺灣中型100指數,7454.01,+,43.68,0.59
臺灣資訊科技指數,7616.84,+,33.36,0.44
臺灣發達指數,8058.01,+,30.28,0.38
臺灣高股息指數,5899.1,+,11.3,0.19
臺灣就業99指數,5509.63,+,33.74,0.62
臺灣高薪100指數,5091.89,+,25.98,0.51
臺灣企業經營101指數,5884.57,+,25.63,0.44
臺灣低波動高股息指數,1457.79,+,1.9,0.13
未含金融保險股指數,7752.47,+,32.18,0.42
未含電子股指數,13425.72,+,58.18,0.44
未含金融電子股指數,11480.97,+,37.52,0.33
水泥窯製類指數,608.81,-,3.12,-0.51
塑膠化工類指數,805.63,+,1.39,0.17
機電類指數,2044.82,+,10.65,0.52
水泥類指數,153.75,-,1.35,-0.87
食品類指數,1296.67,+,1.55,0.12
塑膠類指數,223.45,+,0.39,0.17
紡織纖維類指數,499.4,-,0.2,-0.04
電機機械類指數,170.1,+,3.1,1.86
電器電纜類指數,39.95,+,0.42,1.06
化學生技醫療類指數,107,-,0.1,-0.09
化學類指數,103.13,+,0.05,0.05
生技醫療類指數,79.01,-,0.22,-0.28
玻璃陶瓷類指數,62.89,+,0.76,1.22
造紙類指數,182.17,-,0.62,-0.34
鋼鐵類指數,103.82,+,1.23,1.2
橡膠類指數,359.41,+,1.8,0.5
汽車類指數,320.17,+,1.24,0.39
電子類指數,362.1,+,1.71,0.47
半導體類指數,113.15,+,0.58,0.52
電腦及週邊設備類指數,104.56,+,0.42,0.4
光電類指數,39.96,+,0.25,0.63
通信網路類指數,111.32,+,0.36,0.32
電子零組件類指數,90.12,-,0.21,-0.23
電子通路類指數,116.13,+,0.06,0.05
資訊服務類指數,103.62,+,1.68,1.65
其他電子類指數,90.87,+,0.8,0.89
建材營造類指數,287.6,-,2.34,-0.81
航運類指數,77.17,+,0.42,0.55
觀光類指數,138.24,-,0.79,-0.57
金融保險類指數,1111.28,+,7.62,0.69
貿易百貨類指數,242.15,+,0.86,0.36
油電燃氣類指數,94.82,+,0.8,0.85
其他類指數,241.35,+,0.52,0.22
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11056.44,+,51.42,0.47
發行量加權股價報酬指數,14063.2,+,63.74,0.46
臺灣50報酬指數,10203.26,+,41.76,0.41
臺灣中型100報酬指數,10667.84,+,62.51,0.59
臺灣資訊科技報酬指數,11110.35,+,48.66,0.44
臺灣發達報酬指數,11237.71,+,42.23,0.38
臺灣高股息報酬指數,9720.45,+,18.62,0.19
臺灣就業99報酬指數,6253.25,+,38.3,0.62
臺灣高薪100報酬指數,5133.03,+,26.18,0.51
臺灣企業經營101報酬指數,6285.7,+,27.38,0.44
臺灣低波動高股息報酬指數,2860.78,+,3.72,0.13
未含金融電子股報酬指數,17646.02,+,57.68,0.33
水泥類報酬指數,203.46,-,1.78,-0.87
食品類報酬指數,1500.15,+,1.79,0.12
塑膠類報酬指數,277.93,+,0.49,0.18
紡織纖維類報酬指數,611.6,-,0.26,-0.04
電機機械類報酬指數,204.18,+,3.72,1.86
電器電纜類報酬指數,44.71,+,0.47,1.06
化學生技醫療類報酬指數,129.78,-,0.12,-0.09
化學類報酬指數,127.73,+,0.06,0.05
生技醫療類報酬指數,91.59,-,0.25,-0.27
玻璃陶瓷類報酬指數,67.04,+,0.81,1.22
造紙類報酬指數,211.25,-,0.71,-0.33
鋼鐵類報酬指數,128.17,+,1.51,1.19
橡膠類報酬指數,426.01,+,2.13,0.5
汽車類報酬指數,372.68,+,1.44,0.39
電子類報酬指數,504.51,+,2.38,0.47
半導體類報酬指數,151.48,+,0.78,0.52
電腦及週邊設備類報酬指數,149.69,+,0.6,0.4
光電類報酬指數,47.17,+,0.29,0.62
通信網路類報酬指數,170.41,+,0.54,0.32
電子零組件類報酬指數,123.44,-,0.29,-0.23
電子通路類報酬指數,170.15,+,0.09,0.05
資訊服務類報酬指數,156.48,+,2.54,1.65
其他電子類報酬指數,105.44,+,0.93,0.89
建材營造類報酬指數,372.74,-,3.03,-0.81
航運類報酬指數,90.58,+,0.49,0.54
觀光類報酬指數,152.74,-,0.87,-0.57
金融保險類報酬指數,1383.97,+,9.49,0.69
貿易百貨類報酬指數,281.92,+,0.99,0.35
油電燃氣類報酬指數,112.5,+,0.94,0.84
其他類報酬指數,308.48,+,0.65,0.21
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","65088265216","1599903651","588107"
"2.台灣存託憑證","114093700","16838868","3825"
"3.受益憑證","0","0","0"
"4.ETF","2059539471","74076087","8775"
"5.受益證券","17254080","1004100","171"
"6.變更交易股票","69721621","8036332","1163"
"7.認購(售)權證","2648985370","2666935000","59200"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","65157986837","1607939983","589270"
"總計(1~12)","69997859458","4366794038","661241"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2865(41),426(16)
"下跌(跌停)",2314(23),298(0)
"持平",597,113
"未成交",3886,5
"無比價",708,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年09月18日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","16231841","1734","1100282741","67.7","68.05","67.6","67.85","+","0.15","67.8","99","67.85","622","0.00"
="0051  ","中100 ","9020","11","276554","30.7","30.73","30.6","30.6","-","0.11","30.6","3","30.74","1","0.00"
="0052  ","FB科技","0","0","0","--","--","--","--"," ","0","39.46","1","39.48","5","0.00"
="0053  ","寶電子","2000","2","58830","29.45","29.45","29.38","29.38","-","0.07","29.31","2","29.43","3","0.00"
="0054  ","台商50","7000","7","167720","24.05","24.05","23.92","23.99","+","0.05","23.92","3","24.01","3","0.00"
="0055  ","寶金融","84000","37","1296760","15.5","15.5","15.38","15.4","+","0.02","15.38","14","15.46","5","0.00"
="0056  ","高股息","1514103","215","38889785","25.68","25.72","25.62","25.7","+","0.07","25.66","2","25.7","7","0.00"
="0057  ","FB摩台","748000","24","30303820","40.45","40.57","40.4","40.4","+","0.04","40.45","50","40.47","50","0.00"
="0058  ","FB發達","0","0","0","--","--","--","--"," ","0","38.37","27","38.52","24","0.00"
="0059  ","FB金融","1000","1","33800","33.8","33.8","33.8","33.8"," ","0","33.8","2","33.98","19","0.00"
="0060  ","新台灣","0","0","0","--","--","--","--"," ","0","32.22","2","32.54","3","0.00"
="0061  ","寶滬深","34010023","4393","478978964","14.05","14.16","14.01","14.08","+","0.06","14.08","51","14.09","287","0.00"
="006203","寶摩臺","21000","10","680680","32.35","32.5","32.35","32.5","+","0.07","32.52","1","33.55","1","0.00"
="006204","豐臺灣","3100","4","145227","46.8","46.88","46.8","46.88","+","0.16","46.87","15","46.88","1","0.00"
="006205","FB上証","10927000","1141","227723230","20.8","20.93","20.74","20.93","+","0.23","20.92","95","20.93","76","0.00"
="006206","元上證","5700000","482","107593510","18.83","18.98","18.78","18.96","+","0.16","18.95","37","18.96","347","0.00"
="006207","FH滬深","4810000","698","72647690","15.12","15.18","15","15.15","+","0.16","15.14","122","15.15","5","0.00"
="006208","FB台50","0","0","0","--","--","--","--"," ","0","38.25","40","38.47","43","0.00"
="0080  ","恒中國","0","0","0","--","--","--","--"," ","0","354.85","4","361","4","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","815","1","840","1","0.00"
="008201","上證50","8000","16","460160","57.5","57.6","57.1","57.6","-","0.05","57.3","11","57.6","47","0.00"
="01001T","富邦R1","59000","16","886780","15","15.09","15","15.05","+","0.1","15.05","6","15.08","1","0.00"
="01002T","國泰R1","465100","60","8395470","18.1","18.1","18","18.05","-","0.1","18.05","36","18.06","50","0.00"
="01003T","新光R1","124000","38","1608400","13","13","12.93","12.94","-","0.06","12.94","11","12.99","1","0.00"
