

2014年08月11日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10663.03,+,107.71,1.02
發行量加權股價指數,9172.91,+,86.95,0.96
臺灣50指數,6487.44,+,50.04,0.78
臺灣中型100指數,7590,+,97.67,1.3
臺灣資訊科技指數,7531.97,+,56.04,0.75
臺灣發達指數,7972.44,+,67.7,0.86
臺灣高股息指數,5917.92,+,59.64,1.02
臺灣就業99指數,5457.25,+,56.14,1.04
臺灣企業經營101指數,5804.98,+,36.31,0.63
臺灣低波動高股息指數,1466.75,+,17.05,1.18
未含金融保險股指數,7720.98,+,69.1,0.9
未含電子股指數,13365.52,+,112.76,0.85
未含金融電子股指數,11527.04,+,76.69,0.67
水泥窯製類指數,603.18,+,5.29,0.88
塑膠化工類指數,823.84,+,6.12,0.75
機電類指數,2028.02,+,21.52,1.07
水泥類指數,152.7,+,1.43,0.95
食品類指數,1282.17,+,17.33,1.37
塑膠類指數,225.58,+,2.11,0.94
紡織纖維類指數,528.61,+,7.09,1.36
電機機械類指數,172.49,+,2.89,1.7
電器電纜類指數,40.65,+,0.22,0.54
化學生技醫療類指數,111.38,+,0.41,0.37
化學類指數,106.84,-,0.02,-0.02
生技醫療類指數,82.75,+,0.7,0.85
玻璃陶瓷類指數,61.58,+,0.36,0.59
造紙類指數,184.55,+,1.91,1.05
鋼鐵類指數,100.25,+,0.59,0.59
橡膠類指數,378.57,+,1.7,0.45
汽車類指數,301.3,+,1.78,0.59
電子類指數,358.78,+,3.74,1.05
半導體類指數,111.22,+,1.01,0.92
電腦及週邊設備類指數,106.48,+,0.88,0.83
光電類指數,41.06,+,0.79,1.96
通信網路類指數,113.14,+,0.48,0.43
電子零組件類指數,93.15,+,0.99,1.07
電子通路類指數,116.54,+,1.07,0.93
資訊服務類指數,102.82,+,2.69,2.69
其他電子類指數,83.55,+,1.32,1.61
建材營造類指數,292.79,-,0.02,-0.01
航運類指數,71.56,+,0.33,0.46
觀光類指數,142.03,+,0.9,0.64
金融保險類指數,1084,+,13.83,1.29
貿易百貨類指數,243.2,-,0.06,-0.02
