

2014年11月27日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10592.88,+,42.51,0.4
發行量加權股價指數,9165.31,+,42.92,0.47
臺灣50指數,6742.73,+,40.55,0.61
臺灣中型100指數,7193.92,+,21.76,0.3
臺灣資訊科技指數,7991.19,+,64,0.81
臺灣發達指數,7891.86,+,32.22,0.41
臺灣高股息指數,5613.42,+,54.25,0.98
臺灣就業99指數,5439.28,+,15.06,0.28
臺灣高薪100指數,5064.68,+,22.69,0.45
臺灣企業經營101指數,5880.41,+,29.45,0.5
臺灣低波動高股息指數,1387.46,+,10.17,0.74
未含金融保險股指數,7700.5,+,39.03,0.51
未含電子股指數,13102.76,+,41.85,0.32
未含金融電子股指數,11158.12,+,39.93,0.36
水泥窯製類指數,590.98,+,1.23,0.21
塑膠化工類指數,770.79,+,2.89,0.38
機電類指數,2052.55,+,11.65,0.57
水泥類指數,150.62,+,0.16,0.11
食品類指數,1210.58,+,7.94,0.66
塑膠類指數,212.12,+,0.99,0.47
紡織纖維類指數,506.01,-,1.12,-0.22
電機機械類指數,157.58,-,0.45,-0.28
電器電纜類指數,37.33,+,0.03,0.08
化學生技醫療類指數,99.75,-,0.23,-0.23
化學類指數,95.21,-,0.01,-0.01
生技醫療類指數,74.55,-,0.37,-0.49
玻璃陶瓷類指數,58.39,+,0.42,0.72
造紙類指數,169.54,-,0.3,-0.18
鋼鐵類指數,99.05,+,0.18,0.18
橡膠類指數,366.06,+,2.67,0.73
汽車類指數,346.33,-,1.95,-0.56
電子類指數,364.63,+,2.18,0.6
半導體類指數,120.07,+,1.13,0.95
電腦及週邊設備類指數,100.81,+,0.3,0.3
光電類指數,38.07,-,0.12,-0.31
通信網路類指數,112.82,+,0.65,0.58
電子零組件類指數,85.86,+,1.4,1.66
電子通路類指數,111.9,+,0.48,0.43
資訊服務類指數,95.32,-,0.72,-0.75
其他電子類指數,87.01,-,0.18,-0.21
建材營造類指數,277.1,+,4.11,1.51
航運類指數,80.13,-,0.16,-0.2
觀光類指數,121.75,+,0.22,0.18
金融保險類指數,1095.3,+,2.52,0.23
貿易百貨類指數,240.11,+,2.44,1.03
油電燃氣類指數,91.34,+,0.95,1.05
其他類指數,238.03,+,1.03,0.43
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10912.66,+,43.8,0.4
發行量加權股價報酬指數,13956.24,+,65.34,0.47
臺灣50報酬指數,10384.79,+,62.46,0.61
臺灣中型100報酬指數,10296.88,+,31.14,0.3
臺灣資訊科技報酬指數,11656.39,+,93.35,0.81
臺灣發達報酬指數,11006,+,44.93,0.41
臺灣高股息報酬指數,9249.72,+,89.4,0.98
臺灣就業99報酬指數,6174.49,+,17.1,0.28
臺灣高薪100報酬指數,5105.91,+,22.88,0.45
臺灣企業經營101報酬指數,6281.61,+,31.46,0.5
臺灣低波動高股息報酬指數,2724.27,+,19.98,0.74
未含金融電子股報酬指數,17152.09,+,61.39,0.36
水泥類報酬指數,199.31,+,0.21,0.11
食品類報酬指數,1400.55,+,9.19,0.66
塑膠類報酬指數,263.87,+,1.23,0.47
紡織纖維類報酬指數,619.7,-,1.38,-0.22
電機機械類報酬指數,189.16,-,0.53,-0.28
