

2015年02月05日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11016.43,-,1.97,-0.02
發行量加權股價指數,9512.05,-,1.87,-0.02
臺灣50指數,6940.64,-,7.09,-0.1
臺灣中型100指數,7554.06,+,15.66,0.21
臺灣資訊科技指數,8416.88,-,21.32,-0.25
臺灣發達指數,8114.85,-,0.09,---
臺灣高股息指數,5973.14,+,2.22,0.04
臺灣就業99指數,5679.71,+,5.78,0.1
臺灣高薪100指數,5178.55,-,0.28,-0.01
臺灣企業經營101指數,6066.91,-,7.38,-0.12
臺灣低波動高股息指數,1451.9,+,3.99,0.28
未含金融保險股指數,8042.68,-,5.86,-0.07
未含電子股指數,13490.38,+,15.45,0.11
未含金融電子股指數,11643.86,+,3.37,0.03
水泥窯製類指數,568.72,+,0.26,0.05
塑膠化工類指數,824.65,-,1.85,-0.22
機電類指數,2144,-,2.6,-0.12
水泥類指數,144.16,+,0.07,0.05
食品類指數,1245.43,+,9.94,0.8
塑膠類指數,228.54,-,0.57,-0.25
紡織纖維類指數,545.44,+,3.34,0.62
電機機械類指數,164.11,+,0.38,0.23
電器電纜類指數,36.96,+,0.1,0.27
化學生技醫療類指數,104.38,-,0.86,-0.82
化學類指數,102.95,-,0.12,-0.12
生技醫療類指數,74.82,-,1.31,-1.72
玻璃陶瓷類指數,57.71,+,0.01,0.02
造紙類指數,169.45,-,0.39,-0.23
鋼鐵類指數,101.44,+,0.54,0.54
橡膠類指數,390.98,+,2.17,0.56
汽車類指數,330.41,+,0.14,0.04
電子類指數,381.03,-,0.52,-0.14
半導體類指數,126.33,-,0.16,-0.13
電腦及週邊設備類指數,106.62,-,0.71,-0.66
光電類指數,42.06,+,0.16,0.38
通信網路類指數,120.57,+,0.42,0.35
電子零組件類指數,92.01,-,0.44,-0.48
電子通路類指數,118.65,+,0.31,0.26
資訊服務類指數,105.38,+,0.74,0.71
其他電子類指數,81.57,-,0.24,-0.29
建材營造類指數,283.13,+,0.45,0.16
航運類指數,93.19,+,1.27,1.38
觀光類指數,122.52,-,0.47,-0.38
金融保險類指數,1091.88,+,3.55,0.33
貿易百貨類指數,248.87,-,1.03,-0.41
油電燃氣類指數,89.29,-,1.18,-1.3
其他類指數,258.61,+,0.03,0.01
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11349.01,-,2.03,-0.02
發行量加權股價報酬指數,14484.24,-,2.85,-0.02
臺灣50報酬指數,10689.6,-,10.93,-0.1
臺灣中型100報酬指數,10812.37,+,22.42,0.21
臺灣資訊科技報酬指數,12277.33,-,31.1,-0.25
臺灣發達報酬指數,11316.98,-,0.13,---
臺灣高股息報酬指數,9842.46,+,3.66,0.04
臺灣就業99報酬指數,6447.41,+,6.56,0.1
臺灣高薪100報酬指數,5220.71,-,0.28,-0.01
臺灣企業經營101報酬指數,6480.84,-,7.88,-0.12
臺灣低波動高股息報酬指數,2850.8,+,7.84,0.28
未含金融電子股報酬指數,17898.76,+,5.18,0.03
水泥類報酬指數,190.76,+,0.09,0.05
食品類報酬指數,1440.87,+,11.5,0.8
塑膠類報酬指數,284.29,-,0.72,-0.25
紡織纖維類報酬指數,667.99,+,4.09,0.62
電機機械類報酬指數,196.99,+,0.46,0.23
電器電纜類報酬指數,41.37,+,0.12,0.29
化學生技醫療類報酬指數,126.62,-,1.04,-0.81
化學類報酬指數,127.51,-,0.15,-0.12
生技醫療類報酬指數,86.77,-,1.51,-1.71
玻璃陶瓷類報酬指數,61.52,+,0.01,0.02
造紙類報酬指數,196.49,-,0.46,-0.23
鋼鐵類報酬指數,125.24,+,0.67,0.54
橡膠類報酬指數,463.43,+,2.57,0.56
汽車類報酬指數,384.6,+,0.16,0.04
電子類報酬指數,530.99,-,0.72,-0.14
半導體類報酬指數,169.12,-,0.22,-0.13
電腦及週邊設備類報酬指數,152.79,-,1.02,-0.66
光電類報酬指數,49.66,+,0.19,0.38
通信網路類報酬指數,184.65,+,0.65,0.35
電子零組件類報酬指數,126.05,-,0.6,-0.47
電子通路類報酬指數,173.85,+,0.46,0.27
資訊服務類報酬指數,159.13,+,1.12,0.71
其他電子類報酬指數,94.65,-,0.28,-0.29
建材營造類報酬指數,367.31,+,0.59,0.16
航運類報酬指數,109.47,+,1.49,1.38
觀光類報酬指數,135.38,-,0.51,-0.38
金融保險類報酬指數,1360.02,+,4.42,0.33
貿易百貨類報酬指數,289.75,-,1.2,-0.41
油電燃氣類報酬指數,105.94,-,1.41,-1.31
其他類報酬指數,330.55,+,0.04,0.01
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","65908678188","1556801968","553840"
"2.台灣存託憑證","141068155","29126533","6082"
"3.受益憑證","0","0","0"
"4.ETF","5648510418","199421459","32071"
"5.受益證券","34315020","2160500","175"
"6.變更交易股票","108228672","9760720","1353"
"7.認購(售)權證","2580116720","2500184000","66058"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","66016906860","1566562688","555193"
"總計(1~12)","74420917173","4297455180","659579"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2491(5),330(5)
"下跌(跌停)",3520(23),389(1)
"持平",658,127
"未成交",4205,5
"無比價",717,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年02月05日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","4783568","980","329874632","69.05","69.25","68.8","69.1","-","0.3","69.05","512","69.1","353","0.00"
="0051  ","中100 ","7210","7","216888","30.09","30.09","30.09","30.09","-","0.08","30.09","1","30.17","1","0.00"
="0052  ","FB科技","2007","3","86602","43.27","43.27","43.03","43.03","-","0.29","42.98","1","43.27","10","0.00"
="0053  ","寶電子","4000","2","119300","29.83","29.83","29.82","29.82","-","0.15","29.69","3","29.93","2","0.00"
="0054  ","台商50","10013","7","233896","23.43","23.43","23.33","23.35","-","0.1","23.35","1","23.41","1","0.00"
="0055  ","寶金融","730000","76","10722600","14.67","14.72","14.67","14.71","+","0.04","14.71","8","14.72","30","0.00"
="0056  ","高股息","426956","119","10595121","24.83","24.83","24.78","24.81","-","0.02","24.81","1","24.83","2","0.00"
="0057  ","FB摩台","14000","4","588640","42.13","42.13","42.03","42.04","-","0.3","42.11","50","42.13","58","0.00"
="0058  ","FB發達","52000","51","2020330","38.94","38.96","38.82","38.85","-","0.16","38.89","10","39.16","10","0.00"
="0059  ","FB金融","2000","2","66160","33.07","33.09","33.07","33.09","+","0.1","32.5","2","33.6","3","0.00"
="0060  ","新台灣","3009","4","96782","32.16","32.19","32.14","32.14","-","0.05","31.99","2","32.3","1","0.00"
="0061  ","寶滬深","42363889","6439","746835793","17.7","17.85","17.42","17.59","+","0.25","17.58","5","17.59","117","0.00"
="006203","寶摩臺","39000","9","1281960","32.94","32.98","32.84","32.84","-","0.26","32.84","1","33.4","1","0.00"
="006204","豐臺灣","11174","11","529632","47.21","47.46","47.21","47.46","+","0.01","47.46","10","47.48","1","0.00"
="006205","FB上証","33089507","4534","1032746583","31.6","31.75","30.61","30.92","+","0.32","30.91","37","30.92","53","0.00"
="006206","元上證","31292505","4500","929111026","30.25","30.28","28.98","29.15","+","0.17","29.15","61","29.17","2","0.00"
="006207","FH滬深","18397490","2424","415291898","22.68","22.91","22.1","22.3","+","0.3","22.3","113","22.33","41","0.00"
="006208","FB台50","1000","1","39120","39.12","39.12","39.12","39.12","+","0.09","38.56","3","39.33","2","0.00"
="00631L","T50正2","912000","208","20529850","22.63","22.63","22.41","22.56","-","0.11","22.55","402","22.56","25","0.00"
="00632R","T50反1","2157011","311","40202604","18.6","18.67","18.6","18.61","+","0.01","18.6","157","18.61","406","0.00"
="00633L","上証2X","49688000","10349","1891242620","39.15","39.25","36.85","37.5","+","0.73","37.48","21","37.5","4","0.00"
="00634R","上証反","15273000","1511","200160380","12.98","13.35","12.89","13.23","-","0.15","13.22","108","13.23","528","0.00"
="0080  ","恒中國","800","4","356790","446","446.95","445","446","+","12.8","440","1","446.5","1","0.00"
="0081  ","恒香港","1100","7","932650","846.5","860","846.35","846.5","+","0.15","846.45","2","864","1","0.00"
="008201","上證50","160220","508","14628561","91.2","91.95","90.5","90.65","+","1.65","90.65","3","90.8","8","0.00"
="01001T","富邦R1","23000","5","370300","16.1","16.1","16.1","16.1","+","0.08","16.02","185","16.1","12","0.00"
="01002T","國泰R1","478500","61","8608660","17.97","18.05","17.97","18.05","+","0.08","18.02","4","18.05","62","0.00"
="01003T","新光R1","253000","23","3287760","13","13","12.98","13"," ","0","13","17","13.04","7","0.00"
="01004T","富邦R2","361000","32","4677010","12.88","13.08","12.86","13.08","+","0.17","13","9","13.08","10","0.00"
="01007T","國泰R2","781000","33","12397780","15.89","16","15.74","16","+","0.11","16","344","16.03","12","0.00"
="01008T","駿馬R1","264000","21","4973510","18.9","18.9","18.81","18.82","+","0.01","18.81","208","18.82","3","0.00"
"1101  ","台泥  ","5067369","2722","213939561","42.25","42.35","42.15","42.2","-","0.05","42.2","926","42.25","1","14.6"
"1102  ","亞泥  ","3018380","1731","115806780","38.3","38.5","38.2","38.5","+","0.15","38.45","1","38.5","52","14"
"1103  ","嘉泥  ","569264","117","7830420","13.8","13.8","13.7","13.75","-","0.05","13.75","6","13.8","180","7.47"
"1104  ","環泥  ","102112","68","2742047","26.9","26.95","26.75","26.8","-","0.1","26.8","15","26.9","16","11.75"
"1108  ","幸福  ","152001","58","1542610","10.1","10.2","10.1","10.1","-","0.05","10.1","91","10.15","5","12.95"
"1109  ","信大  ","60001","8","830363","13.8","13.85","13.8","13.85","+","0.05","13.8","12","13.85","46","15.39"
"1110  ","東泥  ","54733","25","895170","16.3","16.8","16.2","16.5","-","0.1","16.4","2","16.5","13","75"
"1201  ","味全  ","710151","312","17944631","25.25","25.45","25.15","25.45","+","0.2","25.4","13","25.5","38","31.04"
"1203  ","味王  ","35696","28","845670","23.7","23.8","23.65","23.75","+","0.1","23.75","1","23.8","6","28.27"
"1210  ","大成  ","3194739","1548","89899203","28","28.3","27.8","28.15","+","0.35","28.1","77","28.15","69","8.18"
"1213  ","大飲  ","31000","22","653550","21","21.3","21","21.15","-","0.05","21.1","1","21.15","4","105.75"
"1215  ","卜蜂  ","3208379","1400","89512648","27.5","28.15","27.4","27.75","+","0.4","27.75","38","27.85","13","8.95"
"1216  ","統一  ","11118522","3743","584637780","52.3","52.9","52.2","52.7","+","0.4","52.7","9","52.8","324","26.22"
"1217  ","愛之味","608327","224","4851080","7.95","8.01","7.91","8","+","0.06","7.97","1","8","5","0.00"
