

2015年01月19日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10641.07,+,34.27,0.32
發行量加權股價指數,9174.06,+,35.77,0.39
臺灣50指數,6651.36,+,66.07,1
臺灣中型100指數,7353.96,-,32.93,-0.45
臺灣資訊科技指數,8130.38,+,100.74,1.25
臺灣發達指數,7748.94,+,27.51,0.36
臺灣高股息指數,5790.91,+,7.74,0.13
臺灣就業99指數,5472.34,+,18.38,0.34
臺灣高薪100指數,5005.97,+,25.94,0.52
臺灣企業經營101指數,5850.65,+,37.27,0.64
臺灣低波動高股息指數,1405.32,+,5.09,0.36
未含金融保險股指數,7755.88,+,30.74,0.4
未含電子股指數,13042.91,+,38.35,0.29
未含金融電子股指數,11264.86,+,30.69,0.27
水泥窯製類指數,563.69,+,1.73,0.31
塑膠化工類指數,785.47,+,7.17,0.92
機電類指數,2063.45,+,9.28,0.45
水泥類指數,143.06,+,0.58,0.41
食品類指數,1193.16,-,4.91,-0.41
塑膠類指數,214.98,+,3.38,1.6
紡織纖維類指數,522.17,+,2.61,0.5
電機機械類指數,157.17,-,0.32,-0.2
電器電纜類指數,36.43,+,0.08,0.22
化學生技醫療類指數,103.76,-,0.25,-0.24
化學類指數,101.18,-,0.09,-0.09
生技醫療類指數,75.48,-,0.33,-0.44
玻璃陶瓷類指數,56.87,-,0.08,-0.14
造紙類指數,170.03,-,0.59,-0.35
鋼鐵類指數,100.46,+,0.15,0.15
橡膠類指數,371.87,-,0.9,-0.24
汽車類指數,321.49,+,2.82,0.88
電子類指數,366.73,+,1.74,0.48
半導體類指數,120.85,+,1.11,0.93
電腦及週邊設備類指數,103.69,+,0.41,0.4
光電類指數,40.8,+,0.27,0.67
通信網路類指數,119.19,-,0.03,-0.03
電子零組件類指數,86.56,+,0.18,0.21
電子通路類指數,114.03,+,0.1,0.09
資訊服務類指數,103.4,+,0.29,0.28
其他電子類指數,78.09,-,0.34,-0.43
建材營造類指數,280.3,-,3.85,-1.35
航運類指數,94.63,-,1.99,-2.06
觀光類指數,122.8,-,0.17,-0.14
金融保險類指數,1054,+,3.66,0.35
貿易百貨類指數,238.86,+,2.37,1
油電燃氣類指數,85.35,+,0.72,0.85
其他類指數,247.9,+,1.12,0.45
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10962.31,+,35.3,0.32
發行量加權股價報酬指數,13969.58,+,54.47,0.39
臺灣50報酬指數,10244.06,+,101.76,1
臺灣中型100報酬指數,10525.95,-,47.14,-0.45
臺灣資訊科技報酬指數,11859.43,+,146.94,1.25
臺灣發達報酬指數,10806.68,+,38.36,0.36
臺灣高股息報酬指數,9542.18,+,12.75,0.13
臺灣就業99報酬指數,6212.02,+,20.87,0.34
臺灣高薪100報酬指數,5046.72,+,26.15,0.52
臺灣企業經營101報酬指數,6249.82,+,39.81,0.64
臺灣低波動高股息報酬指數,2759.33,+,9.98,0.36
未含金融電子股報酬指數,17316.16,+,47.18,0.27
水泥類報酬指數,189.3,+,0.75,0.4
食品類報酬指數,1380.4,-,5.68,-0.41
塑膠類報酬指數,267.43,+,4.2,1.6
紡織纖維類報酬指數,639.49,+,3.2,0.5
電機機械類報酬指數,188.67,-,0.38,-0.2
電器電纜類報酬指數,40.77,+,0.09,0.22
化學生技醫療類報酬指數,125.87,-,0.3,-0.24
化學類報酬指數,125.32,-,0.1,-0.08
生技醫療類報酬指數,87.53,-,0.39,-0.44
玻璃陶瓷類報酬指數,60.63,-,0.08,-0.13
造紙類報酬指數,197.17,-,0.69,-0.35
鋼鐵類報酬指數,124.03,+,0.19,0.15
橡膠類報酬指數,440.78,-,1.07,-0.24
汽車類報酬指數,374.21,+,3.28,0.88
電子類報酬指數,511.05,+,2.41,0.47
半導體類報酬指數,161.78,+,1.48,0.92
電腦及週邊設備類報酬指數,148.58,+,0.58,0.39
光電類報酬指數,48.16,+,0.31,0.65
通信網路類報酬指數,182.54,-,0.04,-0.02
電子零組件類報酬指數,118.59,+,0.25,0.21
電子通路類報酬指數,167.08,+,0.15,0.09
資訊服務類報酬指數,156.13,+,0.43,0.28
其他電子類報酬指數,90.61,-,0.4,-0.44
建材營造類報酬指數,363.63,-,5,-1.36
航運類報酬指數,111.17,-,2.34,-2.06
觀光類報酬指數,135.68,-,0.18,-0.13
金融保險類報酬指數,1312.84,+,4.56,0.35
貿易百貨類報酬指數,278.1,+,2.77,1.01
油電燃氣類報酬指數,101.27,+,0.86,0.86
其他類報酬指數,316.87,+,1.44,0.46
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","75548504275","1905008959","666764"
"2.台灣存託憑證","170318796","42051280","4632"
"3.受益憑證","0","0","0"
"4.ETF","10774923044","380499182","69793"
"5.受益證券","10842614","734098","91"
"6.變更交易股票","261303038","27196589","4414"
"7.認購(售)權證","2785662870","2826919000","78880"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","75809807313","1932205548","671178"
"總計(1~12)","89551554637","5182409108","824574"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2583(9),262(3)
"下跌(跌停)",3728(46),491(4)
"持平",445,93
"未成交",3663,4
"無比價",854,0
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年01月19日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","17591339","2246","1166409008","66.3","66.75","66.05","66.25","+","0.75","66.25","33","66.3","24","0.00"
="0051  ","中100 ","23150","13","685310","29.65","29.72","29.52","29.7","+","0.19","29.42","3","29.78","51","0.00"
="0052  ","FB科技","7000","7","293220","41.66","41.96","41.66","41.93","+","0.47","41.73","20","41.95","25","0.00"
="0053  ","寶電子","13000","12","375260","28.78","28.99","28.78","28.8","+","0.16","28.8","1","28.83","3","0.00"
="0054  ","台商50","7000","7","156420","22.17","22.45","22.17","22.34","+","0.28","22.2","1","22.34","2","0.00"
="0055  ","寶金融","253200","67","3603604","14.27","14.3","14.18","14.18","-","0.01","14.21","41","14.24","2","0.00"
="0056  ","高股息","513249","228","12426836","24.22","24.34","24.09","24.15","+","0.06","24.12","1","24.15","3","0.00"
="0057  ","FB摩台","521000","91","21181640","40.56","40.92","40.46","40.54","+","0.18","40.57","100","40.58","116","0.00"
="0058  ","FB發達","11000","6","412530","37.33","37.53","37.33","37.51","+","0.36","37.27","21","37.43","6","0.00"
="0059  ","FB金融","6000","5","192640","32.06","32.17","31.98","31.98","+","0.2","31.85","30","31.86","2","0.00"
="0060  ","新台灣","5000","4","156390","31.07","31.38","31.07","31.33","+","0.41","30.81","2","--","0","0.00"
="0061  ","寶滬深","96137492","16684","1644734736","17.92","17.92","16.39","16.63","-","1.34","16.63","10","16.64","291","0.00"
="006203","寶摩臺","6000","6","191180","31.65","31.97","31.65","31.85","+","0.35","31.7","1","32","130","0.00"
="006204","豐臺灣","46000","10","2111640","45.72","46.09","45.69","45.69","+","0.19","45.65","15","45.73","2","0.00"
="006205","FB上証","56464297","9855","1723789417","31.96","31.96","29.26","29.35","-","3.25","29.35","9","29.37","70","0.00"
="006206","元上證","55238010","9867","1639046579","31.12","31.32","28.29","28.55","-","3.54","28.55","33","28.56","13","0.00"
="006207","FH滬深","29462330","5682","653457205","23.23","23.26","21.3","21.63","-","2.08","21.62","11","21.63","282","0.00"
="006208","FB台50","6000","3","224490","37.48","37.48","37.4","37.41","+","0.28","37.24","37","37.45","30","0.00"
="00631L","T50正2","6366000","461","133985420","21","21.27","20.84","20.95","+","0.29","20.93","8","20.95","353","0.00"
="00632R","T50反1","9907000","805","190829110","19.18","19.35","19.12","19.31","-","0.09","19.3","9","19.31","191","0.00"
="00633L","上証2X","78869000","18057","3116851334","43.95","43.95","36","36.26","-","9.35","36.26","49","36.28","7","0.00"
="00634R","上証反","28184215","3517","379551620","12.98","13.9","12.9","13.87","+","1.27","13.87","17","13.88","358","0.00"
="0080  ","恒中國","2600","12","1123300","444","444","426","426","-","28.5","425","1","440","1","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","822","1","888","1","0.00"
="008201","上證50","859300","2148","83134155","101","104.5","90","91.1","-","8.4","91.1","40","91.5","2","0.00"
