

2014年12月30日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10762.92,-,18.09,-0.17
發行量加權股價指數,9268.43,-,17.85,-0.19
臺灣50指數,6701.51,-,21.97,-0.33
臺灣中型100指數,7441.02,-,3.77,-0.05
臺灣資訊科技指數,8123.58,-,40.52,-0.5
臺灣發達指數,7830.19,-,13.16,-0.17
臺灣高股息指數,5797.63,+,4.88,0.08
臺灣就業99指數,5509.21,-,6.83,-0.12
臺灣高薪100指數,5053.36,-,10.59,-0.21
臺灣企業經營101指數,5878.25,-,18.21,-0.31
臺灣低波動高股息指數,1407.9,+,0.98,0.07
未含金融保險股指數,7816.9,-,17.54,-0.22
未含電子股指數,13240.04,-,28.3,-0.21
未含金融電子股指數,11385.35,-,34.86,-0.31
水泥窯製類指數,578.29,+,1.34,0.23
塑膠化工類指數,784.29,-,5.21,-0.66
機電類指數,2077.51,-,3.75,-0.18
水泥類指數,146.45,+,0.22,0.15
食品類指數,1203.32,+,0.86,0.07
塑膠類指數,213.09,-,1.88,-0.87
紡織纖維類指數,527.3,-,3.06,-0.58
電機機械類指數,160.66,-,0.56,-0.35
電器電纜類指數,37.76,-,0.15,-0.4
化學生技醫療類指數,105.13,-,0.4,-0.38
化學類指數,102.01,-,0.61,-0.59
生技醫療類指數,76.97,-,0.08,-0.1
玻璃陶瓷類指數,58.94,+,0.35,0.6
造紙類指數,175.53,-,0.91,-0.52
鋼鐵類指數,101.56,-,0.39,-0.38
橡膠類指數,375.16,-,0.76,-0.2
汽車類指數,342.74,-,2.89,-0.84
電子類指數,368.98,-,0.64,-0.17
半導體類指數,121.99,-,0.53,-0.43
電腦及週邊設備類指數,104.38,+,0.2,0.19
光電類指數,40.01,-,0.35,-0.87
通信網路類指數,116.62,+,0.61,0.53
電子零組件類指數,87.83,-,0.18,-0.2
電子通路類指數,114.28,+,0.13,0.11
資訊服務類指數,105.45,+,1.12,1.07
其他電子類指數,80.69,+,0.1,0.12
建材營造類指數,290.69,-,0.54,-0.19
航運類指數,89.55,+,0.86,0.97
觀光類指數,123.85,+,0.76,0.62
金融保險類指數,1081.41,+,0.12,0.01
貿易百貨類指數,249.19,+,0.32,0.13
油電燃氣類指數,88.64,-,0.51,-0.57
其他類指數,245.28,-,0.44,-0.18
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11087.84,-,18.65,-0.17
發行量加權股價報酬指數,14113.28,-,27.17,-0.19
臺灣50報酬指數,10321.31,-,33.83,-0.33
臺灣中型100報酬指數,10650.57,-,5.39,-0.05
臺灣資訊科技報酬指數,11849.5,-,59.12,-0.5
臺灣發達報酬指數,10920,-,18.35,-0.17
臺灣高股息報酬指數,9553.25,+,8.04,0.08
臺灣就業99報酬指數,6253.87,-,7.75,-0.12
臺灣高薪100報酬指數,5094.5,-,10.68,-0.21
臺灣企業經營101報酬指數,6279.3,-,19.46,-0.31
臺灣低波動高股息報酬指數,2764.4,+,1.92,0.07
未含金融電子股報酬指數,17501.38,-,53.59,-0.31
水泥類報酬指數,193.8,+,0.3,0.16
食品類報酬指數,1392.14,+,0.98,0.07
塑膠類報酬指數,265.08,-,2.33,-0.87
紡織纖維類報酬指數,645.77,-,3.75,-0.58
電機機械類報酬指數,192.86,-,0.66,-0.34
電器電纜類報酬指數,42.26,-,0.17,-0.4
化學生技醫療類報酬指數,127.53,-,0.48,-0.37
化學類報酬指數,126.35,-,0.75,-0.59
生技醫療類報酬指數,89.25,-,0.1,-0.11
玻璃陶瓷類報酬指數,62.83,+,0.37,0.59
造紙類報酬指數,203.55,-,1.05,-0.51
鋼鐵類報酬指數,125.39,-,0.48,-0.38
橡膠類報酬指數,444.69,-,0.9,-0.2
汽車類報酬指數,398.95,-,3.36,-0.84
電子類報酬指數,514.19,-,0.89,-0.17
半導體類報酬指數,163.32,-,0.7,-0.43
電腦及週邊設備類報酬指數,149.57,+,0.29,0.19
光電類報酬指數,47.23,-,0.42,-0.88
通信網路類報酬指數,178.6,+,0.93,0.52
電子零組件類報酬指數,120.33,-,0.24,-0.2
電子通路類報酬指數,167.45,+,0.19,0.11
資訊服務類報酬指數,159.24,+,1.69,1.07
其他電子類報酬指數,93.63,+,0.12,0.13
建材營造類報酬指數,377.11,-,0.7,-0.19
航運類報酬指數,105.19,+,1,0.96
