

2014年12月26日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10697.17,+,66.13,0.62
發行量加權股價指數,9214.07,+,55.37,0.6
臺灣50指數,6663.28,+,44.15,0.67
臺灣中型100指數,7392.37,+,25.39,0.34
臺灣資訊科技指數,8066.4,+,64.16,0.8
臺灣發達指數,7787.43,+,35.84,0.46
臺灣高股息指數,5748.27,+,15.24,0.27
臺灣就業99指數,5480.8,+,22.74,0.42
臺灣高薪100指數,5031.82,+,23.84,0.48
臺灣企業經營101指數,5856.74,+,30.4,0.52
臺灣低波動高股息指數,1399.02,+,3.7,0.27
未含金融保險股指數,7769.79,+,48.19,0.62
未含電子股指數,13195.93,+,68.61,0.52
未含金融電子股指數,11354.46,+,60.97,0.54
水泥窯製類指數,571.41,+,0.09,0.02
塑膠化工類指數,782.26,+,2.68,0.34
機電類指數,2060.91,+,13.47,0.66
水泥類指數,145.29,+,0.04,0.03
食品類指數,1193.13,+,0.36,0.03
塑膠類指數,213.08,+,1.18,0.56
紡織纖維類指數,527.96,+,1.65,0.31
電機機械類指數,159.6,+,0.26,0.16
電器電纜類指數,37.68,+,0.16,0.43
化學生技醫療類指數,104.16,+,0.24,0.23
化學類指數,101.1,+,0.02,0.02
生技醫療類指數,76.23,+,0.38,0.5
玻璃陶瓷類指數,57.13,-,0.01,-0.02
造紙類指數,175.47,+,0.26,0.15
鋼鐵類指數,101.75,+,0.78,0.77
橡膠類指數,373.65,-,1.16,-0.31
汽車類指數,343.74,+,3.15,0.92
電子類指數,366,+,2.46,0.68
半導體類指數,120.69,+,1.13,0.95
電腦及週邊設備類指數,103.17,+,0.47,0.46
光電類指數,39.94,+,0.47,1.19
通信網路類指數,115.49,+,0.25,0.22
電子零組件類指數,87.25,+,0.48,0.55
電子通路類指數,113.8,+,0.18,0.16
資訊服務類指數,103.9,+,1.43,1.4
其他電子類指數,80.72,+,0.14,0.17
建材營造類指數,291.74,+,2.87,0.99
航運類指數,89.08,+,0.26,0.29
觀光類指數,121.79,+,0.2,0.16
金融保險類指數,1076.18,+,5.15,0.48
貿易百貨類指數,246.95,+,2.27,0.93
油電燃氣類指數,89.18,+,1.33,1.51
其他類指數,243.75,+,1.41,0.58
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11020.11,+,68.13,0.62
發行量加權股價報酬指數,14030.5,+,84.31,0.6
臺灣50報酬指數,10262.43,+,68.01,0.67
臺灣中型100報酬指數,10580.93,+,36.35,0.34
臺灣資訊科技報酬指數,11766.1,+,93.59,0.8
臺灣發達報酬指數,10860.36,+,49.98,0.46
臺灣高股息報酬指數,9471.93,+,25.13,0.27
臺灣就業99報酬指數,6221.62,+,25.82,0.42
臺灣高薪100報酬指數,5072.79,+,24.03,0.48
臺灣企業經營101報酬指數,6256.33,+,32.48,0.52
臺灣低波動高股息報酬指數,2746.97,+,7.26,0.26
未含金融電子股報酬指數,17453.9,+,93.73,0.54
水泥類報酬指數,192.25,+,0.04,0.02
食品類報酬指數,1380.36,+,0.42,0.03
塑膠類報酬指數,265.06,+,1.47,0.56
紡織纖維類報酬指數,646.58,+,2.02,0.31
電機機械類報酬指數,191.57,+,0.31,0.16
電器電纜類報酬指數,42.17,+,0.18,0.43
化學生技醫療類報酬指數,126.35,+,0.28,0.22
化學類報酬指數,125.22,+,0.03,0.02
生技醫療類報酬指數,88.4,+,0.44,0.5
玻璃陶瓷類報酬指數,60.9,-,0.01,-0.02
造紙類報酬指數,203.48,+,0.31,0.15
鋼鐵類報酬指數,125.62,+,0.96,0.77
橡膠類報酬指數,442.89,-,1.38,-0.31
汽車類報酬指數,400.11,+,3.67,0.93
電子類報酬指數,510.04,+,3.43,0.68
半導體類報酬指數,161.57,+,1.51,0.94
電腦及週邊設備類報酬指數,147.83,+,0.67,0.46
光電類報酬指數,47.15,+,0.56,1.2
通信網路類報酬指數,176.87,+,0.38,0.22
電子零組件類報酬指數,119.53,+,0.66,0.56
電子通路類報酬指數,166.74,+,0.27,0.16
資訊服務類報酬指數,156.89,+,2.15,1.39
其他電子類報酬指數,93.66,+,0.16,0.17
建材營造類報酬指數,378.47,+,3.73,1
航運類報酬指數,104.64,+,0.3,0.29
觀光類報酬指數,134.56,+,0.22,0.16
金融保險類報酬指數,1340.47,+,6.41,0.48
貿易百貨類報酬指數,287.51,+,2.64,0.93
油電燃氣類報酬指數,105.81,+,1.57,1.51
其他類報酬指數,311.56,+,1.8,0.58
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","49125859188","1678262750","530600"
"2.台灣存託憑證","76454087","19365903","2891"
"3.受益憑證","0","0","0"
"4.ETF","5690050265","180763850","29688"
"5.受益證券","25261260","1515000","99"
"6.變更交易股票","15177268","5387578","777"
"7.認購(售)權證","2149111580","2083429000","54436"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","49141036456","1683650328","531377"
"總計(1~12)","57081913648","3968724081","618491"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2619(13),483(11)
"下跌(跌停)",2428(35),233(1)
"持平",756,127
"未成交",4511,5
"無比價",1039,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年12月26日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","21313397","1492","1417849961","66.35","66.5","66.2","66.45","+","0.15","66.45","84","66.5","653","0.00"
="0051  ","中100 ","5020","6","148170","29.57","29.57","29.47","29.52","+","0.09","29.5","2","29.55","2","0.00"
