

2014年10月07日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10528.49,-,68.53,-0.65
發行量加權股價指數,9040.81,-,54.33,-0.6
臺灣50指數,6467.77,-,33.6,-0.52
臺灣中型100指數,7258.38,-,57.04,-0.78
臺灣資訊科技指數,7455.62,-,78.61,-1.04
臺灣發達指數,7848.34,-,26.43,-0.34
臺灣高股息指數,5674.15,-,35.33,-0.62
臺灣就業99指數,5404.9,-,22.3,-0.41
臺灣高薪100指數,4958.04,-,24.49,-0.49
臺灣企業經營101指數,5732.09,-,25.38,-0.44
臺灣低波動高股息指數,1412.35,-,5.78,-0.41
未含金融保險股指數,7589.75,-,51.92,-0.68
未含電子股指數,13111.02,-,40.29,-0.31
未含金融電子股指數,11208.88,-,44.51,-0.4
水泥窯製類指數,583.49,-,3.05,-0.52
塑膠化工類指數,781.4,-,4.51,-0.57
機電類指數,2004.48,-,17.71,-0.88
水泥類指數,147.69,-,0.46,-0.31
食品類指數,1245.89,-,13.49,-1.07
塑膠類指數,213.26,-,1.46,-0.68
紡織纖維類指數,509.47,-,2.1,-0.41
電機機械類指數,164.83,-,2.16,-1.29
電器電纜類指數,38.41,-,0.45,-1.16
化學生技醫療類指數,107.06,-,0.46,-0.43
化學類指數,100.21,-,0.3,-0.3
生技醫療類指數,81.92,-,0.47,-0.57
玻璃陶瓷類指數,59.62,-,0.93,-1.54
造紙類指數,180.15,-,0.52,-0.29
鋼鐵類指數,100.31,+,0.55,0.55
橡膠類指數,357.59,-,1.22,-0.34
汽車類指數,316.3,+,4.04,1.29
電子類指數,355.15,-,3.07,-0.86
半導體類指數,111.52,-,1.13,-1
電腦及週邊設備類指數,101.33,-,1.23,-1.2
光電類指數,38.57,-,0.7,-1.78
通信網路類指數,110.9,+,0.1,0.09
電子零組件類指數,90.27,+,0.07,0.08
電子通路類指數,112.7,-,0.56,-0.49
資訊服務類指數,100.73,-,1.1,-1.08
其他電子類指數,87.6,-,0.83,-0.94
建材營造類指數,277.39,-,2.45,-0.88
航運類指數,76.08,-,0.46,-0.6
觀光類指數,137.77,-,0.61,-0.44
金融保險類指數,1085.95,-,1.03,-0.09
貿易百貨類指數,242.55,+,2.59,1.08
