

2014年11月18日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10237.04,-,41.6,-0.4
發行量加權股價指數,8859.07,-,25.32,-0.28
臺灣50指數,6490.52,-,7.21,-0.11
臺灣中型100指數,6988.23,-,36.32,-0.52
臺灣資訊科技指數,7567.07,-,83.33,-1.09
臺灣發達指數,7662.15,+,38.59,0.51
臺灣高股息指數,5478.82,-,21.81,-0.4
臺灣就業99指數,5323.6,-,19.04,-0.36
臺灣高薪100指數,4936.55,-,0.27,-0.01
臺灣企業經營101指數,5716.54,+,6.45,0.11
臺灣低波動高股息指數,1363.17,-,0.14,-0.01
未含金融保險股指數,7413.01,-,25.66,-0.34
未含電子股指數,12833.74,+,46.79,0.37
未含金融電子股指數,10875.09,+,53.41,0.49
水泥窯製類指數,582.2,+,2.71,0.47
塑膠化工類指數,753.18,+,4.55,0.61
機電類指數,1961.3,-,17.36,-0.88
水泥類指數,149.39,+,0.74,0.5
食品類指數,1186.87,-,5.67,-0.48
塑膠類指數,205.92,+,2.8,1.38
紡織纖維類指數,497.29,-,3.2,-0.64
電機機械類指數,150.5,-,1.58,-1.04
電器電纜類指數,37,-,0.69,-1.83
化學生技醫療類指數,97.56,-,0.91,-0.92
化學類指數,93.27,-,0.57,-0.61
生技醫療類指數,72.76,-,0.97,-1.32
玻璃陶瓷類指數,55.57,+,0.17,0.31
造紙類指數,169.88,+,0.36,0.21
鋼鐵類指數,97.72,-,0.04,-0.04
橡膠類指數,366.2,-,1.76,-0.48
汽車類指數,333.4,+,12.65,3.94
電子類指數,348.35,-,3.04,-0.87
半導體類指數,112.98,-,1.57,-1.37
電腦及週邊設備類指數,96.41,-,0.36,-0.37
光電類指數,36.1,-,0.39,-1.07
通信網路類指數,112.43,-,0.28,-0.25
電子零組件類指數,80.58,-,0.8,-0.98
電子通路類指數,108.79,-,0.84,-0.77
資訊服務類指數,91.72,-,1.02,-1.1
其他電子類指數,85.06,-,0.1,-0.12
建材營造類指數,265.62,-,1.02,-0.38
航運類指數,78.56,-,1.41,-1.76
觀光類指數,122.53,-,0.66,-0.54
金融保險類指數,1085.2,+,0.8,0.07
貿易百貨類指數,228.45,+,1.14,0.5
油電燃氣類指數,90.24,+,2.27,2.58
其他類指數,228.68,+,2.4,1.06
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10546.05,-,42.86,-0.4
發行量加權股價報酬指數,13489.93,-,38.56,-0.29
臺灣50報酬指數,9996.35,-,11.1,-0.11
臺灣中型100報酬指數,10002.48,-,51.98,-0.52
臺灣資訊科技報酬指數,11037.75,-,121.55,-1.09
臺灣發達報酬指數,10685.65,+,53.82,0.51
臺灣高股息報酬指數,9027.92,-,35.94,-0.4
臺灣就業99報酬指數,6043.17,-,21.62,-0.36
臺灣高薪100報酬指數,4976.74,-,0.28,-0.01
臺灣企業經營101報酬指數,6106.56,+,6.9,0.11
臺灣低波動高股息報酬指數,2676.58,-,0.28,-0.01
未含金融電子股報酬指數,16717.02,+,82.11,0.49
水泥類報酬指數,197.69,+,0.99,0.5
食品類報酬指數,1373.12,-,6.56,-0.48
塑膠類報酬指數,256.16,+,3.49,1.38
紡織纖維類報酬指數,609.03,-,3.91,-0.64
電機機械類報酬指數,180.66,-,1.89,-1.04
電器電纜類報酬指數,41.41,-,0.77,-1.83
化學生技醫療類報酬指數,118.35,-,1.1,-0.92
化學類報酬指數,115.52,-,0.7,-0.6
生技醫療類報酬指數,84.38,-,1.12,-1.31
玻璃陶瓷類報酬指數,59.24,+,0.18,0.3
造紙類報酬指數,197,+,0.42,0.21
鋼鐵類報酬指數,120.64,-,0.06,-0.05
橡膠類報酬指數,434.06,-,2.09,-0.48
汽車類報酬指數,388.08,+,14.72,3.94
電子類報酬指數,485.44,-,4.24,-0.87
半導體類報酬指數,151.25,-,2.1,-1.37
電腦及週邊設備類報酬指數,138.15,-,0.52,-0.37
光電類報酬指數,42.62,-,0.46,-1.07
通信網路類報酬指數,172.18,-,0.43,-0.25
電子零組件類報酬指數,110.39,-,1.1,-0.99
電子通路類報酬指數,159.39,-,1.24,-0.77
資訊服務類報酬指數,138.51,-,1.53,-1.09
其他電子類報酬指數,98.69,-,0.12,-0.12
建材營造類報酬指數,344.59,-,1.32,-0.38
航運類報酬指數,92.28,-,1.67,-1.78
觀光類報酬指數,135.38,-,0.73,-0.54
金融保險類報酬指數,1351.7,+,1,0.07
貿易百貨類報酬指數,265.97,+,1.33,0.5
油電燃氣類報酬指數,107.07,+,2.7,2.59
其他類報酬指數,292.3,+,3.07,1.06
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","73930464011","1903480204","672674"
"2.台灣存託憑證","53563458","15206119","2176"
"3.受益憑證","0","0","0"
"4.ETF","2318903686","108567158","14148"
"5.受益證券","37893340","2202000","192"
"6.變更交易股票","120183739","40078876","3314"
"7.認購(售)權證","3067319670","3257230000","73573"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","74050647750","1943559080","675988"
"總計(1~12)","79528327904","5326764357","766077"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1816(8),150(4)
"下跌(跌停)",4001(100),608(15)
"持平",364,83
"未成交",4072,1
"無比價",950,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年11月18日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
