

2015年04月21日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11056.48,-,35.59,-0.32
發行量加權股價指數,9533.98,-,18.87,-0.2
臺灣50指數,6921.9,+,7.08,0.1
臺灣中型100指數,7499.72,-,25.47,-0.34
臺灣資訊科技指數,7997.45,-,13.22,-0.17
臺灣發達指數,8254,+,10.04,0.12
臺灣高股息指數,5841.19,-,17.3,-0.3
臺灣就業99指數,5786.38,+,0.78,0.01
臺灣高薪100指數,5250.01,+,0.64,0.01
臺灣企業經營101指數,6115.91,-,0.5,-0.01
臺灣低波動高股息指數,1444.49,-,3.14,-0.22
未含金融保險股指數,7997.94,-,20.6,-0.26
未含電子股指數,13892.43,-,2.38,-0.02
未含金融電子股指數,11879.3,-,11.23,-0.09
水泥窯製類指數,576.12,+,0.7,0.12
塑膠化工類指數,839.94,+,3.75,0.45
機電類指數,2098.63,-,7.91,-0.38
水泥類指數,147.92,+,0.46,0.31
食品類指數,1232.73,+,0.67,0.05
塑膠類指數,238.27,+,2.71,1.15
紡織纖維類指數,575,-,3.85,-0.67
電機機械類指數,160.91,-,1.24,-0.76
電器電纜類指數,36.65,-,0.3,-0.81
化學生技醫療類指數,105.73,-,1.45,-1.35
化學類指數,104.72,-,1.18,-1.11
生技醫療類指數,75.36,-,1.29,-1.68
玻璃陶瓷類指數,54.81,-,0.48,-0.87
造紙類指數,172.13,-,0.84,-0.49
鋼鐵類指數,99.17,-,0.03,-0.03
橡膠類指數,364.34,-,1.11,-0.3
汽車類指數,325.29,-,2.64,-0.81
電子類指數,372.92,-,1.35,-0.36
半導體類指數,119.59,-,0.23,-0.19
電腦及週邊設備類指數,106.08,-,0.71,-0.66
光電類指數,40.69,-,0.2,-0.49
通信網路類指數,118.18,+,0.55,0.47
電子零組件類指數,91.64,-,1.07,-1.15
電子通路類指數,114.47,-,1.67,-1.44
資訊服務類指數,102.73,-,1.61,-1.54
其他電子類指數,87.51,-,0.49,-0.56
建材營造類指數,301.82,-,1.18,-0.39
航運類指數,95.11,-,0.14,-0.15
觀光類指數,120.85,-,0.82,-0.67
金融保險類指數,1150.17,+,1.92,0.17
貿易百貨類指數,231.64,+,0.04,0.02
油電燃氣類指數,97.36,+,0.05,0.05
其他類指數,277.51,-,1.59,-0.57
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11390.27,-,36.66,-0.32
發行量加權股價報酬指數,14517.63,-,28.74,-0.2
臺灣50報酬指數,10660.73,+,10.9,0.1
臺灣中型100報酬指數,10734.58,-,36.46,-0.34
臺灣資訊科技報酬指數,11665.53,-,19.28,-0.17
臺灣發達報酬指數,11511.04,+,14,0.12
臺灣高股息報酬指數,9625.03,-,28.51,-0.3
臺灣就業99報酬指數,6568.5,+,0.88,0.01
臺灣高薪100報酬指數,5292.76,+,0.65,0.01
臺灣企業經營101報酬指數,6533.18,-,0.53,-0.01
臺灣低波動高股息報酬指數,2836.26,-,6.16,-0.22
未含金融電子股報酬指數,18260.68,-,17.25,-0.09
水泥類報酬指數,195.74,+,0.61,0.31
食品類報酬指數,1426.18,+,0.78,0.05
塑膠類報酬指數,296.4,+,3.38,1.15
紡織纖維類報酬指數,704.2,-,4.71,-0.66
電機機械類報酬指數,193.16,-,1.47,-0.76
電器電纜類報酬指數,41.02,-,0.33,-0.8
化學生技醫療類報酬指數,128.26,-,1.76,-1.35
化學類報酬指數,129.7,-,1.46,-1.11
生技醫療類報酬指數,87.39,-,1.5,-1.69
玻璃陶瓷類報酬指數,58.43,-,0.52,-0.88
造紙類報酬指數,199.61,-,0.97,-0.48
鋼鐵類報酬指數,122.44,-,0.04,-0.03
橡膠類報酬指數,431.85,-,1.32,-0.3
汽車類報酬指數,378.64,-,3.07,-0.8
電子類報酬指數,519.68,-,1.88,-0.36
半導體類報酬指數,160.1,-,0.31,-0.19
電腦及週邊設備類報酬指數,152.01,-,1.02,-0.67
光電類報酬指數,48.04,-,0.23,-0.48
通信網路類報酬指數,180.98,+,0.83,0.46
電子零組件類報酬指數,125.54,-,1.47,-1.16
電子通路類報酬指數,167.72,-,2.45,-1.44
資訊服務類報酬指數,155.13,-,2.43,-1.54
其他電子類報酬指數,101.54,-,0.57,-0.56
建材營造類報酬指數,391.55,-,1.53,-0.39
航運類報酬指數,111.73,-,0.17,-0.15
觀光類報酬指數,133.53,-,0.91,-0.68
金融保險類報酬指數,1432.63,+,2.4,0.17
貿易百貨類報酬指數,269.69,+,0.05,0.02
油電燃氣類報酬指數,115.52,+,0.06,0.05
其他類報酬指數,354.71,-,2.03,-0.57
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","85590483864","2139542897","738505"
"2.台灣存託憑證","121455200","17009724","2972"
"3.受益憑證","0","0","0"
"4.ETF","5526353746","183839924","32847"
"5.受益證券","27403514","1573010","369"
"6.變更交易股票","31203907","6099475","1252"
"7.認購(售)權證","3166585780","2825244000","85629"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","85621687771","2145642372","739757"
"總計(1~12)","94463486011","5173309030","861574"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2138(6),141(4)
"下跌(跌停)",3953(45),638(11)
"持平",501,74
"未成交",3624,2
"無比價",881,2
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年04月21日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","2864363","776","197793548","69.05","69.3","68.85","68.95"," ","0","68.9","117","68.95","112","0.00"
="0051  ","中100 ","6000","5","180630","30.1","30.15","30.08","30.08","-","0.03","30.08","2","30.29","6","0.00"
="0052  ","FB科技","16000","8","661540","41.41","41.44","41.14","41.2","-","0.24","41.11","10","41.39","25","0.00"
="0053  ","寶電子","6000","5","176280","29.53","29.53","29.31","29.31","-","0.14","29.28","5","29.44","2","0.00"
="0054  ","台商50","13000","13","311730","23.97","24.1","23.92","24.04","+","0.19","23.84","3","24.04","1","0.00"
="0055  ","寶金融","576000","90","8927800","15.52","15.56","15.48","15.5","-","0.02","15.5","197","15.54","21","0.00"
="0056  ","高股息","1056698","343","25825496","24.45","24.56","24.35","24.4","-","0.05","24.4","3","24.42","1","0.00"
="0057  ","FB摩台","2000","2","84230","42.14","42.14","42.09","42.09","+","0.15","41.94","50","42","58","0.00"
="0058  ","FB發達","0","0","0","--","--","--","--"," ","0","39.46","29","39.66","14","0.00"
="0059  ","FB金融","11000","3","385660","35.06","35.06","35.06","35.06","+","0.03","35.01","36","35.19","10","0.00"
="0060  ","新台灣","1000","1","33170","33.17","33.17","33.17","33.17","+","0.16","32.71","2","33.4","1","0.00"
="0061  ","寶滬深","23944599","4654","490454199","20.4","20.6","20.36","20.41","-","0.26","20.41","280","20.42","6","0.00"
="006203","寶摩臺","0","0","0","--","--","--","--"," ","0","32.41","2","33.3","1","0.00"
="006204","豐臺灣","5000","5","237970","47.69","47.69","47.49","47.49","+","0.03","47.56","15","47.69","15","0.00"
="006205","FB上証","21406440","4493","822659872","38.49","38.73","38.18","38.37","-","0.48","38.37","36","38.38","42","0.00"
="006206","元上證","12636945","2570","454237100","36.01","36.34","35.63","35.84","-","0.56","35.84","41","35.85","29","0.00"
="006207","FH滬深","14590999","2547","402553881","27.7","27.79","27.33","27.75","-","0.25","27.73","3","27.75","143","0.00"
="006208","FB台50","6000","2","234050","39","39.01","39","39.01","+","0.01","38.97","40","39.18","39","0.00"
="00631L","T50正2","737000","197","16602050","22.65","22.7","22.43","22.47","-","0.06","22.46","38","22.47","1","0.00"
="00632R","T50反1","3126000","483","57832060","18.46","18.56","18.4","18.51","+","0.02","18.51","501","18.52","6","0.00"
="00633L","上証2X","32782500","7931","1915154649","58.5","59.35","57.5","58.6","-","1.5","58.6","448","58.7","514","0.00"
="00634R","上証反","38964201","3643","394790975","10.12","10.23","10","10.1","+","0.15","10.1","137","10.11","184","0.00"
="00635U","元黃金","2443000","363","48573700","19.91","19.91","19.86","19.9","-","0.13","19.9","3","19.92","331","0.00"
="00636 ","CFA50 ","28202662","3392","612391754","21.8","21.92","21.54","21.71","-","0.39","21.71","17","21.72","20","0.00"
="0080  ","恒中國","44201","165","26445410","590","619","580","602.1","+","6.1","602.1","13","609","15","0.00"
