

2014年11月07日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10319.12,+,32,0.31
發行量加權股價指數,8912.62,+,21.6,0.24
臺灣50指數,6499.11,-,1.32,-0.02
臺灣中型100指數,7062.98,+,66.49,0.95
臺灣資訊科技指數,7562.54,+,17.29,0.23
臺灣發達指數,7709.32,+,13.78,0.18
臺灣高股息指數,5561.7,+,12.56,0.23
臺灣就業99指數,5345.02,+,2.53,0.05
臺灣高薪100指數,4948.66,-,5.39,-0.11
臺灣企業經營101指數,5724.76,-,5.65,-0.1
臺灣低波動高股息指數,1378.9,-,2.55,-0.18
未含金融保險股指數,7460.37,+,21.84,0.29
未含電子股指數,12893.99,-,9.03,-0.07
未含金融電子股指數,10929.48,-,8.22,-0.08
水泥窯製類指數,588.36,-,1.63,-0.28
塑膠化工類指數,763.35,-,3.22,-0.42
機電類指數,1975.79,+,10.7,0.54
水泥類指數,149.97,-,1.13,-0.75
食品類指數,1209.91,-,5.58,-0.46
塑膠類指數,206.5,-,2.15,-1.03
紡織纖維類指數,502.35,+,1.62,0.32
電機機械類指數,151.63,+,1.67,1.11
電器電纜類指數,38.02,+,0.14,0.37
化學生技醫療類指數,101.17,+,0.52,0.52
化學類指數,96,+,0.25,0.26
生技醫療類指數,76.15,+,0.62,0.82
玻璃陶瓷類指數,58.1,+,1.22,2.14
造紙類指數,174.14,+,0.83,0.48
鋼鐵類指數,98.43,-,0.63,-0.64
橡膠類指數,375.98,+,2.81,0.75
汽車類指數,319.15,-,2.42,-0.75
電子類指數,350.88,+,1.84,0.53
半導體類指數,112.98,+,0.13,0.12
電腦及週邊設備類指數,97.42,+,0.27,0.28
光電類指數,37.04,+,1.3,3.64
通信網路類指數,112.9,-,0.55,-0.48
電子零組件類指數,81.87,+,1.09,1.35
電子通路類指數,110.5,+,0.63,0.57
資訊服務類指數,95.34,+,0.31,0.33
其他電子類指數,86.02,+,0.54,0.63
建材營造類指數,267.23,+,5.29,2.02
航運類指數,79.41,+,0.35,0.44
觀光類指數,122.18,-,0.74,-0.6
金融保險類指數,1089.53,-,0.63,-0.06
貿易百貨類指數,232.66,-,3.21,-1.36
油電燃氣類指數,88.83,+,0.1,0.11
其他類指數,227.86,+,0.74,0.33
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10630.56,+,32.96,0.31
發行量加權股價報酬指數,13571.43,+,32.89,0.24
臺灣50報酬指數,10009.58,-,2.03,-0.02
臺灣中型100報酬指數,10109.46,+,95.17,0.95
臺灣資訊科技報酬指數,11031.14,+,25.22,0.23
臺灣發達報酬指數,10751.44,+,19.23,0.18
臺灣高股息報酬指數,9164.5,+,20.71,0.23
臺灣就業99報酬指數,6067.49,+,2.88,0.05
臺灣高薪100報酬指數,4988.95,-,5.44,-0.11
臺灣企業經營101報酬指數,6115.35,-,6.03,-0.1
臺灣低波動高股息報酬指數,2707.46,-,5.01,-0.18
未含金融電子股報酬指數,16800.46,-,12.64,-0.08
水泥類報酬指數,198.45,-,1.49,-0.75
食品類報酬指數,1399.78,-,6.44,-0.46
塑膠類報酬指數,256.87,-,2.68,-1.03
紡織纖維類報酬指數,615.22,+,1.98,0.32
電機機械類報酬指數,182.01,+,2.01,1.12
電器電纜類報酬指數,42.55,+,0.15,0.35
化學生技醫療類報酬指數,122.71,+,0.64,0.52
化學類報酬指數,118.9,+,0.32,0.27
生技醫療類報酬指數,88.28,+,0.72,0.82
玻璃陶瓷類報酬指數,61.94,+,1.31,2.16
造紙類報酬指數,201.94,+,0.97,0.48
鋼鐵類報酬指數,121.53,-,0.77,-0.63
橡膠類報酬指數,445.65,+,3.33,0.75
汽車類報酬指數,371.49,-,2.82,-0.75
電子類報酬指數,488.97,+,2.57,0.53
半導體類報酬指數,151.25,+,0.17,0.11
電腦及週邊設備類報酬指數,139.6,+,0.39,0.28
光電類報酬指數,43.73,+,1.54,3.65
通信網路類報酬指數,172.9,-,0.85,-0.49
電子零組件類報酬指數,112.17,+,1.51,1.36
電子通路類報酬指數,161.91,+,0.93,0.58
資訊服務類報酬指數,143.97,+,0.47,0.33
其他電子類報酬指數,99.81,+,0.63,0.64
建材營造類報酬指數,346.68,+,6.86,2.02
航運類報酬指數,93.29,+,0.41,0.44
觀光類報酬指數,134.99,-,0.82,-0.6
金融保險類報酬指數,1357.09,-,0.79,-0.06
貿易百貨類報酬指數,270.88,-,3.73,-1.36
油電燃氣類報酬指數,105.39,+,0.11,0.1
其他類報酬指數,291.24,+,0.94,0.32
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","62993544754","1527245526","520811"
"2.台灣存託憑證","34381539","10927511","1218"
"3.受益憑證","0","0","0"
"4.ETF","2156997249","92994299","11630"
"5.受益證券","23465620","1387000","168"
"6.變更交易股票","98351151","34767953","2529"
"7.認購(售)權證","3478205730","3294830000","71233"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","63091895905","1562013479","523340"
"總計(1~12)","68784946043","4962152289","607589"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3243(15),560(12)
"下跌(跌停)",2403(46),181(1)
"持平",536,97
"未成交",4115,2
"無比價",886,5
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年11月07日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","10652381","1675","692458545","65","65.25","64.7","65.2","+","0.1","65.2","139","65.25","493","0.00"
="0051  ","中100 ","22000","13","637050","29.02","29.07","28.81","28.81","-","0.07","28.81","5","29.07","1","0.00"
="0052  ","FB科技","3000","3","117090","38.65","39.22","38.65","39.22","+","0.6","39.07","1","39.98","1","0.00"
="0053  ","寶電子","5000","5","142190","28.5","28.5","28.34","28.48","+","0.01","28.48","1","29","1","0.00"
="0054  ","台商50","5000","5","112820","22.6","22.63","22.52","22.63","+","0.03","22.21","3","22.67","3","0.00"
="0055  ","寶金融","214000","41","3237640","15.15","15.2","15.1","15.14","-","0.02","15.14","1","15.16","104","0.00"
="0056  ","高股息","490249","299","11407925","23.3","23.33","23.2","23.3","+","0.06","23.29","7","23.3","1","0.00"
="0057  ","FB摩台","23000","6","913000","39.59","39.79","39.59","39.77","-","0.01","39.81","50","39.83","50","0.00"
="0058  ","FB發達","5000","3","185880","37.18","37.18","37.16","37.16","X","0","36.32","2","37.34","35","0.00"
="0059  ","FB金融","5000","3","166710","33.37","33.37","33.33","33.34","-","0.02","33.24","35","33.42","39","0.00"
="0060  ","新台灣","3006","3","95131","31.68","31.68","31.58","31.58","-","0.18","31.53","1","32.5","1","0.00"
="0061  ","寶滬深","28713941","3285","396265532","13.59","13.93","13.59","13.91","+","0.36","13.9","176","13.91","99","0.00"
="006203","寶摩臺","8000","2","253820","31.71","31.73","31.71","31.73","-","0.14","31.41","2","32.6","1","0.00"
="006204","豐臺灣","0","0","0","--","--","--","--"," ","0","44.58","15","44.71","15","0.00"
="006205","FB上証","16612063","1631","358199760","21.3","21.77","21.3","21.76","+","0.49","21.76","22","21.77","38","0.00"
="006206","元上證","10555727","970","206057127","19.22","19.7","19.22","19.66","+","0.45","19.65","105","19.66","217","0.00"
="006207","FH滬深","6350000","733","100384720","15.69","15.95","15.63","15.92","+","0.36","15.91","61","15.92","131","0.00"
="006208","FB台50","3000","3","109600","36.55","36.55","36.5","36.5","-","0.23","36.53","39","36.77","33","0.00"
="00631L","T50正2","7986000","990","160384680","20.08","20.18","19.9","20.13","+","0.12","20.13","141","20.15","20","0.00"
="00632R","T50反1","11326132","1937","225198624","19.89","19.97","19.84","19.86","-","0.03","19.86","66","19.87","181","0.00"
="0080  ","恒中國","0","0","0","--","--","--","--"," ","0","345.65","1","352.9","1","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","781.4","1","950","1","0.00"
="008201","上證50","11800","23","669405","56.9","56.9","55.6","56.85","+","0.75","56.35","10","56.85","27","0.00"
="01001T","富邦R1","167000","19","2604460","15.7","15.7","15.55","15.6","-","0.1","15.6","114","15.65","2","0.00"
="01002T","國泰R1","502000","68","9061030","18.04","18.07","18.02","18.07"," ","0","18.05","140","18.07","42","0.00"
="01003T","新光R1","53000","9","671850","12.67","12.69","12.67","12.69","+","0.02","12.68","12","12.69","1","0.00"
="01004T","富邦R2","21000","7","263860","12.56","12.58","12.56","12.58","+","0.04","12.56","30","12.58","5","0.00"
="01007T","國泰R2","345000","32","5370540","15.55","15.61","15.55","15.6","+","0.05","15.56","3","15.6","50","0.00"
="01008T","駿馬R1","299000","33","5493880","18.41","18.41","18.3","18.38","-","0.03","18.38","1","18.4","27","0.00"
"1101  ","台泥  ","6423625","2844","294058413","46.05","46.3","45.6","45.65","-","0.4","45.65","7","45.7","31","15.27"
"1102  ","亞泥  ","2602382","1331","101007498","39.05","39.05","38.75","38.75","-","0.4","38.75","49","38.8","10","15.44"
"1103  ","嘉泥  ","76267","44","1091565","14.35","14.35","14.25","14.35","+","0.1","14.3","1","14.35","16","7.59"
"1104  ","環泥  ","131242","104","3505234","26.6","26.85","26.6","26.8","+","0.2","26.8","26","26.85","4","12.58"
"1108  ","幸福  ","820134","173","8351464","10.15","10.25","10","10.25","+","0.1","10.25","108","10.3","130","14.44"
"1109  ","信大  ","28598","18","388672","13.6","13.6","13.55","13.6","-","0.1","13.6","5","13.65","4","15.63"
"1110  ","東泥  ","38467","23","588995","15.2","15.4","15.15","15.4","+","0.05","15.2","3","15.4","5","51.33"
"1201  ","味全  ","3149910","1342","80073990","25.6","25.65","25.2","25.4","-","0.2","25.4","38","25.45","8","17.05"
"1203  ","味王  ","137505","26","3084259","22.55","22.55","22.3","22.5","+","0.1","22.5","2","22.55","12","21.03"
"1210  ","大成  ","855688","482","23365653","27.25","27.55","27.15","27.35","+","0.1","27.3","57","27.35","17","6.57"
"1213  ","大飲  ","364253","224","7279510","20.4","20.4","19.7","19.9","-","0.5","19.8","9","19.95","3","62.19"
"1215  ","卜蜂  ","305213","182","7687193","25","25.35","25","25.25","+","0.15","25.2","17","25.25","7","7.82"
"1216  ","統一  ","5773012","2113","295855812","51.4","51.7","50.9","51.2","-","0.5","51.2","25","51.3","47","19.54"
"1217  ","愛之味","492785","265","3959950","8.02","8.07","8.01","8.04","+","0.02","8.03","21","8.05","13","0.00"
"1218  ","泰山  ","790079","214","9087758","11.4","11.85","11.3","11.6","+","0.2","11.6","41","11.65","2","0.00"
"1219  ","福壽  ","468832","80","7116710","15.1","15.3","15.1","15.3","+","0.2","15.25","5","15.3","29","38.25"
"1220  ","台榮  ","42429","21","428832","10.15","10.15","10.1","10.15"," ","0","10.1","10","10.15","44","26.03"
"1225  ","福懋油","1666583","471","35890902","20.7","22.2","20.2","22.2","+","1.45","22.15","48","22.2","25","85.38"
"1227  ","佳格  ","211470","207","14475377","68.2","68.6","68.2","68.6","-","0.4","68.6","1","68.7","7","26.69"
"1229  ","聯華  ","220043","92","4322039","19.7","19.7","19.55","19.6","-","0.05","19.6","135","19.7","35","8.83"
"1231  ","聯華食","107905","104","3354743","31.35","31.55","31","31.1","-","0.25","31.1","4","31.2","1","18.29"
"1232  ","大統益","49804","55","3584486","70.9","72.9","70.9","72","+","1.1","71.9","2","72","10","15.38"
"1233  ","天仁  ","7205","10","335544","46.6","46.6","46.35","46.6","+","0.3","46.4","1","46.6","2","17.26"
"1234  ","黑松  ","595535","293","22673489","37.7","38.5","37.25","38.15","+","0.45","38.15","18","38.2","4","18.08"
"1235  ","興泰  ","68000","53","1586950","23","23.5","23","23.5","+","0.5","23.25","6","23.5","21","18.8"
"1236  ","宏亞  ","38001","22","915824","23.85","24.25","23.85","24.25","+","0.35","24.05","1","24.3","1","12.9"
"1262  ","F-綠悅","186935","166","23895146","129","129.5","127","128.5","+","1.5","128","4","128.5","10","15.33"
"1301  ","台塑  ","1408223","927","97863332","69.5","70","69.3","69.3","-","0.7","69.3","120","69.4","3","19.09"
"1303  ","南亞  ","1826732","1196","112907068","61.9","62.4","61.6","61.6","-","0.8","61.6","195","61.8","2","14.43"
"1304  ","台聚  ","549355","219","7802284","14.3","14.35","14.1","14.3","+","0.05","14.25","6","14.3","47","22"
"1305  ","華夏  ","1183982","564","12627597","10.7","10.8","10.55","10.7","-","0.2","10.65","85","10.7","25","11.89"
"1307  ","三芳  ","142903","130","4167538","29.2","29.35","29.05","29.05","+","0.15","29.05","7","29.2","1","11.3"
"1308  ","亞聚  ","565872","297","11674341","20.7","20.8","20.4","20.8","+","0.1","20.75","20","20.8","15","18.91"
"1309  ","台達化","405122","77","3397894","8.4","8.4","8.32","8.4"," ","0","8.36","6","8.4","12","0.00"
"1310  ","台苯  ","1968893","694","24877580","12.75","12.8","12.5","12.65","-","0.15","12.6","102","12.65","51","5.48"
"1312  ","國喬  ","1282560","525","18056415","14.1","14.15","14","14.1","+","0.05","14.1","100","14.15","23","9.22"
"1312A ","國喬特","1000","1","20700","20.7","20.7","20.7","20.7","X","0","20.6","5","20.7","3","0.00"
"1313  ","聯成  ","556726","141","5687952","10.2","10.3","10.2","10.3","+","0.1","10.2","66","10.3","162","36.79"
"1314  ","中石化","4537381","1455","42093953","9.27","9.33","9.22","9.3","+","0.04","9.3","35","9.31","20","0.00"
"1315  ","達新  ","62939","74","1843681","29.35","29.6","29","29.4","+","0.1","29","2","29.4","3","46.67"
"1316  ","上曜  ","142253","42","1719086","12.1","12.15","11.9","12.1","+","0.05","12.05","15","12.1","14","0.00"
"1319  ","東陽  ","3059576","1421","98278219","31.7","32.5","31.7","32.5","+","0.8","32.45","14","32.5","79","14.98"
"1321  ","大洋  ","113000","69","4161050","36.7","37","36.45","36.85","+","0.25","36.8","7","36.95","1","0.00"
"1323  ","永裕  ","307419","215","10040170","32.3","33","32.1","32.6","+","0.25","32.5","1","32.6","6","11.68"
"1324  ","地球  ","12000","10","159850","13.3","13.4","13.2","13.4","+","0.15","13.3","1","13.35","1","23.93"
"1325  ","恆大  ","270340","116","5636820","20.95","20.95","20.75","20.9","-","0.05","20.9","23","20.95","28","42.65"
"1326  ","台化  ","1781041","1021","122674901","69","69.5","68.6","68.6","-","1","68.6","146","68.8","1","18.39"
"1337  ","F-再生","1028003","537","37815455","37.3","37.3","36.3","36.9","-","0.15","36.85","14","36.9","16","5.6"
"1338  ","F-廣華","234000","186","22685400","94.2","99.7","94.1","98.8","+","3.8","98.6","5","98.8","1","12.6"
"1339  ","昭輝  ","20017","16","1878305","93.5","94","93.5","93.6"," ","0","93.6","6","94","4","24.5"
"1340  ","F-勝悅","380500","301","37469000","97","99.2","97","98.8","+","2.6","98.8","1","98.9","2","9.59"
"1402  ","遠東新","5029236","1792","157078350","31.15","31.45","30.8","31.1","-","0.15","31.1","557","31.2","2","16.63"
"1409  ","新纖  ","1720617","461","18817010","10.95","11","10.9","10.9"," ","0","10.9","112","11","293","12.67"
"1410  ","南染  ","35011","23","893526","25.5","25.6","25.45","25.5","+","0.3","25.35","2","25.5","7","25.5"
"1413  ","宏洲  ","319314","94","1089088","3.33","3.45","3.33","3.39","+","0.07","3.37","16","3.39","5","0.00"
"1414  ","東和  ","87010","40","698220","8.03","8.09","7.99","8.01","-","0.02","8.01","20","8.08","2","22.25"
"1416  ","廣豐  ","142766","91","2337959","16.3","16.45","16.3","16.45","+","0.1","16.4","48","16.45","12","25.31"
"1417  ","嘉裕  ","323333","74","2545378","7.8","7.93","7.8","7.8","-","0.05","7.8","61","7.85","11","19.02"
"1418  ","東華  ","23001","6","158816","6.91","6.91","6.88","6.89"," ","0","6.89","3","6.98","7","0.00"
"1419  ","新紡  ","28300","23","1129439","39.15","40","39.15","40","+","0.4","39.75","1","39.95","11","105.26"
"1423  ","利華  ","23010","11","175514","7.59","7.66","7.59","7.66","+","0.04","7.62","5","7.66","5","0.00"
"1432  ","大魯閣","196620","88","3957880","20.2","20.3","20","20.2"," ","0","20.15","5","20.2","42","0.00"
"1434  ","福懋  ","330174","208","10019984","30.05","30.5","30","30.2","-","0.2","30.2","5","30.4","3","22.71"
"1435  ","中福  ","43169","28","248532","5.67","5.87","5.67","5.72","-","0.02","5.72","2","5.86","7","0.00"
"1436  ","華友聯","34014","11","1675181","49.15","49.45","49.15","49.25","+","0.1","49","1","49.25","1","13.57"
"1437  ","勤益控","372593","103","7937330","21.3","21.45","21.2","21.4","+","0.15","21.4","2","21.45","21","0.00"
"1438  ","裕豐  ","24482","13","137321","5.6","5.65","5.6","5.65","+","0.03","5.65","5","5.8","3","51.36"
"1439  ","中和  ","28000","13","377400","13.5","13.55","13.45","13.5","+","0.05","13.5","4","13.55","5","0.00"
"1440  ","南紡  ","2006589","726","34720739","17","17.45","17","17.4","+","0.4","17.4","7","17.45","116","37.83"
"1441  ","大東  ","151022","50","1401106","9.32","9.36","9.21","9.31","-","0.06","9.22","7","9.31","2","0.00"
"1442  ","名軒  ","208180","124","4845480","23.2","23.6","23.2","23.4","-","0.1","23.3","4","23.4","5","9.44"
"1443  ","立益  ","21999","15","155453","7.09","7.1","7","7.1","+","0.1","7.01","1","7.12","2","0.00"
"1444  ","力麗  ","248113","125","2158651","8.73","8.74","8.65","8.71","-","0.02","8.71","5","8.73","14","19.8"
"1445  ","大宇  ","101923","37","909498","8.92","8.95","8.85","8.95","+","0.07","8.86","3","8.95","12","27.97"
"1446  ","宏和  ","117019","39","3364341","28.5","28.9","28.5","28.7","+","0.15","28.7","5","28.8","20","0.00"
"1447  ","力鵬  ","1083689","469","11334181","10.45","10.55","10.4","10.5","+","0.15","10.45","15","10.5","313","12.35"
"1451  ","年興  ","101339","77","2512622","24.7","24.95","24.7","24.7"," ","0","24.7","17","24.8","5","13.57"
"1452  ","宏益  ","108621","40","1302102","12","12.05","11.95","12","+","0.05","12","10","12.1","14","8.63"
"1453  ","大將  ","54284","35","465764","8.58","8.69","8.52","8.59","+","0.11","8.59","1","8.6","2","0.00"
"1454  ","台富  ","84010","16","652084","7.69","7.77","7.69","7.76","+","0.08","7.66","2","7.76","9","27.71"
"1455  ","集盛  ","852651","310","7131727","8.45","8.46","8.34","8.39","-","0.08","8.38","2","8.39","9","33.56"
"1456  ","怡華  ","1732","3","11941","7","7","7","7"," ","0","7","19","7.43","1","0.00"
"1457  ","宜進  ","107819","92","849029","7.87","7.9","7.84","7.87"," ","0","7.87","5","7.88","2","8.37"
"1459  ","聯發  ","123898","36","1187168","9.58","9.6","9.57","9.6","+","0.02","9.55","1","9.6","13","12.97"
"1460  ","宏遠  ","434100","159","6143824","14.2","14.25","14.05","14.25","+","0.2","14.2","6","14.25","10","25"
"1463  ","強盛  ","166000","67","2474750","14.9","15","14.85","14.9"," ","0","14.9","3","14.95","4","31.04"
"1464  ","得力  ","37005","13","417955","11.3","11.3","11.25","11.3","+","0.1","11.3","8","11.4","1","0.00"
"1465  ","偉全  ","79600","31","1219780","15.3","15.45","15.3","15.3"," ","0","15.3","12","15.4","1","11.42"
"1466  ","聚隆  ","129018","64","2481098","19.35","19.35","19.1","19.3","+","0.2","19.3","4","19.35","15","21.69"
"1467  ","南緯  ","154000","63","1999950","12.95","13.1","12.9","13","+","0.05","13","10","13.05","4","27.08"
"1468  ","昶和  ","28000","18","294900","10.55","10.75","10.35","10.45","-","0.1","10.45","4","10.6","16","0.00"
"1469  ","理隆  ","10000","6","122050","12.1","12.35","12.1","12.35","+","0.25","12.2","2","12.25","1","617.5"
"1470  ","大統染","1000","1","17800","17.8","17.8","17.8","17.8","+","0.3","17.2","3","18.3","1","26.57"
"1471  ","首利  ","212825","93","1738061","8.1","8.23","8.06","8.16"," ","0","8.16","24","8.19","6","0.00"
"1472  ","三洋紡","20050","18","665735","31.8","34.45","31.6","34.4","+","2.2","33.8","1","34.4","8","0.00"
"1473  ","台南  ","58250","39","1484585","25.5","25.6","25.4","25.45","-","0.05","25.45","12","25.6","3","39.77"
"1474  ","弘裕  ","22001","16","178288","8.09","8.14","8.05","8.14","-","0.01","8.07","1","8.14","4","15.07"
"1475  ","本盟  ","11000","9","168400","15.15","15.6","15.1","15.6","+","0.4","15.25","3","15.7","2","0.00"
"1476  ","儒鴻  ","1925669","1235","528427475","270","279","270","275","+","6.5","275","7","275.5","1","25.3"
"1477  ","聚陽  ","1690410","1268","263978662","157","158.5","154","155.5","-","2.5","155.5","94","156.5","1","17.65"
"1503  ","士電  ","114503","61","4549740","39.6","39.95","39.5","39.95","+","0.3","39.9","5","39.95","3","16.11"
"1504  ","東元  ","4507886","2086","148247860","32.9","33.3","32.55","32.75","-","0.3","32.75","101","32.8","9","15.3"
"1506  ","正道  ","229490","123","5052130","22","22.2","21.9","22.15","+","0.15","22.15","5","22.2","40","0.00"
"1507  ","永大  ","1854513","1040","129121452","68.7","70.5","68.4","69.5","+","1.2","69.5","2","69.6","114","14.57"
"1512  ","瑞利  ","250010","89","1536810","6.16","6.19","6.07","6.19"," ","0","6.13","7","6.19","7","0.00"
"1513  ","中興電","272226","126","5283161","19.35","19.45","19.35","19.35"," ","0","19.35","117","19.4","2","15.36"
"1514  ","亞力  ","60751","18","503967","8.29","8.3","8.26","8.3"," ","0","8.25","4","8.3","18","48.82"
"1515  ","力山  ","1515881","511","17564118","11.15","11.8","11.1","11.65","+","0.55","11.65","3","11.7","1","22.4"
"1516  ","川飛  ","0","0","0","--","--","--","--"," ","0","14.15","1","15.1","1","46.77"
"1517  ","利奇  ","79002","44","1047376","13.2","13.3","13.2","13.3","+","0.1","13.25","7","13.3","36","9.78"
