

2014年10月31日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10380.17,+,100.36,0.98
發行量加權股價指數,8974.76,+,86.69,0.98
臺灣50指數,6546.76,+,64.06,0.99
臺灣中型100指數,7099.25,+,80.08,1.14
臺灣資訊科技指數,7581.78,+,101.91,1.36
臺灣發達指數,7774.25,+,63.61,0.82
臺灣高股息指數,5613.74,+,39.05,0.7
臺灣就業99指數,5398.52,+,48.41,0.9
臺灣高薪100指數,5007.1,+,39.5,0.8
臺灣企業經營101指數,5785.66,+,47.32,0.82
臺灣低波動高股息指數,1399.27,+,11.51,0.83
未含金融保險股指數,7502.92,+,75.26,1.01
未含電子股指數,13033.85,+,94.82,0.73
未含金融電子股指數,11030.49,+,79.31,0.72
水泥窯製類指數,594.24,+,2.29,0.39
塑膠化工類指數,770.18,+,5.15,0.67
機電類指數,1982.67,+,23.58,1.2
水泥類指數,151.86,+,0.28,0.18
食品類指數,1225.16,+,18.25,1.51
塑膠類指數,210.57,+,0.97,0.46
紡織纖維類指數,511.44,+,6.2,1.23
電機機械類指數,152.65,+,1.93,1.28
電器電纜類指數,37.57,+,0.68,1.84
化學生技醫療類指數,101.64,+,1.22,1.21
化學類指數,96.3,+,1.15,1.21
生技醫療類指數,76.65,+,0.93,1.23
玻璃陶瓷類指數,57.92,+,0.81,1.42
造紙類指數,174.7,+,3.15,1.84
鋼鐵類指數,99.81,+,0.75,0.76
橡膠類指數,366.54,+,3.07,0.84
汽車類指數,320.38,-,0.36,-0.11
電子類指數,352.1,+,4.17,1.2
半導體類指數,113.04,+,1.59,1.43
電腦及週邊設備類指數,99.17,+,1.1,1.12
光電類指數,36.56,+,0.58,1.61
通信網路類指數,113.83,+,0.49,0.43
電子零組件類指數,83.85,+,1.6,1.95
電子通路類指數,112,+,1.58,1.43
資訊服務類指數,96.7,+,0.74,0.77
其他電子類指數,85.38,+,0.51,0.6
建材營造類指數,263.44,+,2.42,0.93
航運類指數,78.51,+,0.38,0.49
觀光類指數,124.61,+,1.94,1.58
金融保險類指數,1105.37,+,8.25,0.75
貿易百貨類指數,234.74,+,0.47,0.2
油電燃氣類指數,92.45,+,0.26,0.28
其他類指數,228.27,+,1.82,0.8
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10693.45,+,103.54,0.98
發行量加權股價報酬指數,13666.06,+,132.23,0.98
臺灣50報酬指數,10082.97,+,98.67,0.99
臺灣中型100報酬指數,10161.38,+,114.62,1.14
臺灣資訊科技報酬指數,11059.2,+,148.64,1.36
臺灣發達報酬指數,10841.99,+,88.71,0.82
臺灣高股息報酬指數,9250.25,+,64.36,0.7
臺灣就業99報酬指數,6128.22,+,54.96,0.9
臺灣高薪100報酬指數,5047.87,+,39.83,0.8
臺灣企業經營101報酬指數,6180.4,+,50.56,0.82
臺灣低波動高股息報酬指數,2747.46,+,22.59,0.83
未含金融電子股報酬指數,16955.73,+,122.71,0.73
水泥類報酬指數,200.95,+,0.37,0.18
食品類報酬指數,1417.42,+,21.12,1.51
塑膠類報酬指數,261.94,+,1.2,0.46
紡織纖維類報酬指數,626.35,+,7.59,1.23
電機機械類報酬指數,183.24,+,2.33,1.29
電器電纜類報酬指數,42.05,+,0.76,1.84
化學生技醫療類報酬指數,123.28,+,1.49,1.22
化學類報酬指數,119.27,+,1.42,1.2
生技醫療類報酬指數,88.85,+,1.08,1.23
玻璃陶瓷類報酬指數,61.74,+,0.86,1.41
造紙類報酬指數,202.59,+,3.66,1.84
鋼鐵類報酬指數,123.23,+,0.93,0.76
橡膠類報酬指數,434.46,+,3.64,0.84
汽車類報酬指數,372.93,-,0.42,-0.11
