

2014年11月28日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10614.08,+,21.2,0.2
發行量加權股價指數,9187.15,+,21.84,0.24
臺灣50指數,6766.01,+,23.28,0.35
臺灣中型100指數,7220.56,+,26.64,0.37
臺灣資訊科技指數,8033.89,+,42.7,0.53
臺灣發達指數,7906.16,+,14.3,0.18
臺灣高股息指數,5623.29,+,9.87,0.18
臺灣就業99指數,5464.46,+,25.18,0.46
臺灣高薪100指數,5077.69,+,13.01,0.26
臺灣企業經營101指數,5896.99,+,16.58,0.28
臺灣低波動高股息指數,1391.39,+,3.93,0.28
未含金融保險股指數,7717.86,+,17.36,0.23
未含電子股指數,13135.52,+,32.76,0.25
未含金融電子股指數,11182.79,+,24.67,0.22
水泥窯製類指數,591.98,+,1,0.17
塑膠化工類指數,771.78,+,0.99,0.13
機電類指數,2057.01,+,4.46,0.22
水泥類指數,150.99,+,0.37,0.25
食品類指數,1209.41,-,1.17,-0.1
塑膠類指數,212.48,+,0.36,0.17
紡織纖維類指數,508.09,+,2.08,0.41
電機機械類指數,157.51,-,0.07,-0.04
電器電纜類指數,37.27,-,0.06,-0.16
化學生技醫療類指數,99.31,-,0.44,-0.44
化學類指數,94.75,-,0.46,-0.48
生技醫療類指數,74.26,-,0.29,-0.39
玻璃陶瓷類指數,58.26,-,0.13,-0.22
造紙類指數,170.15,+,0.61,0.36
鋼鐵類指數,99.11,+,0.06,0.06
橡膠類指數,368.31,+,2.25,0.61
汽車類指數,344.62,-,1.71,-0.49
電子類指數,365.46,+,0.83,0.23
半導體類指數,120.7,+,0.63,0.52
電腦及週邊設備類指數,100.61,-,0.2,-0.2
光電類指數,38.19,+,0.12,0.32
通信網路類指數,113.14,+,0.32,0.28
電子零組件類指數,85.63,-,0.23,-0.27
電子通路類指數,112.04,+,0.14,0.13
資訊服務類指數,95.33,+,0.01,0.01
其他電子類指數,86.9,-,0.11,-0.13
建材營造類指數,280.53,+,3.43,1.24
航運類指數,82.6,+,2.47,3.08
觀光類指數,121.16,-,0.59,-0.48
金融保險類指數,1098.78,+,3.48,0.32
貿易百貨類指數,239.32,-,0.79,-0.33
油電燃氣類指數,91,-,0.34,-0.37
其他類指數,238.13,+,0.1,0.04
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10934.49,+,21.83,0.2
發行量加權股價報酬指數,13989.51,+,33.27,0.24
臺灣50報酬指數,10420.65,+,35.86,0.35
臺灣中型100報酬指數,10335.02,+,38.14,0.37
臺灣資訊科技報酬指數,11718.68,+,62.29,0.53
臺灣發達報酬指數,11025.94,+,19.94,0.18
臺灣高股息報酬指數,9265.99,+,16.27,0.18
臺灣就業99報酬指數,6203.07,+,28.58,0.46
臺灣高薪100報酬指數,5119.03,+,13.12,0.26
臺灣企業經營101報酬指數,6299.32,+,17.71,0.28
臺灣低波動高股息報酬指數,2731.99,+,7.72,0.28
未含金融電子股報酬指數,17190.01,+,37.92,0.22
水泥類報酬指數,199.81,+,0.5,0.25
食品類報酬指數,1399.2,-,1.35,-0.1
塑膠類報酬指數,264.32,+,0.45,0.17
紡織纖維類報酬指數,622.25,+,2.55,0.41
電機機械類報酬指數,189.07,-,0.09,-0.05
電器電纜類報酬指數,41.71,-,0.07,-0.17
化學生技醫療類報酬指數,120.47,-,0.53,-0.44
化學類報酬指數,117.35,-,0.57,-0.48
生技醫療類報酬指數,86.11,-,0.34,-0.39
玻璃陶瓷類報酬指數,62.1,-,0.15,-0.24
造紙類報酬指數,197.31,+,0.7,0.36
鋼鐵類報酬指數,122.36,+,0.08,0.07
橡膠類報酬指數,436.57,+,2.67,0.62
汽車類報酬指數,401.14,-,1.99,-0.49
電子類報酬指數,509.29,+,1.16,0.23
半導體類報酬指數,161.59,+,0.84,0.52
電腦及週邊設備類報酬指數,144.17,-,0.28,-0.19
光電類報酬指數,45.09,+,0.14,0.31
通信網路類報酬指數,173.27,+,0.49,0.28
電子零組件類報酬指數,117.31,-,0.32,-0.27
電子通路類報酬指數,164.16,+,0.2,0.12
資訊服務類報酬指數,143.95, ,--,--
其他電子類報酬指數,100.83,-,0.13,-0.13
建材營造類報酬指數,363.93,+,4.44,1.24
航運類報酬指數,97.04,+,2.91,3.09
觀光類報酬指數,133.87,-,0.64,-0.48
金融保險類報酬指數,1368.62,+,4.34,0.32
貿易百貨類報酬指數,278.62,-,0.93,-0.33
油電燃氣類報酬指數,107.97,-,0.41,-0.38
其他類報酬指數,304.37,+,0.12,0.04
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","65249722647","1712712108","559964"
"2.台灣存託憑證","82179772","13673844","2367"
"3.受益憑證","0","0","0"
"4.ETF","3302986710","150897933","15229"
"5.受益證券","60504110","3417000","336"
"6.變更交易股票","33080264","6172731","1571"
"7.認購(售)權證","2665195250","2545180000","59038"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","65282802911","1718884839","561535"
"總計(1~12)","71393668753","4432053616","638505"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2150(9),325(7)
"下跌(跌停)",3517(28),408(0)
"持平",683,109
"未成交",4209,3
"無比價",743,2
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年11月28日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","9382047","1578","633454608","67.55","67.7","67.35","67.5"," ","0","67.5","362","67.55","418","0.00"
="0051  ","中100 ","59000","17","1705190","29","29","28.88","28.88","-","0.16","28.85","1","29","1","0.00"
="0052  ","FB科技","10075","5","417195","41.41","41.43","41.41","41.43","-","0.02","41.39","30","41.45","2","0.00"
="0053  ","寶電子","36100","28","1036826","28.76","28.76","28.69","28.75","-","0.15","28.69","2","28.79","4","0.00"
="0054  ","台商50","36000","34","811100","22.55","22.55","22.53","22.53","-","0.13","22.51","5","22.53","1","0.00"
="0055  ","寶金融","176000","51","2620010","14.86","14.92","14.86","14.89","+","0.04","14.89","8","14.9","16","0.00"
="0056  ","高股息","719211","337","16883015","23.48","23.5","23.45","23.47"," ","0","23.46","6","23.47","4","0.00"
="0057  ","FB摩台","6000","3","247880","41.33","41.34","41.29","41.29","-","0.04","41.18","50","41.2","50","0.00"
="0058  ","FB發達","0","0","0","--","--","--","--"," ","0","36.49","3","38.06","34","0.00"
="0059  ","FB金融","1000","1","33470","33.47","33.47","33.47","33.47"," ","0","33.34","35","33.52","36","0.00"
="0060  ","新台灣","35000","6","1101270","31.48","31.49","31.46","31.46","-","0.01","31.21","2","31.59","2","0.00"
="0061  ","寶滬深","57307315","5176","827102965","14.4","14.55","14.35","14.47","+","0.08","14.46","479","14.47","107","0.00"
="006203","寶摩臺","29000","1","932060","32.14","32.14","32.14","32.14","-","0.16","32.15","12","32.8","3","0.00"
="006204","豐臺灣","3262","4","149756","45.9","45.9","45.83","45.83","+","0.07","45.83","15","45.9","1","0.00"
="006205","FB上証","24442170","2625","581324899","23.75","24","23.62","23.92","+","0.37","23.92","52","23.93","22","0.00"
="006206","元上證","11382100","1826","250426309","21.68","22.34","21.68","22.22","+","0.54","22.22","124","22.23","22","0.00"
="006207","FH滬深","6612253","864","114373162","17.22","17.46","17.19","17.35","+","0.19","17.35","16","17.36","621","0.00"
="006208","FB台50","1000","1","38000","38","38","38","38","-","0.1","38.07","35","38.32","36","0.00"
="00631L","T50正2","7845400","275","167776090","21.35","21.46","21.29","21.4","+","0.05","21.39","51","21.4","197","0.00"
="00632R","T50反1","3638100","605","70314450","19.32","19.35","19.29","19.34","+","0.01","19.33","282","19.34","297","0.00"
="00633L","上証2X","18045000","1263","428003490","23.49","24.68","23.37","24.39","+","1","24.38","51","24.39","36","0.00"
="00634R","上証反","11106000","480","202241360","18.32","18.36","17.8","17.9","-","0.49","17.9","63","17.93","103","0.00"
="0080  ","恒中國","1400","7","504100","361","362","358.35","359.15","-","1","359.15","1","361.9","5","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","790.55","1","988","1","0.00"
="008201","上證50","24500","42","1489505","60.55","61.2","60.25","61.1","+","0.4","60.8","3","61.1","16","0.00"
="01001T","富邦R1","140000","11","2187800","15.62","15.63","15.62","15.63","+","0.01","15.6","30","15.65","6","0.00"
="01002T","國泰R1","267000","33","4802660","17.98","18.01","17.97","18.01","+","0.01","18","41","18.01","61","0.00"
="01003T","新光R1","144000","30","1833620","12.73","12.74","12.73","12.74","+","0.01","12.74","5","12.75","20","0.00"
="01004T","富邦R2","134000","21","1725250","12.84","12.91","12.84","12.9","+","0.04","12.88","7","12.91","4","0.00"
="01007T","國泰R2","190000","21","2927780","15.4","15.43","15.4","15.43","+","0.02","15.4","21","15.43","31","0.00"
="01008T","駿馬R1","2542000","220","47027000","18.5","18.5","18.5","18.5","+","0.01","18.49","64","18.5","93","0.00"
"1101  ","台泥  ","4139472","2076","188205994","45.35","45.7","45.3","45.45","+","0.1","45.45","302","45.5","18","15.73"
"1102  ","亞泥  ","2847679","1210","112979763","39.55","39.75","39.55","39.7","+","0.15","39.65","301","39.7","880","14.44"
"1103  ","嘉泥  ","160501","89","2239209","14.1","14.1","13.85","14","+","0.05","13.9","3","14","20","7.61"
"1104  ","環泥  ","194558","111","5205735","26.7","26.85","26.65","26.7","-","0.1","26.7","1","26.75","1","11.71"
"1108  ","幸福  ","295096","113","3028483","10.3","10.35","10.2","10.2"," ","0","10.2","7","10.25","7","13.08"
"1109  ","信大  ","47008","20","630256","13.45","13.45","13.4","13.4","-","0.1","13.4","5","13.5","6","14.89"
"1110  ","東泥  ","54427","42","866089","15.8","16","15.8","16","+","0.1","15.8","2","16","4","72.73"
"1201  ","味全  ","1743512","703","49189634","28.2","28.3","28.1","28.3","+","0.2","28.25","34","28.3","196","34.51"
"1203  ","味王  ","65007","32","1489808","23.1","23.1","22.85","22.9","-","0.25","22.9","11","22.95","14","27.26"
"1210  ","大成  ","790425","414","21271665","26.85","27","26.85","26.85"," ","0","26.85","218","26.9","71","7.81"
"1213  ","大飲  ","45001","31","906320","20.25","20.25","20","20.2"," ","0","20.05","8","20.2","2","101"
"1215  ","卜蜂  ","759525","329","18935937","25.05","25.15","24.8","24.9","-","0.15","24.85","12","24.9","49","8.03"
"1216  ","統一  ","4682875","2404","233774262","49.8","50.1","49.5","50"," ","0","49.9","16","50","347","24.88"
"1217  ","愛之味","1329778","273","10973473","8.21","8.3","8.21","8.27","+","0.06","8.26","51","8.27","22","0.00"
"1218  ","泰山  ","568825","159","7034709","12.4","12.45","12.3","12.3","-","0.1","12.3","44","12.35","36","0.00"
"1219  ","福壽  ","180939","26","2763378","15.2","15.35","15.15","15.15","-","0.15","15.15","13","15.25","1","39.87"
"1220  ","台榮  ","24000","10","239720","10","10","9.97","10"," ","0","9.96","5","10","22","33.33"
"1225  ","福懋油","471709","160","11274201","24.25","24.25","23.65","23.8","-","0.45","23.8","12","23.9","1","2380"
"1227  ","佳格  ","516488","405","37084684","71.9","72.2","71.4","71.8","-","0.1","71.8","38","71.9","2","25.83"
"1229  ","聯華  ","793897","286","15853193","20","20.15","19.85","19.9","-","0.1","19.9","113","20","54","8.88"
"1231  ","聯華食","197710","128","6142296","31.6","31.6","30.95","31.2","-","0.1","31.2","7","31.25","3","21.22"
"1232  ","大統益","40001","31","2865172","71.8","71.9","71.4","71.8","-","0.1","71.6","1","71.8","1","14.48"
