

2015年01月12日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10658.67,-,44.12,-0.41
發行量加權股價指數,9178.3,-,37.28,-0.4
臺灣50指數,6585.46,-,35.69,-0.54
臺灣中型100指數,7437.42,-,26.83,-0.36
臺灣資訊科技指數,7982.72,-,56.87,-0.71
臺灣發達指數,7758.66,-,25.28,-0.32
臺灣高股息指數,5797.16,+,9.04,0.16
臺灣就業99指數,5487.75,-,15.02,-0.27
臺灣高薪100指數,4997.78,-,21.58,-0.43
臺灣企業經營101指數,5826.71,-,20.78,-0.36
臺灣低波動高股息指數,1403.09,-,1.28,-0.09
未含金融保險股指數,7752.91,-,29.84,-0.38
未含電子股指數,13109.81,-,39.06,-0.3
未含金融電子股指數,11318.84,-,22.45,-0.2
水泥窯製類指數,557.64,-,9.17,-1.62
塑膠化工類指數,786.63,+,5.2,0.67
機電類指數,2056.99,-,10.34,-0.5
水泥類指數,140.96,-,2.42,-1.69
食品類指數,1184.36,-,11.58,-0.97
塑膠類指數,214.22,+,2.39,1.13
紡織纖維類指數,522.68,-,2.01,-0.38
電機機械類指數,158.19,-,0.87,-0.55
電器電纜類指數,36.99,-,0.26,-0.7
化學生技醫療類指數,105.27,+,0.23,0.22
化學類指數,102.29,-,0.04,-0.04
生技醫療類指數,76.94,+,0.43,0.56
玻璃陶瓷類指數,57.34,-,0.74,-1.27
造紙類指數,173.61,+,0.41,0.24
鋼鐵類指數,101.44,-,0.33,-0.32
橡膠類指數,373.78,-,2,-0.53
汽車類指數,326.07,-,5.19,-1.57
電子類指數,365.43,-,1.82,-0.5
半導體類指數,118.83,-,0.92,-0.77
電腦及週邊設備類指數,103.97,-,0.81,-0.77
光電類指數,41.11,-,0.2,-0.48
通信網路類指數,119.91,+,1.82,1.54
電子零組件類指數,86.11,-,1.05,-1.2
電子通路類指數,115.39,+,0.96,0.84
資訊服務類指數,104.76,-,0.45,-0.43
其他電子類指數,79.5,-,0.74,-0.92
建材營造類指數,287.95,+,1.13,0.39
航運類指數,96.18,-,0.84,-0.87
觀光類指數,122.77,+,0.11,0.09
金融保險類指數,1060.28,-,5.76,-0.54
貿易百貨類指數,242.04,-,1.34,-0.55
油電燃氣類指數,85.11,-,0.63,-0.73
其他類指數,248.02,+,0.65,0.26
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10980.45,-,45.45,-0.41
發行量加權股價報酬指數,13976.03,-,56.77,-0.4
臺灣50報酬指數,10142.57,-,54.97,-0.54
臺灣中型100報酬指數,10645.41,-,38.4,-0.36
臺灣資訊科技報酬指數,11644.03,-,82.96,-0.71
臺灣發達報酬指數,10820.24,-,35.25,-0.32
臺灣高股息報酬指數,9552.48,+,14.9,0.16
臺灣就業99報酬指數,6229.52,-,17.04,-0.27
