

2007年09月07日 查無資料
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2007年09月07日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0015  ","富邦  ","246000","46","2777000","11.2","11.35","11.2","11.35","+","0.2","11.3","3","11.35","72","0.00"
="0050  ","台灣50","3671000","646","242912250","66.05","66.4","65.75","65.9"," ","0","65.9","160","65.95","2","0.00"
="0051  ","中100 ","197250","130","7457050","37.65","37.9","37.65","37.7","+","0.05","37.7","4","37.8","2","0.00"
="0052  ","FB科技","236100","35","10385530","43.79","44.15","43.79","44.1","+","0.35","43.95","1","44.1","10","0.00"
="0053  ","寶電子","115000","39","3303880","28.89","28.89","28.7","28.74","+","0.04","28.73","2","28.74","1","0.00"
="0054  ","台商50","2736100","396","70817850","25.71","26.05","25.71","25.88","+","0.28","25.88","1","25.89","1","0.00"
="0055  ","寶金融","3868000","258","53902820","13.92","13.98","13.87","13.9","+","0.02","13.88","1","13.9","38","0.00"
="01001T","富邦R1","237000","10","2648660","11.16","11.19","11.16","11.19","+","0.05","11.17","50","11.2","5","0.00"
="01002T","國泰R1","1092000","47","10946310","10.02","10.04","10.02","10.03","+","0.01","10.02","166","10.03","12","0.00"
="01003T","新光R1","773000","26","7754750","10.02","10.05","10.02","10.03","+","0.01","10.03","18","10.04","50","0.00"
="01004T","富邦R2","451000","17","4649520","10.26","10.33","10.26","10.32","+","0.06","10.31","72","10.32","4","0.00"
="01005T","三鼎  ","20000","5","154500","7.71","7.74","7.71","7.74","-","0.01","7.74","1","7.75","75","0.00"
="01007T","國泰R2","687000","27","7054510","10.3","10.3","10.25","10.29","-","0.01","10.26","2","10.29","8","0.00"
="01008T","駿馬R1","10000","3","83500","8.35","8.35","8.35","8.35"," ","0","8.37","11","8.48","5","0.00"
