

2014年05月08日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10444.53,+,37.5,0.36
發行量加權股價指數,8930.9,+,37.68,0.42
臺灣50指數,6191.36,+,22.83,0.37
臺灣中型100指數,7558.01,+,41.13,0.55
臺灣資訊科技指數,7382.24,+,20.31,0.28
臺灣發達指數,7720.79,+,24.42,0.32
臺灣高股息指數,5838.32,+,14.75,0.25
臺灣就業99指數,5253.08,+,36,0.69
臺灣企業經營101指數,5697.48,+,24.42,0.43
臺灣低波動高股息指數,1459.55,+,1.02,0.07
未含金融保險股指數,7596.2,+,25.26,0.33
未含電子股指數,13104.98,+,74.93,0.58
未含金融電子股指數,11636.24,+,47.15,0.41
水泥窯製類指數,605.77,+,0.8,0.13
塑膠化工類指數,848.17,+,3.24,0.38
機電類指數,1964.85,+,6.04,0.31
水泥類指數,150.67,-,0.27,-0.18
食品類指數,1212.01,+,8.18,0.68
塑膠類指數,226.63,+,1.39,0.62
紡織纖維類指數,526.79,+,2.66,0.51
電機機械類指數,172.58,+,1.18,0.69
電器電纜類指數,41.5,+,0.66,1.62
化學生技醫療類指數,116.84,-,0.23,-0.2
化學類指數,111.48,+,0.49,0.44
生技醫療類指數,87.37,-,0.88,-1
玻璃陶瓷類指數,67.05,+,1.01,1.53
造紙類指數,182.6,+,4.25,2.38
鋼鐵類指數,99.18,+,0.2,0.2
橡膠類指數,417.75,+,1.05,0.25
汽車類指數,307.7,-,0.79,-0.26
電子類指數,347.06,+,0.99,0.29
半導體類指數,109.56,+,0.61,0.56
電腦及週邊設備類指數,99.31,-,0.33,-0.33
光電類指數,38.45,-,0.13,-0.34
通信網路類指數,118.6,+,0.51,0.43
電子零組件類指數,88.89,+,0.2,0.23
電子通路類指數,118.37,+,0.64,0.54
資訊服務類指數,98.33,-,0.05,-0.05
其他電子類指數,75.21,+,0.23,0.31
建材營造類指數,294.85,+,1.26,0.43
航運類指數,73.74,+,0.22,0.3
觀光類指數,142.15,-,0.03,-0.02
金融保險類指數,986.78,+,10.06,1.03
貿易百貨類指數,242.17,+,0.83,0.34
油電燃氣類指數,97.22,+,0.51,0.53
其他類指數,244.61,+,1.12,0.46
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10445,+,37.63,0.36
發行量加權股價報酬指數,13195.79,+,55.86,0.43
臺灣50報酬指數,9281.36,+,34.23,0.37
臺灣中型100報酬指數,10492.66,+,57.1,0.55
臺灣資訊科技報酬指數,10483.91,+,28.84,0.28
臺灣發達報酬指數,10474.26,+,33.13,0.32
臺灣高股息報酬指數,9188.57,+,23.22,0.25
臺灣就業99報酬指數,5796.79,+,41.27,0.72
臺灣企業經營101報酬指數,5870.97,+,25.17,0.43
臺灣低波動高股息報酬指數,2747.81,+,1.92,0.07
未含金融電子股報酬指數,17341.13,+,70.26,0.41
水泥類報酬指數,190.33,-,0.35,-0.18
食品類報酬指數,1364.24,+,9.21,0.68
塑膠類報酬指數,274.18,+,1.69,0.62
紡織纖維類報酬指數,625.24,+,3.16,0.51
電機機械類報酬指數,202.04,+,1.39,0.69
電器電纜類報酬指數,45.6,+,0.71,1.58
化學生技醫療類報酬指數,137.9,-,0.28,-0.2
化學類報酬指數,133.77,+,0.58,0.44
生技醫療類報酬指數,99.13,-,1,-1
玻璃陶瓷類報酬指數,70.92,+,1.07,1.53
造紙類報酬指數,206.71,+,4.8,2.38
鋼鐵類報酬指數,118.52,+,0.25,0.21
橡膠類報酬指數,477.64,+,1.2,0.25
汽車類報酬指數,347.22,-,0.9,-0.26
電子類報酬指數,469.47,+,1.35,0.29
半導體類報酬指數,143.01,+,0.79,0.56
電腦及週邊設備類報酬指數,136.05,-,0.46,-0.34
光電類報酬指數,44.56,-,0.15,-0.34
通信網路類報酬指數,173.91,+,0.75,0.43
電子零組件類報酬指數,118.16,+,0.25,0.21
電子通路類報酬指數,164.45,+,1.11,0.68
資訊服務類報酬指數,142.42,-,0.06,-0.04
其他電子類報酬指數,85.61,+,0.26,0.3
建材營造類報酬指數,367.66,+,1.57,0.43
航運類報酬指數,84.97,+,0.25,0.3
觀光類報酬指數,155.14,-,0.03,-0.02
金融保險類報酬指數,1193.52,+,12.17,1.03
貿易百貨類報酬指數,272.33,+,0.93,0.34
油電燃氣類報酬指數,111.58,+,0.59,0.53
其他類報酬指數,301.15,+,1.38,0.46
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","97887849856","2495224110","845930"
"2.台灣存託憑證","84359227","10334043","2273"
"3.受益憑證","0","0","0"
"4.ETF","518970065","22357528","4004"
"5.受益證券","19981580","1267002","224"
"6.變更交易股票","102140619","19969951","1770"
"7.認購(售)權證","2622040680","2489217000","66248"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","97989990475","2515194061","847700"
"總計(1~12)","101235342027","5038369634","920449"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2540(26),449(20)
"下跌(跌停)",2316(26),292(1)
"持平",459,97
"未成交",3472,4
"無比價",820,2
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2014年05月08日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","3831478","1143","236336647","61.6","61.85","61.4","61.85","+","0.45","61.8","6","61.85","101","0.00"
="0051  ","中100 ","63200","16","1896679","29.78","30.15","29.78","30.1","+","0.32","30.1","8","30.15","23","0.00"
="0052  ","FB科技","3000","3","111450","37.15","37.15","37.15","37.15","+","0.45","37.12","10","37.15","13","0.00"
="0053  ","寶電子","230000","94","6246180","27.2","27.29","26.95","27.29","+","0.11","27.2","20","27.29","10","0.00"
="0054  ","台商50","84000","36","1849060","22.12","22.12","21.79","22.12","+","0.12","22.12","4","22.13","1","0.00"
="0055  ","寶金融","1147178","180","15210069","13.16","13.29","13.16","13.29","+","0.13","13.29","12","13.3","114","0.00"
="0056  ","高股息","552731","231","13373077","24.12","24.23","24.12","24.19","+","0.07","24.19","5","24.2","53","0.00"
="0057  ","FB摩台","114000","5","4237340","37.13","37.21","37.13","37.2","+","0.17","37.24","50","37.27","50","0.00"
="0058  ","FB發達","1000","1","35970","35.97","35.97","35.97","35.97","+","0.01","36.01","23","36.1","3","0.00"
="0059  ","FB金融","52000","4","1523300","29.27","29.3","29.27","29.29","+","0.26","29.39","20","29.43","1","0.00"
="0060  ","新台灣","1000","1","29620","29.62","29.62","29.62","29.62","-","1.81","29.73","3","30.36","1","0.00"
="0061  ","寶滬深","9402440","1201","107491057","11.4","11.52","11.36","11.44","+","0.04","11.44","79","11.45","393","0.00"
="006203","寶摩臺","78000","28","2317800","29.75","29.8","29.65","29.7","+","0.13","29.69","124","29.94","42","0.00"
="006204","豐臺灣","474000","35","20923580","44.1","44.16","44.02","44.16","+","0.19","44.15","200","44.18","205","0.00"
="006205","FB上証","3506000","519","62773370","17.81","18","17.77","17.96","+","0.08","17.95","10","17.96","35","0.00"
="006206","元上證","1620001","311","27676536","16.94","17.2","16.93","17.13","+","0.16","17.12","33","17.13","3","0.00"
="006207","FH滬深","1139000","180","14848290","13.01","13.16","12.94","13.09","+","0.08","13.08","45","13.09","29","0.00"
="006208","FB台50","55000","6","1917500","34.7","34.88","34.7","34.88","+","0.13","34.9","20","34.97","50","0.00"
="0080  ","恒中國","0","0","0","--","--","--","--"," ","0","341","1","348","3","0.00"
="0081  ","恒香港","0","0","0","--","--","--","--"," ","0","732","1","896","1","0.00"
="008201","上證50","3500","10","172540","49.5","49.5","49.2","49.2","-","0.3","48.6","8","49.2","14","0.00"
="01001T","富邦R1","245000","42","3574120","14.65","14.65","14.55","14.57","-","0.06","14.57","19","14.6","45","0.00"
="01002T","國泰R1","353001","38","6374578","18.05","18.17","18.01","18.1","+","0.1","18.1","89","18.14","1","0.00"
="01003T","新光R1","4001","4","52252","13.06","13.06","13.06","13.06","-","0.04","13.05","1","13.06","1","0.00"
="01004T","富邦R2","157000","25","1886000","12","12.05","12","12.01","-","0.04","12.01","3","12.03","29","0.00"
="01007T","國泰R2","261000","19","3784500","14.5","14.5","14.5","14.5","-","0.07","14.47","2","14.5","105","0.00"
="01008T","駿馬R1","247000","96","4310130","17.65","17.65","17.39","17.41","-","0.24","17.41","14","17.55","2","0.00"
"1101  ","台泥  ","12525632","6274","573229605","46.1","46.2","45.5","45.7","-","0.3","45.7","3","45.8","5","16.8"
"1102  ","亞泥  ","4869130","2013","190575519","39.25","39.5","38.95","39.2","+","0.1","39.15","10","39.2","228","18.94"
"1103  ","嘉泥  ","414323","209","6573765","15.95","15.95","15.8","15.9","-","0.05","15.85","16","15.9","7","8.07"
"1104  ","環泥  ","201340","108","5835718","28.8","29.1","28.8","29.1","+","0.3","29.05","5","29.1","26","15.82"
"1108  ","幸福  ","194051","82","1696135","8.71","8.77","8.7","8.74","+","0.02","8.74","3","8.75","16","19.86"
"1109  ","信大  ","246031","91","3590847","14.65","14.7","14.45","14.5","-","0.15","14.5","98","14.6","15","22.31"
"1110  ","東泥  ","12001","6","194216","16.1","16.2","16.1","16.2","+","0.1","16.05","6","16.2","16","62.31"
"1201  ","味全  ","393173","207","17663040","45","45","44.8","44.9","-","0.05","44.9","4","45","89","26.1"
"1203  ","味王  ","69870","40","1595106","23","23","22.75","22.9","-","0.05","22.85","1","22.9","7","20.63"
"1210  ","大成  ","2970104","1345","90141377","30.2","30.65","30.2","30.3","+","0.3","30.3","69","30.35","70","8.89"
"1213  ","大飲  ","46364","40","983530","21.25","21.4","21","21.3","+","0.05","21.25","1","21.3","10","66.56"
"1215  ","卜蜂  ","5679377","3226","142019947","25.2","25.35","24.8","24.95","-","0.45","24.9","54","24.95","96","12.79"
"1216  ","統一  ","3479764","1638","178635344","51.5","51.5","51","51.5","+","0.5","51.4","12","51.5","339","20.77"
"1217  ","愛之味","4330735","1093","42836385","9.86","9.96","9.79","9.8","-","0.01","9.8","39","9.81","47","0.00"
"1218  ","泰山  ","850113","557","11220527","13.35","13.35","13.1","13.2","+","0.05","13.15","90","13.2","36","0.00"
"1219  ","福壽  ","227479","62","3466705","15.1","15.3","15.1","15.25","+","0.05","15.25","11","15.3","5","169.44"
"1220  ","台榮  ","49248","36","503154","10.4","10.4","10.15","10.2","-","0.2","10.15","21","10.2","15","31.88"
"1225  ","福懋油","147976","64","1963581","13.1","13.5","13.1","13.25"," ","0","13.25","23","13.35","1","42.74"
"1227  ","佳格  ","542287","419","44335769","82.4","82.4","81.5","81.5","-","0.3","81.5","138","81.9","11","28.8"
"1229  ","聯華  ","252334","96","4840033","19.3","19.3","19.1","19.2","-","0.1","19.2","29","19.25","16","12.31"
"1231  ","聯華食","1611220","858","67377440","41.35","42.3","41.15","42.15","+","0.9","42.1","8","42.15","8","16.27"
"1232  ","大統益","655832","425","51835921","75.4","80.2","75.4","79.2","+","3.8","79.2","3","79.3","3","17.92"
"1233  ","天仁  ","28021","11","1351047","48.2","48.45","48.15","48.45","+","0.25","48.4","3","48.45","4","19"
"1234  ","黑松  ","169253","106","5388701","31.75","31.9","31.75","31.8","+","0.1","31.8","18","31.85","21","40.77"
"1235  ","興泰  ","293199","120","8701891","29.4","30.35","29.1","29.7","+","0.4","29.5","5","29.7","2","0.00"
"1236  ","宏亞  ","41003","31","1057175","25.75","25.9","25.6","25.8","+","0.05","25.75","1","25.8","4","20.48"
"1262  ","F-綠悅","241108","214","50911180","214","214","209","212","-","2","212","7","213","2","22.48"
"1301  ","台塑  ","2763022","1540","213906664","77.2","77.9","77","77.4","-","0.8","77.4","198","77.5","4","23.82"
"1303  ","南亞  ","3173531","1370","206411450","64.8","65.7","64.3","65.6","+","1.1","65.4","12","65.6","72","20.56"
"1304  ","台聚  ","618254","276","11916064","19.3","19.35","19.2","19.3","+","0.1","19.25","17","19.3","6","24.43"
"1305  ","華夏  ","1262860","489","19482196","15.4","15.5","15.35","15.4"," ","0","15.35","150","15.4","50","9.22"
"1307  ","三芳  ","100988","70","3002842","29.75","29.9","29.55","29.9","+","0.15","29.8","9","29.9","22","13.65"
"1308  ","亞聚  ","554226","271","13130290","23.3","23.9","23.3","23.8","+","0.35","23.7","1","23.8","73","20.88"
"1309  ","台達化","476377","140","4888542","10.25","10.35","10.2","10.25"," ","0","10.25","132","10.35","24","205"
"1310  ","台苯  ","2006202","820","36299149","18.3","18.3","17.95","18","+","0.05","18","66","18.05","37","8.33"
"1312  ","國喬  ","5057461","1705","100823891","20","20.15","19.75","19.9"," ","0","19.85","16","19.9","297","9.39"
"1312A ","國喬特","0","0","0","--","--","--","--"," ","0","23.6","8","23.8","10","0.00"
"1313  ","聯成  ","732790","231","9913858","13.6","13.6","13.45","13.55","+","0.1","13.5","136","13.55","39","26.06"
"1314  ","中石化","19708323","4407","226654790","11.35","11.65","11.35","11.45","+","0.1","11.45","805","11.5","38","0.00"
"1315  ","達新  ","49013","36","1415218","28.8","29.05","28.55","29","+","0.2","28.8","3","29","5","35.37"
"1316  ","上曜  ","60024","29","752797","12.65","12.65","12.5","12.6"," ","0","12.5","6","12.6","39","0.00"
"1319  ","東陽  ","2221031","1189","95407818","43.25","43.8","42.65","42.65","-","0.95","42.65","17","42.7","1","18.71"
"1321  ","大洋  ","517626","229","22256992","42.35","43.6","42.35","43","+","0.7","42.75","1","43","1","716.67"
"1323  ","永裕  ","79729","60","3057297","38.1","38.5","38.1","38.2","-","0.2","38.2","12","38.4","1","13.79"
"1324  ","地球  ","73001","39","1193816","16.3","16.4","16.3","16.4","+","0.1","16.4","4","16.45","10","28.28"
"1325  ","恆大  ","135164","77","2545858","19","19","18.65","18.75","-","0.2","18.75","6","18.8","1","26.04"
"1326  ","台化  ","3560196","1977","253974934","71.4","72.2","70.8","72.1","+","1","72","4","72.1","66","16.96"
"1337  ","F-再生","4273527","2585","304239117","70.9","72.6","70","71.1","+","1.6","71.1","27","71.2","12","11.04"
"1338  ","F-廣華","304200","201","34629700","115","115","113","114.5"," ","0","114","5","114.5","3","19.51"
"1339  ","昭輝  ","3574356","2417","250551054","69","72.2","67.9","69","+","1.4","68.9","5","69","13","20.72"
"1340  ","F-勝悅","107380","97","13996780","129","131.5","129","129.5"," ","0","129.5","2","130","4","13.34"
"1402  ","遠東新","4986883","2203","156371819","31.25","31.5","31.15","31.45","+","0.4","31.4","156","31.45","236","22.46"
"1409  ","新纖  ","1861538","466","18264166","9.79","9.85","9.77","9.8","+","0.01","9.8","9","9.82","77","14.63"
"1410  ","南染  ","130472","57","3074687","23.5","23.8","23.4","23.75","+","0.35","23.75","6","23.8","3","21.99"
"1413  ","宏洲  ","140491","33","590456","4.2","4.23","4.18","4.18","-","0.02","4.18","9","4.2","15","0.00"
"1414  ","東和  ","784759","133","7579665","9.7","9.7","9.63","9.67","+","0.02","9.67","1","9.69","15","15.6"
"1416  ","廣豐  ","87446","61","1739698","20","20","19.8","19.85","-","0.05","19.85","4","19.9","1","90.23"
"1417  ","嘉裕  ","502802","126","4106785","8.15","8.21","8.15","8.15","+","0.01","8.15","24","8.17","9","203.75"
"1418  ","東華  ","33000","16","221830","6.77","6.78","6.7","6.7"," ","0","6.69","1","6.7","5","0.00"
"1419  ","新紡  ","46040","36","1761427","38.25","38.3","38.2","38.2","+","0.1","38.2","14","38.35","1","69.45"
"1423  ","利華  ","315001","51","2410667","7.65","7.71","7.56","7.71","+","0.01","7.68","1","7.71","2","0.00"
"1432  ","大魯閣","600553","186","15036742","25","25.25","24.7","25.1","+","0.1","25.1","5","25.15","12","0.00"
"1434  ","福懋  ","1365632","1106","43270183","31.9","31.9","31.55","31.75","-","0.15","31.7","5","31.75","45","25"
