

2005年04月01日 查無資料
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2005年04月01日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0001  ","鴻運  ","12000","6","82900","6.88","6.96","6.88","6.96","+","0.13","6.91","40","7.1","10","0.00"
="0015  ","富邦  ","198000","26","1154970","5.82","5.88","5.82","5.85","+","0.02","5.85","47","5.87","2","0.00"
="0029  ","富邦店","810000","62","4458970","5.5","5.56","5.45","5.56","+","0.06","5.53","499","5.56","2","0.00"
="0050  ","台灣50","6105000","517","283978770","46.65","46.75","46.35","46.75"," ","0","46.75","457","46.79","3","0.00"
="01001T","富邦R1","1455000","87","14820800","10.2","10.2","10.15","10.15","-","0.05","10.15","6,675","10.2","1,738","0.00"
"1101  ","台泥  ","6535450","1319","116862123","18.25","18.25","17.5","17.8","-","0.5","17.8","165","17.85","14","13.8"
"1101A ","台泥特","5000","2","137300","27.4","27.5","27.4","27.5","X","0","27.4","5","27.5","9","0.00"
"1102  ","亞泥  ","3852325","368","79698248","20.8","20.9","20.55","20.8"," ","0","20.8","76","20.9","172","6.93"
"1103  ","嘉泥  ","675000","191","8947600","13.5","13.5","13.1","13.15","-","0.35","13.15","106","13.3","163","12.18"
"1104  ","環泥  ","1169466","154","14583122","12.6","12.6","12.3","12.6"," ","0","12.5","7","12.6","25","9.92"
"1107  ","建台  ","332000","23","270050","0.82","0.83","0.81","0.81","-","0.06","--","0","0.81","4","0.00"
"1108  ","幸福  ","741000","161","5665250","7.8","7.8","7.55","7.74","-","0.04","7.73","5","7.74","3","5.65"
"1109  ","信大  ","139422","34","1372204","9.87","9.93","9.81","9.84","-","0.03","9.84","3","9.9","14","9.46"
"1110  ","東泥  ","805750","180","6161011","7.76","7.76","7.55","7.66","-","0.09","7.61","39","7.66","16","10.21"
"1201  ","味全  ","2875089","523","28813903","10.3","10.35","9.9","10.05","-","0.2","10","36","10.05","34","25.13"
"1203  ","味王  ","624001","136","6185080","10.1","10.15","9.5","10","-","0.15","10","9","10.05","9","11.11"
"1204  ","津津  ","136009","42","461332","3.51","3.6","3.35","3.51","-","0.09","3.4","20","3.51","4","0.00"
"1207  ","嘉食化","360606","70","1041477","2.96","2.96","2.86","2.9","-","0.06","2.86","50","2.9","42","0.00"
"1210  ","大成  ","400985","93","3341460","8.35","8.4","8.3","8.35","-","0.01","8.32","20","8.35","53","32.12"
"1212  ","中日  ","83000","10","47000","0.58","0.58","0.56","0.56","X","0","0.56","101","0.61","15","0.00"
"1213  ","大飲  ","100002","7","1199772","12","12","11.75","11.75","+","0.45","11.3","1","11.75","1","97.92"
"1215  ","卜蜂  ","496990","124","2906266","6","6","5.8","5.9","-","0.1","5.86","2","5.9","134","53.64"
"1216  ","統一  ","2221425","462","32651624","14.6","14.9","14.6","14.85","+","0.25","14.8","142","14.85","64","27"
"1217  ","愛之味","156127","72","1099704","7.06","7.1","7.01","7.09","-","0.01","7.05","5","7.09","5","47.27"
"1218  ","泰山  ","523301","116","3685310","7.03","7.08","7.02","7.05"," ","0","7.05","12","7.08","1","23.5"
"1219  ","福壽  ","246100","88","1396760","5.71","5.71","5.62","5.67","-","0.17","5.67","19","5.68","1","0.00"
"1220  ","台榮  ","46001","4","274655","6","6","5.9","5.95","-","0.05","5.85","3","6","13","0.00"
"1225  ","福懋油","145001","29","662174","4.69","4.69","4.46","4.5","-","0.12","4.5","29","4.6","9","0.00"
"1227  ","佳格  ","215001","53","2520861","11.9","11.9","11.7","11.75","-","0.1","11.7","45","11.8","24","7.39"
"1229  ","聯華  ","697223","147","7893115","11.5","11.5","11.2","11.35","-","0.05","11.35","38","11.4","56","7.62"
"1231  ","聯華食","636030","158","6313439","10.05","10.2","9.85","9.92","-","0.13","9.9","53","9.95","20","25.44"
"1232  ","大統益","37000","12","626300","17","17","16.9","16.9","-","0.2","16.9","1","17.1","2","13.41"
"1233  ","天仁  ","16344","15","367712","22.5","22.5","22.5","22.5","-","0.1","22.5","15","22.6","1","12.1"
"1234  ","黑松  ","187000","54","1899250","10.1","10.25","10.1","10.25","+","0.05","10.2","1","10.25","11","37.96"
"1235  ","興泰  ","173000","35","2404450","14.1","14.2","13.75","13.8","-","0.3","13.8","3","13.9","65","11.69"
"1236  ","宏亞  ","178000","48","3161150","17.7","17.85","17.7","17.7"," ","0","17.7","5","17.75","15","10.17"
"1301  ","台塑  ","15480508","3817","863110654","56.5","56.6","55.4","55.8","-","0.7","55.8","35","55.9","13","9.3"
"1303  ","南亞  ","7456728","2316","346234841","46.65","46.7","46.25","46.5","-","0.1","46.45","90","46.5","134","9.19"
"1304  ","台聚  ","1607974","404","18977809","11.85","11.95","11.75","11.75","-","0.05","11.75","140","11.8","125","10.68"
"1305  ","華夏  ","10148563","1856","112720857","11","11.25","10.95","11.05","+","0.05","11.05","64","11.1","89","4.85"
"1306  ","合發  ","48001","22","410558","8.52","8.68","8.52","8.52","-","0.1","8.52","13","8.59","1","53.25"
"1307  ","三芳  ","31000","11","562000","18.2","18.2","18","18.2","+","0.1","18.1","11","18.2","8","13.19"
"1308  ","亞聚  ","677380","180","10345771","15.4","15.4","15.1","15.3","-","0.05","15.25","33","15.3","32","9.11"
"1309  ","台達化","660482","180","6742622","10.3","10.4","10.1","10.1","-","0.2","10.1","27","10.15","26","10.2"
"1310  ","台苯  ","4024622","1171","82714970","21","21.05","20.1","20.5","-","0.4","20.5","28","20.55","19","13.49"
"1311  ","福聚  ","714800","216","21438698","29.9","30.2","29.9","30.2","+","0.3","30","24","30.2","74","8.07"
"1312  ","國喬  ","915568","200","11653543","12.95","12.95","12.6","12.6","-","0.4","12.6","46","12.75","233","630"
"1312A ","國喬特","5000","1","60500","12.1","12.1","12.1","12.1"," ","0","12.1","3","12.3","1","0.00"
"1313  ","聯成  ","3223703","602","38952736","12.1","12.25","12","12","-","0.1","12","132","12.1","328","9.02"
"1314  ","中石化","32026039","3411","261540553","8.38","8.41","8.01","8.1","-","0.21","8.1","333","8.12","155","18.84"
"1315  ","達新  ","580000","164","5975800","10.2","10.5","10.15","10.25","+","0.2","10.25","10","10.3","15","10.68"
"1316  ","上曜  ","804001","107","1882132","2.42","2.42","2.24","2.29","-","0.11","2.25","43","2.29","24","0.00"
"1319  ","東陽  ","105957","68","4471379","42","42.4","42","42.35","+","0.35","42.2","8","42.45","4","13.57"
"1321  ","大洋  ","178120","68","2682670","15.35","15.35","14.95","15","-","0.25","15","4","15.1","4","5.91"
"1323  ","永裕  ","20595","10","206089","10.1","10.1","9.97","10.1","+","0.1","10","3","10.1","9","10.98"
"1324  ","地球  ","78002","26","702046","8.95","9.08","8.9","9.03","+","0.04","8.89","10","9.03","2","45.15"
"1325  ","恆大  ","358002","64","3238798","9.15","9.15","9.01","9.05"," ","0","9.05","192","9.08","2","0.00"
"1326  ","台化  ","5909794","1340","380620895","64.3","64.9","63.6","64.9","+","0.7","64.9","101","65","356","9.41"
"1402  ","遠東新","7269439","1326","150814585","20.7","20.9","20.65","20.85","+","0.15","20.8","73","20.85","20","8.58"
"1408  ","中紡  ","618001","36","369140","0.59","0.61","0.58","0.61","+","0.01","0.59","24","0.61","75","0.00"
"1409  ","新纖  ","2062530","478","17153480","8.6","8.65","8.15","8.24","-","0.36","8.24","53","8.25","10","20.1"
"1410  ","南染  ","171002","45","1066812","6.25","6.28","6.19","6.26","-","0.04","6.26","5","6.28","2","48.15"
"1413  ","宏洲  ","221000","52","678010","3.12","3.12","3.03","3.03","-","0.09","3.03","25","3.08","6","0.00"
"1414  ","東和  ","374002","83","1802508","4.7","4.94","4.7","4.85","-","0.08","4.85","47","4.9","4","0.00"
"1416  ","廣豐  ","1093002","180","4075086","3.81","3.81","3.67","3.74","-","0.07","3.74","17","3.75","18","0.00"
"1417  ","嘉裕  ","2643336","473","19722702","7.46","7.54","7.41","7.45"," ","0","7.44","6","7.45","18","0.00"
"1418  ","東華  ","248001","44","924343","3.81","3.81","3.7","3.79","-","0.05","3.73","11","3.75","21","0.00"
"1419  ","新紡  ","1022786","146","12906916","12.75","12.8","12.5","12.65","-","0.1","12.6","21","12.65","11","19.77"
"1423  ","利華  ","521445","51","2504533","4.85","4.85","4.8","4.82","-","0.03","4.8","14","4.84","6","0.00"
"1432  ","大魯閣","9876","9","59794","6.05","6.05","6","6.05","-","0.15","5.96","2","6.05","3","0.00"
"1434  ","福懋  ","1344743","416","22097710","16.45","16.5","16.35","16.45"," ","0","16.4","220","16.45","54","11.34"
"1435  ","中福  ","1862001","118","13042556","7","7.04","6.81","6.82","-","0.18","6.82","19","6.9","1","0.00"
"1436  ","華友聯","224000","44","1675180","7.51","7.51","7.44","7.44","-","0.07","7.44","20","7.5","7","0.00"
"1437  ","勤益控","807000","125","9071000","11.55","11.55","11","11.05","-","0.5","11.05","3","11.1","5","0.00"
"1438  ","裕豐  ","1000","1","1250","1.25","1.25","1.25","1.25","+","0.07","--","0","1.25","1","0.00"
"1439  ","中和  ","72001","12","677019","9.42","9.52","9.33","9.4","-","0.13","9.35","2","9.52","3","62.67"
"1440  ","南紡  ","1676037","281","15226357","9.22","9.24","9.03","9.05","-","0.17","9.05","84","9.08","5","10.06"
"1441  ","大東  ","189500","35","516425","2.75","2.75","2.68","2.68","-","0.07","2.68","9","2.71","10","0.00"
"1442  ","名軒  ","245300","35","2817182","11.5","11.6","11.4","11.4","-","0.1","11.4","96","11.6","14","0.00"
"1443  ","立益  ","548001","20","1792223","3.27","3.3","3.25","3.25","-","0.01","3.25","43","3.26","1","0.00"
"1444  ","力麗  ","2433659","373","12227863","5.15","5.19","4.95","5.02","-","0.12","5.01","28","5.02","50","0.00"
"1445  ","大宇  ","223001","28","929484","4.2","4.26","4.08","4.2"," ","0","4.19","4","4.2","14","0.00"
"1446  ","宏和  ","548001","99","2221394","4.17","4.17","3.96","4.09","-","0.06","4.05","10","4.1","38","24.06"
"1447  ","力鵬  ","5610837","903","50796930","9.43","9.47","8.8","9.1","-","0.33","9.09","47","9.1","108","12.47"
"1449  ","佳和  ","909501","106","2251616","2.6","2.6","2.44","2.46","-","0.13","2.46","13","2.48","12","0.00"
"1450  ","新藝  ","22000","4","16720","0.76","0.76","0.76","0.76","X","0","0.76","7","0.79","10","0.00"
"1451  ","年興  ","290275","161","8325468","28.45","29","28.45","28.9","+","0.5","28.8","3","28.9","1","9.9"
"1452  ","宏益  ","197001","46","1069495","5.45","5.5","5.4","5.45","-","0.03","5.43","2","5.45","3","13.63"
"1453  ","大將  ","95000","24","297640","3.21","3.21","3.12","3.19","+","0.02","3.12","27","3.19","1","0.00"
"1454  ","台富  ","185000","55","988550","5.41","5.44","5.23","5.4","-","0.01","5.35","2","5.4","2","27"
"1455  ","集盛  ","2088762","303","20990914","10","10.15","10","10.1"," ","0","10.1","199","10.15","60","8.86"
"1456  ","怡華  ","80001","21","154482","1.95","2","1.9","1.98","-","0.04","1.91","2","1.98","1","0.00"
"1457  ","宜進  ","1551032","223","7766860","5.08","5.08","4.91","5.05","-","0.05","5","53","5.05","34","168.33"
