

2014年10月09日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,10422.17,-,2.27,-0.02
發行量加權股價指數,8966.44,+,11.26,0.13
臺灣50指數,6427.32,+,34.07,0.53
臺灣中型100指數,7181.19,-,26.69,-0.37
臺灣資訊科技指數,7340.66,+,12.62,0.17
臺灣發達指數,7807.6,+,23.51,0.3
臺灣高股息指數,5613.83,-,33.48,-0.59
臺灣就業99指數,5373.89,+,15.49,0.29
臺灣高薪100指數,4952.45,+,24.35,0.49
臺灣企業經營101指數,5703.05,+,17.1,0.3
臺灣低波動高股息指數,1406.62,-,1.65,-0.12
未含金融保險股指數,7508.86,-,0.85,-0.01
未含電子股指數,13084.02,+,40.24,0.31
未含金融電子股指數,11144.91,+,3.93,0.04
水泥窯製類指數,594.33,+,5.55,0.94
塑膠化工類指數,776.29,+,2.01,0.26
機電類指數,1976.23,-,0.94,-0.05
水泥類指數,151.03,+,1.56,1.04
食品類指數,1233.74,-,1.23,-0.1
塑膠類指數,212.81,+,1.37,0.65
紡織纖維類指數,502.72,-,6.15,-1.21
電機機械類指數,160.85,-,0.6,-0.37
電器電纜類指數,38.3,+,0.27,0.71
化學生技醫療類指數,104.99,-,0.69,-0.65
化學類指數,99.63,-,0.37,-0.37
生技醫療類指數,79.02,-,0.8,-1
玻璃陶瓷類指數,59.57,+,0.25,0.42
造紙類指數,178.48,+,0.02,0.01
鋼鐵類指數,100.54,+,0.64,0.64
橡膠類指數,354.83,-,0.4,-0.11
汽車類指數,317.43,+,3.81,1.21
電子類指數,350.24,-,0.15,-0.04
半導體類指數,109.81,+,0.45,0.41
電腦及週邊設備類指數,98.64,-,1.53,-1.53
光電類指數,38.06,-,0.22,-0.57
通信網路類指數,110.8, ,--,--
電子零組件類指數,87.65,-,0.52,-0.59
電子通路類指數,113.27,+,0.68,0.6
資訊服務類指數,98.19,-,0.84,-0.85
其他電子類指數,87.41,+,0.47,0.54
建材營造類指數,276.69,-,1.68,-0.6
航運類指數,75.56,-,0.01,-0.01
觀光類指數,135.48,-,1.04,-0.76
金融保險類指數,1093.11,+,10.33,0.95
貿易百貨類指數,237.72,-,1.77,-0.74
油電燃氣類指數,93.24,+,0.28,0.3
其他類指數,233.57,-,1.24,-0.53
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10735.86,-,2.33,-0.02
