

2015年03月13日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價指數,11124.6,-,15.79,-0.14
發行量加權股價指數,9579.35,-,16.65,-0.17
臺灣50指數,6950.23,-,18.35,-0.26
臺灣中型100指數,7660.02,-,9.2,-0.12
臺灣資訊科技指數,8467.72,-,2.36,-0.03
臺灣發達指數,8095.48,-,8.42,-0.1
臺灣高股息指數,6022.12,-,6.53,-0.11
臺灣就業99指數,5763.16,-,16.02,-0.28
臺灣高薪100指數,5213.78,-,19.48,-0.37
臺灣企業經營101指數,6105.09,-,17.36,-0.28
臺灣低波動高股息指數,1444.08,-,5.58,-0.38
未含金融保險股指數,8087.73,-,2.02,-0.02
未含電子股指數,13521.08,-,67.63,-0.5
未含金融電子股指數,11602.43,-,27.76,-0.24
水泥窯製類指數,568,+,2.41,0.43
塑膠化工類指數,800.72,-,4.26,-0.53
機電類指數,2166.94,+,2.19,0.1
水泥類指數,145,+,0.83,0.58
食品類指數,1249.02,-,6.61,-0.53
塑膠類指數,220.12,-,2.23,-1
紡織纖維類指數,561.82,+,0.05,0.01
電機機械類指數,163.65,+,0.11,0.07
電器電纜類指數,37.02,-,0.06,-0.16
化學生技醫療類指數,104.58,+,0.7,0.67
化學類指數,103.09,+,0.2,0.19
生技醫療類指數,75.02,+,0.98,1.32
玻璃陶瓷類指數,55.67,-,0.17,-0.3
造紙類指數,165.09,+,0.08,0.05
鋼鐵類指數,98.52,-,0.74,-0.75
橡膠類指數,377.72,-,0.31,-0.08
汽車類指數,326.23,-,3.59,-1.09
電子類指數,385.3,+,0.4,0.1
半導體類指數,127.63,+,0.12,0.09
電腦及週邊設備類指數,108.6,-,0.58,-0.53
光電類指數,41.64,-,0.19,-0.45
通信網路類指數,121.86,+,0.94,0.78
電子零組件類指數,95.57,+,0.22,0.23
電子通路類指數,118.86,-,0.18,-0.15
資訊服務類指數,102.87,-,0.05,-0.05
其他電子類指數,82.1,+,0.42,0.51
建材營造類指數,289.32,-,0.87,-0.3
航運類指數,94.3,+,0.78,0.83
觀光類指數,121.31,+,0.09,0.07
金融保險類指數,1110.04,-,12.54,-1.12
貿易百貨類指數,244.02,-,0.18,-0.07
油電燃氣類指數,88.06,-,0.46,-0.52
其他類指數,275.03,+,0.81,0.3
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,11460.45,-,16.26,-0.14
發行量加權股價報酬指數,14586.72,-,25.35,-0.17
臺灣50報酬指數,10704.37,-,28.26,-0.26
臺灣中型100報酬指數,10964.02,-,13.17,-0.12
臺灣資訊科技報酬指數,12351.49,-,3.43,-0.03
臺灣發達報酬指數,11289.97,-,11.74,-0.1
臺灣高股息報酬指數,9923.17,-,10.76,-0.11
臺灣就業99報酬指數,6542.14,-,18.19,-0.28
臺灣高薪100報酬指數,5256.23,-,19.63,-0.37
臺灣企業經營101報酬指數,6521.62,-,18.54,-0.28
臺灣低波動高股息報酬指數,2835.44,-,10.95,-0.38
未含金融電子股報酬指數,17835.07,-,42.68,-0.24
水泥類報酬指數,191.87,+,1.09,0.57
食品類報酬指數,1445.02,-,7.64,-0.53
塑膠類報酬指數,273.82,-,2.78,-1.01
紡織纖維類報酬指數,688.05,+,0.06,0.01
電機機械類報酬指數,196.44,+,0.13,0.07
電器電纜類報酬指數,41.43,-,0.07,-0.17
化學生技醫療類報酬指數,126.86,+,0.84,0.67
化學類報酬指數,127.68,+,0.24,0.19
生技醫療類報酬指數,86.99,+,1.12,1.3
玻璃陶瓷類報酬指數,59.34,-,0.19,-0.32
造紙類報酬指數,191.45,+,0.1,0.05
鋼鐵類報酬指數,121.64,-,0.91,-0.74
橡膠類報酬指數,447.71,-,0.37,-0.08
汽車類報酬指數,379.73,-,4.18,-1.09
電子類報酬指數,536.94,+,0.56,0.1
半導體類報酬指數,170.86,+,0.15,0.09
電腦及週邊設備類報酬指數,155.61,-,0.84,-0.54
光電類報酬指數,49.16,-,0.22,-0.45
通信網路類報酬指數,186.62,+,1.43,0.77
電子零組件類報酬指數,130.93,+,0.3,0.23
電子通路類報酬指數,174.15,-,0.27,-0.15
資訊服務類報酬指數,155.34,-,0.07,-0.05
其他電子類報酬指數,95.26,+,0.48,0.51
建材營造類報酬指數,375.34,-,1.12,-0.3
航運類報酬指數,110.78,+,0.92,0.84
觀光類報酬指數,134.03,+,0.09,0.07
金融保險類報酬指數,1382.64,-,15.62,-1.12
貿易百貨類報酬指數,284.09,-,0.22,-0.08
油電燃氣類報酬指數,104.48,-,0.54,-0.51
其他類報酬指數,351.54,+,1.04,0.3
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","81664797104","2014886251","696241"
"2.台灣存託憑證","171111406","34092709","4858"
"3.受益憑證","0","0","0"
"4.ETF","3681009849","126251601","22430"
"5.受益證券","132261640","7353000","328"
"6.變更交易股票","59454860","10158224","1593"
"7.認購(售)權證","2744357560","2572486000","70255"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","81724251964","2025044475","697834"
"總計(1~12)","88452992419","4765227785","795705"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2701(9),366(5)
"下跌(跌停)",3485(27),349(1)
"持平",646,131
"未成交",3744,4
"無比價",740,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2015年03月13日
"每日收盤行情("全部(不含權證、牛熊證)")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50","4527676","890","315257661","69.65","69.75","69.45","69.45","-","0.2","69.4","44","69.45","111","0.00"
